AirQualityIndex,Year,MonthNo,MonthName,Zone,Station,Value
aqi,2016,10,Oct,Eastern Zone,Pittsburg - Loveridge,0
aqi,2016,11,Nov,Eastern Zone,Pittsburg - Loveridge,0
aqi,2016,1,Jan,Eastern Zone,Pleasanton,0
aqi,2016,2,Feb,Eastern Zone,Pleasanton,0
aqi,2016,3,Mar,Eastern Zone,Pleasanton,0
aqi,2016,4,Apr,Eastern Zone,Pleasanton,0
aqi,2016,5,May,Eastern Zone,Pleasanton,0
aqi,2016,6,Jun,Eastern Zone,Pleasanton,0
aqi,2016,7,Jul,Eastern Zone,Pleasanton,0
aqi,2016,8,Aug,Eastern Zone,Pleasanton,0
aqi,2016,9,Sep,Eastern Zone,Pleasanton,0
aqi,2016,10,Oct,Eastern Zone,Pleasanton,0
aqi,2016,11,Nov,Eastern Zone,Pleasanton,0
aqi,2016,1,Jan,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,2,Feb,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,3,Mar,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,4,Apr,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,5,May,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,6,Jun,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,7,Jul,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,8,Aug,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,9,Sep,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,10,Oct,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,11,Nov,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2016,1,Jan,Eastern Zone,San Ramon,0
aqi,2016,2,Feb,Eastern Zone,San Ramon,0
aqi,2016,3,Mar,Eastern Zone,San Ramon,0
aqi,2016,4,Apr,Eastern Zone,San Ramon,0
aqi,2016,5,May,Eastern Zone,San Ramon,0
aqi,2016,6,Jun,Eastern Zone,San Ramon,0
aqi,2016,7,Jul,Eastern Zone,San Ramon,0
aqi,2016,8,Aug,Eastern Zone,San Ramon,0
aqi,2016,9,Sep,Eastern Zone,San Ramon,0
aqi,2016,10,Oct,Eastern Zone,San Ramon,0
aqi,2016,11,Nov,Eastern Zone,San Ramon,0
aqi,2016,1,Jan,South Central Bay,Hayward,0
aqi,2016,2,Feb,South Central Bay,Hayward,0
aqi,2016,3,Mar,South Central Bay,Hayward,0
aqi,2016,4,Apr,South Central Bay,Hayward,0
aqi,2016,5,May,South Central Bay,Hayward,0
aqi,2016,6,Jun,South Central Bay,Hayward,0
aqi,2016,7,Jul,South Central Bay,Hayward,0
aqi,2016,8,Aug,South Central Bay,Hayward,0
aqi,2016,9,Sep,South Central Bay,Hayward,0
aqi,2016,10,Oct,South Central Bay,Hayward,0
aqi,2016,11,Nov,South Central Bay,Hayward,0
aqi,2016,1,Jan,South Central Bay,Redwood City,58.0
aqi,2016,2,Feb,South Central Bay,Redwood City,55.0
aqi,2016,3,Mar,South Central Bay,Redwood City,44.0
aqi,2016,4,Apr,South Central Bay,Redwood City,53.0
aqi,2016,5,May,South Central Bay,Redwood City,64.0
aqi,2016,6,Jun,South Central Bay,Redwood City,67.0
aqi,2016,7,Jul,South Central Bay,Redwood City,62.0
aqi,2016,8,Aug,South Central Bay,Redwood City,58.0
aqi,2016,9,Sep,South Central Bay,Redwood City,64.0
aqi,2016,10,Oct,South Central Bay,Redwood City,40.0
aqi,2016,11,Nov,South Central Bay,Redwood City,63.0
aqi,2016,1,Jan,South Central Bay,Redwood City,0
aqi,2016,2,Feb,South Central Bay,Redwood City,0
aqi,2016,3,Mar,South Central Bay,Redwood City,0
aqi,2016,4,Apr,South Central Bay,Redwood City,0
aqi,2016,5,May,South Central Bay,Redwood City,0
aqi,2016,6,Jun,South Central Bay,Redwood City,0
aqi,2016,7,Jul,South Central Bay,Redwood City,0
aqi,2016,8,Aug,South Central Bay,Redwood City,0
aqi,2016,9,Sep,South Central Bay,Redwood City,0
aqi,2016,10,Oct,South Central Bay,Redwood City,0
aqi,2016,11,Nov,South Central Bay,Redwood City,0
aqi,2016,1,Jan,Santa Clara Valley,Gilroy,56.0
aqi,2016,2,Feb,Santa Clara Valley,Gilroy,49.0
aqi,2016,3,Mar,Santa Clara Valley,Gilroy,41.0
aqi,2016,4,Apr,Santa Clara Valley,Gilroy,40.0
aqi,2016,5,May,Santa Clara Valley,Gilroy,50.0
aqi,2016,6,Jun,Santa Clara Valley,Gilroy,59.0
aqi,2016,7,Jul,Santa Clara Valley,Gilroy,55.0
aqi,2016,8,Aug,Santa Clara Valley,Gilroy,58.0
aqi,2016,9,Sep,Santa Clara Valley,Gilroy,54.0
aqi,2016,10,Oct,Santa Clara Valley,Gilroy,20.0
aqi,2016,11,Nov,Santa Clara Valley,Gilroy,29.0
aqi,2016,1,Jan,Santa Clara Valley,Los Gatos,0
aqi,2016,2,Feb,Santa Clara Valley,Los Gatos,0
aqi,2016,3,Mar,Santa Clara Valley,Los Gatos,0
aqi,2016,4,Apr,Santa Clara Valley,Los Gatos,0
aqi,2016,5,May,Santa Clara Valley,Los Gatos,0
aqi,2016,6,Jun,Santa Clara Valley,Los Gatos,0
aqi,2016,7,Jul,Santa Clara Valley,Los Gatos,0
aqi,2016,8,Aug,Santa Clara Valley,Los Gatos,0
aqi,2016,9,Sep,Santa Clara Valley,Los Gatos,0
aqi,2016,10,Oct,Santa Clara Valley,Los Gatos,0
aqi,2016,11,Nov,Santa Clara Valley,Los Gatos,0
aqi,2016,1,Jan,Santa Clara Valley,San Jose - Jackson St.,73.0
aqi,2016,2,Feb,Santa Clara Valley,San Jose - Jackson St.,71.0
aqi,2016,3,Mar,Santa Clara Valley,San Jose - Jackson St.,37.0
aqi,2016,4,Apr,Santa Clara Valley,San Jose - Jackson St.,48.0
aqi,2016,5,May,Santa Clara Valley,San Jose - Jackson St.,60.0
aqi,2016,6,Jun,Santa Clara Valley,San Jose - Jackson St.,57.0
aqi,2016,7,Jul,Santa Clara Valley,San Jose - Jackson St.,66.0
aqi,2016,8,Aug,Santa Clara Valley,San Jose - Jackson St.,51.0
aqi,2016,9,Sep,Santa Clara Valley,San Jose - Jackson St.,62.0
aqi,2016,10,Oct,Santa Clara Valley,San Jose - Jackson St.,47.0
aqi,2016,11,Nov,Santa Clara Valley,San Jose - Jackson St.,66.0
aqi,2016,1,Jan,Santa Clara Valley,San Jose - Knox Ave.,81.0
aqi,2016,2,Feb,Santa Clara Valley,San Jose - Knox Ave.,77.0
aqi,2016,3,Mar,Santa Clara Valley,San Jose - Knox Ave.,40.0
aqi,2016,4,Apr,Santa Clara Valley,San Jose - Knox Ave.,48.0
aqi,2016,5,May,Santa Clara Valley,San Jose - Knox Ave.,58.0
aqi,2016,6,Jun,Santa Clara Valley,San Jose - Knox Ave.,59.0
aqi,2016,7,Jul,Santa Clara Valley,San Jose - Knox Ave.,67.0
aqi,2016,8,Aug,Santa Clara Valley,San Jose - Knox Ave.,53.0
aqi,2016,9,Sep,Santa Clara Valley,San Jose - Knox Ave.,64.0
aqi,2016,10,Oct,Santa Clara Valley,San Jose - Knox Ave.,46.0
aqi,2016,11,Nov,Santa Clara Valley,San Jose - Knox Ave.,66.0
aqi,2016,1,Jan,Santa Clara Valley,San Martin - Airport,0
aqi,2016,2,Feb,Santa Clara Valley,San Martin - Airport,0
aqi,2016,3,Mar,Santa Clara Valley,San Martin - Airport,0
aqi,2016,4,Apr,Santa Clara Valley,San Martin - Airport,0
aqi,2016,5,May,Santa Clara Valley,San Martin - Airport,0
aqi,2016,6,Jun,Santa Clara Valley,San Martin - Airport,0
aqi,2016,7,Jul,Santa Clara Valley,San Martin - Airport,0
aqi,2016,8,Aug,Santa Clara Valley,San Martin - Airport,0
aqi,2016,9,Sep,Santa Clara Valley,San Martin - Airport,0
aqi,2016,10,Oct,Santa Clara Valley,San Martin - Airport,0
aqi,2016,11,Nov,Santa Clara Valley,San Martin - Airport,0
aqi,2017,1,Jan,Northern Zone,Forest Knolls,0
aqi,2017,2,Feb,Northern Zone,Forest Knolls,0
aqi,2017,3,Mar,Northern Zone,Forest Knolls,0
aqi,2017,4,Apr,Northern Zone,Forest Knolls,0
aqi,2017,5,May,Northern Zone,Forest Knolls,0
aqi,2017,6,Jun,Northern Zone,Forest Knolls,0
aqi,2017,7,Jul,Northern Zone,Forest Knolls,0
aqi,2017,8,Aug,Northern Zone,Forest Knolls,0
aqi,2017,9,Sep,Northern Zone,Forest Knolls,0
aqi,2017,10,Oct,Northern Zone,Forest Knolls,0
aqi,2017,11,Nov,Northern Zone,Forest Knolls,0
aqi,2017,1,Jan,Northern Zone,Napa - Napa Valley College,76.0
aqi,2017,2,Feb,Northern Zone,Napa - Napa Valley College,58.0
aqi,2017,3,Mar,Northern Zone,Napa - Napa Valley College,49.0
aqi,2017,4,Apr,Northern Zone,Napa - Napa Valley College,49.0
aqi,2017,5,May,Northern Zone,Napa - Napa Valley College,66.0
aqi,2017,6,Jun,Northern Zone,Napa - Napa Valley College,60.0
aqi,2017,7,Jul,Northern Zone,Napa - Napa Valley College,67.0
aqi,2017,8,Aug,Northern Zone,Napa - Napa Valley College,63.0
aqi,2017,9,Sep,Northern Zone,Napa - Napa Valley College,64.0
aqi,2017,10,Oct,Northern Zone,Napa - Napa Valley College,281.0
aqi,2017,11,Nov,Northern Zone,Napa - Napa Valley College,57.0
aqi,2017,1,Jan,Northern Zone,Napa,79.0
aqi,2017,2,Feb,Northern Zone,Napa,59.0
aqi,2017,3,Mar,Northern Zone,Napa,51.0
aqi,2017,4,Apr,Northern Zone,Napa,52.0
aqi,2017,5,May,Northern Zone,Napa,60.0
aqi,2017,6,Jun,Northern Zone,Napa,58.0
aqi,2017,7,Jul,Northern Zone,Napa,63.0
aqi,2017,8,Aug,Northern Zone,Napa,91.0
aqi,2017,9,Sep,Northern Zone,Napa,147.0
aqi,2017,10,Oct,Northern Zone,Napa,249.0
aqi,2017,11,Nov,Northern Zone,Napa,64.0
aqi,2017,1,Jan,Northern Zone,San Rafael,81.0
aqi,2017,2,Feb,Northern Zone,San Rafael,70.0
aqi,2017,3,Mar,Northern Zone,San Rafael,55.0
aqi,2017,4,Apr,Northern Zone,San Rafael,50.0
aqi,2017,5,May,Northern Zone,San Rafael,58.0
aqi,2017,6,Jun,Northern Zone,San Rafael,53.0
aqi,2017,7,Jul,Northern Zone,San Rafael,60.0
aqi,2017,8,Aug,Northern Zone,San Rafael,85.0
aqi,2017,9,Sep,Northern Zone,San Rafael,119.0
aqi,2017,10,Oct,Northern Zone,San Rafael,161.0
aqi,2017,11,Nov,Northern Zone,San Rafael,64.0
aqi,2017,1,Jan,Northern Zone,Sebastopol,67.0
aqi,2017,2,Feb,Northern Zone,Sebastopol,68.0
aqi,2017,3,Mar,Northern Zone,Sebastopol,36.0
aqi,2017,4,Apr,Northern Zone,Sebastopol,36.0
aqi,2017,5,May,Northern Zone,Sebastopol,48.0
aqi,2017,6,Jun,Northern Zone,Sebastopol,62.0
aqi,2017,7,Jul,Northern Zone,Sebastopol,52.0
aqi,2017,8,Aug,Northern Zone,Sebastopol,67.0
aqi,2017,9,Sep,Northern Zone,Sebastopol,154.0
aqi,2017,10,Oct,Northern Zone,Sebastopol,165.0
aqi,2017,11,Nov,Northern Zone,Sebastopol,55.0
aqi,2017,1,Jan,Northern Zone,Vallejo,73.0
aqi,2017,2,Feb,Northern Zone,Vallejo,67.0
aqi,2017,3,Mar,Northern Zone,Vallejo,47.0
aqi,2017,4,Apr,Northern Zone,Vallejo,51.0
aqi,2017,5,May,Northern Zone,Vallejo,67.0
aqi,2017,6,Jun,Northern Zone,Vallejo,62.0
aqi,2017,7,Jul,Northern Zone,Vallejo,63.0
aqi,2017,8,Aug,Northern Zone,Vallejo,85.0
aqi,2017,9,Sep,Northern Zone,Vallejo,134.0
aqi,2017,10,Oct,Northern Zone,Vallejo,175.0
aqi,2017,11,Nov,Northern Zone,Vallejo,78.0
aqi,2017,1,Jan,Coast & Central Bay,Berkeley Aquatic Park,75.0
aqi,2017,2,Feb,Coast & Central Bay,Berkeley Aquatic Park,82.0
aqi,2017,3,Mar,Coast & Central Bay,Berkeley Aquatic Park,48.0
aqi,2017,4,Apr,Coast & Central Bay,Berkeley Aquatic Park,49.0
aqi,2017,5,May,Coast & Central Bay,Berkeley Aquatic Park,62.0
aqi,2017,6,Jun,Coast & Central Bay,Berkeley Aquatic Park,58.0
aqi,2017,7,Jul,Coast & Central Bay,Berkeley Aquatic Park,57.0
aqi,2017,8,Aug,Coast & Central Bay,Berkeley Aquatic Park,55.0
aqi,2017,9,Sep,Coast & Central Bay,Berkeley Aquatic Park,142.0
aqi,2017,10,Oct,Coast & Central Bay,Berkeley Aquatic Park,133.0
aqi,2017,11,Nov,Coast & Central Bay,Berkeley Aquatic Park,69.0
aqi,2017,1,Jan,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,2,Feb,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,3,Mar,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,4,Apr,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,5,May,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,6,Jun,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,7,Jul,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,8,Aug,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,9,Sep,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,10,Oct,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,11,Nov,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2017,1,Jan,Coast & Central Bay,Laney College,77.0
aqi,2017,2,Feb,Coast & Central Bay,Laney College,77.0
aqi,2017,3,Mar,Coast & Central Bay,Laney College,51.0
aqi,2017,4,Apr,Coast & Central Bay,Laney College,55.0
aqi,2017,5,May,Coast & Central Bay,Laney College,68.0
aqi,2017,6,Jun,Coast & Central Bay,Laney College,58.0
aqi,2017,7,Jul,Coast & Central Bay,Laney College,67.0
aqi,2017,8,Aug,Coast & Central Bay,Laney College,72.0
aqi,2017,9,Sep,Coast & Central Bay,Laney College,141.0
aqi,2017,10,Oct,Coast & Central Bay,Laney College,159.0
aqi,2017,11,Nov,Coast & Central Bay,Laney College,76.0
aqi,2017,1,Jan,Coast & Central Bay,Oakland East,80.0
aqi,2017,2,Feb,Coast & Central Bay,Oakland East,73.0
aqi,2017,3,Mar,Coast & Central Bay,Oakland East,49.0
aqi,2017,4,Apr,Coast & Central Bay,Oakland East,48.0
aqi,2017,5,May,Coast & Central Bay,Oakland East,61.0
aqi,2017,6,Jun,Coast & Central Bay,Oakland East,59.0
aqi,2017,7,Jul,Coast & Central Bay,Oakland East,59.0
aqi,2017,8,Aug,Coast & Central Bay,Oakland East,66.0
aqi,2017,9,Sep,Coast & Central Bay,Oakland East,142.0
aqi,2017,10,Oct,Coast & Central Bay,Oakland East,159.0
aqi,2017,11,Nov,Coast & Central Bay,Oakland East,66.0
aqi,2017,1,Jan,Coast & Central Bay,Oakland West,85.0
aqi,2017,2,Feb,Coast & Central Bay,Oakland West,87.0
aqi,2017,3,Mar,Coast & Central Bay,Oakland West,59.0
aqi,2017,4,Apr,Coast & Central Bay,Oakland West,58.0
aqi,2017,5,May,Coast & Central Bay,Oakland West,67.0
aqi,2017,6,Jun,Coast & Central Bay,Oakland West,68.0
aqi,2017,7,Jul,Coast & Central Bay,Oakland West,67.0
aqi,2017,8,Aug,Coast & Central Bay,Oakland West,72.0
aqi,2017,9,Sep,Coast & Central Bay,Oakland West,151.0
aqi,2017,10,Oct,Coast & Central Bay,Oakland West,151.0
aqi,2017,11,Nov,Coast & Central Bay,Oakland West,75.0
aqi,2017,1,Jan,Coast & Central Bay,Pt. Richmond,0
aqi,2017,2,Feb,Coast & Central Bay,Pt. Richmond,0
aqi,2017,3,Mar,Coast & Central Bay,Pt. Richmond,0
aqi,2017,4,Apr,Coast & Central Bay,Pt. Richmond,0
aqi,2017,5,May,Coast & Central Bay,Pt. Richmond,0
aqi,2017,6,Jun,Coast & Central Bay,Pt. Richmond,0
aqi,2017,7,Jul,Coast & Central Bay,Pt. Richmond,0
aqi,2017,8,Aug,Coast & Central Bay,Pt. Richmond,0
aqi,2017,9,Sep,Coast & Central Bay,Pt. Richmond,0
aqi,2017,10,Oct,Coast & Central Bay,Pt. Richmond,0
aqi,2017,11,Nov,Coast & Central Bay,Pt. Richmond,0
aqi,2017,1,Jan,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,2,Feb,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,3,Mar,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,4,Apr,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,5,May,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,6,Jun,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,7,Jul,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,8,Aug,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,9,Sep,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,10,Oct,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,11,Nov,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2017,1,Jan,Coast & Central Bay,Rodeo,0
aqi,2017,2,Feb,Coast & Central Bay,Rodeo,0
aqi,2017,3,Mar,Coast & Central Bay,Rodeo,0
aqi,2017,4,Apr,Coast & Central Bay,Rodeo,0
aqi,2017,5,May,Coast & Central Bay,Rodeo,0
aqi,2017,6,Jun,Coast & Central Bay,Rodeo,0
aqi,2017,7,Jul,Coast & Central Bay,Rodeo,0
aqi,2017,8,Aug,Coast & Central Bay,Rodeo,0
aqi,2017,9,Sep,Coast & Central Bay,Rodeo,0
aqi,2017,10,Oct,Coast & Central Bay,Rodeo,0
aqi,2017,11,Nov,Coast & Central Bay,Rodeo,0
aqi,2017,1,Jan,Coast & Central Bay,San Francisco - Arkansas St.,82.0
aqi,2017,2,Feb,Coast & Central Bay,San Francisco - Arkansas St.,78.0
aqi,2017,3,Mar,Coast & Central Bay,San Francisco - Arkansas St.,55.0
aqi,2017,4,Apr,Coast & Central Bay,San Francisco - Arkansas St.,56.0
aqi,2017,5,May,Coast & Central Bay,San Francisco - Arkansas St.,62.0
aqi,2017,6,Jun,Coast & Central Bay,San Francisco - Arkansas St.,58.0
aqi,2017,7,Jul,Coast & Central Bay,San Francisco - Arkansas St.,56.0
aqi,2017,8,Aug,Coast & Central Bay,San Francisco - Arkansas St.,69.0
aqi,2017,9,Sep,Coast & Central Bay,San Francisco - Arkansas St.,136.0
aqi,2017,10,Oct,Coast & Central Bay,San Francisco - Arkansas St.,136.0
aqi,2017,11,Nov,Coast & Central Bay,San Francisco - Arkansas St.,75.0
aqi,2017,1,Jan,Coast & Central Bay,San Pablo - Rumrill,83.0
aqi,2017,2,Feb,Coast & Central Bay,San Pablo - Rumrill,79.0
aqi,2017,3,Mar,Coast & Central Bay,San Pablo - Rumrill,42.0
aqi,2017,4,Apr,Coast & Central Bay,San Pablo - Rumrill,57.0
aqi,2017,5,May,Coast & Central Bay,San Pablo - Rumrill,66.0
aqi,2017,6,Jun,Coast & Central Bay,San Pablo - Rumrill,63.0
aqi,2017,7,Jul,Coast & Central Bay,San Pablo - Rumrill,61.0
aqi,2017,8,Aug,Coast & Central Bay,San Pablo - Rumrill,76.0
aqi,2017,9,Sep,Coast & Central Bay,San Pablo - Rumrill,135.0
aqi,2017,10,Oct,Coast & Central Bay,San Pablo - Rumrill,159.0
aqi,2017,11,Nov,Coast & Central Bay,San Pablo - Rumrill,69.0
aqi,2017,1,Jan,Eastern Zone,Bethel Island,0
aqi,2017,2,Feb,Eastern Zone,Bethel Island,0
aqi,2017,3,Mar,Eastern Zone,Bethel Island,0
aqi,2017,4,Apr,Eastern Zone,Bethel Island,0
aqi,2017,5,May,Eastern Zone,Bethel Island,0
aqi,2017,6,Jun,Eastern Zone,Bethel Island,0
aqi,2017,7,Jul,Eastern Zone,Bethel Island,0
aqi,2017,8,Aug,Eastern Zone,Bethel Island,0
aqi,2017,9,Sep,Eastern Zone,Bethel Island,0
aqi,2017,10,Oct,Eastern Zone,Bethel Island,0
aqi,2017,11,Nov,Eastern Zone,Bethel Island,0
aqi,2017,1,Jan,Eastern Zone,Concord,82.0
aqi,2017,2,Feb,Eastern Zone,Concord,90.0
aqi,2017,3,Mar,Eastern Zone,Concord,50.0
aqi,2017,4,Apr,Eastern Zone,Concord,54.0
aqi,2017,5,May,Eastern Zone,Concord,56.0
aqi,2017,6,Jun,Eastern Zone,Concord,62.0
aqi,2017,7,Jul,Eastern Zone,Concord,57.0
aqi,2017,8,Aug,Eastern Zone,Concord,80.0
aqi,2017,9,Sep,Eastern Zone,Concord,107.0
aqi,2017,10,Oct,Eastern Zone,Concord,169.0
aqi,2017,11,Nov,Eastern Zone,Concord,78.0
aqi,2017,1,Jan,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,2,Feb,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,3,Mar,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,4,Apr,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,5,May,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,6,Jun,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,7,Jul,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,8,Aug,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,9,Sep,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,10,Oct,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,11,Nov,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2017,1,Jan,Eastern Zone,Livermore - Rincon Ave.,73.0
aqi,2017,2,Feb,Eastern Zone,Livermore - Rincon Ave.,82.0
aqi,2017,3,Mar,Eastern Zone,Livermore - Rincon Ave.,35.0
aqi,2017,4,Apr,Eastern Zone,Livermore - Rincon Ave.,41.0
aqi,2017,5,May,Eastern Zone,Livermore - Rincon Ave.,48.0
aqi,2017,6,Jun,Eastern Zone,Livermore - Rincon Ave.,52.0
aqi,2017,7,Jul,Eastern Zone,Livermore - Rincon Ave.,54.0
aqi,2017,8,Aug,Eastern Zone,Livermore - Rincon Ave.,80.0
aqi,2017,9,Sep,Eastern Zone,Livermore - Rincon Ave.,96.0
aqi,2017,10,Oct,Eastern Zone,Livermore - Rincon Ave.,106.0
aqi,2017,11,Nov,Eastern Zone,Livermore - Rincon Ave.,67.0
aqi,2017,1,Jan,Eastern Zone,Martinez - Jones St.,0
aqi,2017,2,Feb,Eastern Zone,Martinez - Jones St.,0
aqi,2017,3,Mar,Eastern Zone,Martinez - Jones St.,0
aqi,2017,4,Apr,Eastern Zone,Martinez - Jones St.,0
aqi,2017,5,May,Eastern Zone,Martinez - Jones St.,0
aqi,2017,6,Jun,Eastern Zone,Martinez - Jones St.,0
aqi,2017,7,Jul,Eastern Zone,Martinez - Jones St.,0
aqi,2017,8,Aug,Eastern Zone,Martinez - Jones St.,0
aqi,2017,9,Sep,Eastern Zone,Martinez - Jones St.,0
aqi,2017,10,Oct,Eastern Zone,Martinez - Jones St.,0
aqi,2017,11,Nov,Eastern Zone,Martinez - Jones St.,0
aqi,2017,1,Jan,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,2,Feb,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,3,Mar,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,4,Apr,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,5,May,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,6,Jun,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,7,Jul,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,8,Aug,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,9,Sep,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,10,Oct,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,11,Nov,Eastern Zone,Pittsburg - Loveridge,0
aqi,2017,1,Jan,Eastern Zone,Pleasanton,0
aqi,2017,2,Feb,Eastern Zone,Pleasanton,0
aqi,2017,3,Mar,Eastern Zone,Pleasanton,0
aqi,2017,4,Apr,Eastern Zone,Pleasanton,0
aqi,2017,5,May,Eastern Zone,Pleasanton,0
aqi,2017,6,Jun,Eastern Zone,Pleasanton,0
aqi,2017,7,Jul,Eastern Zone,Pleasanton,0
aqi,2017,8,Aug,Eastern Zone,Pleasanton,0
aqi,2017,9,Sep,Eastern Zone,Pleasanton,0
aqi,2017,10,Oct,Eastern Zone,Pleasanton,0
aqi,2017,11,Nov,Eastern Zone,Pleasanton,0
aqi,2017,1,Jan,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,2,Feb,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,3,Mar,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,4,Apr,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,5,May,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,6,Jun,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,7,Jul,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,8,Aug,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,9,Sep,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,10,Oct,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,11,Nov,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2017,1,Jan,Eastern Zone,San Ramon,0
aqi,2017,2,Feb,Eastern Zone,San Ramon,0
aqi,2017,3,Mar,Eastern Zone,San Ramon,0
aqi,2017,4,Apr,Eastern Zone,San Ramon,0
aqi,2017,5,May,Eastern Zone,San Ramon,0
aqi,2017,6,Jun,Eastern Zone,San Ramon,0
aqi,2017,7,Jul,Eastern Zone,San Ramon,0
aqi,2017,8,Aug,Eastern Zone,San Ramon,0
aqi,2017,9,Sep,Eastern Zone,San Ramon,0
aqi,2017,10,Oct,Eastern Zone,San Ramon,0
aqi,2017,11,Nov,Eastern Zone,San Ramon,0
aqi,2017,1,Jan,South Central Bay,Hayward,0
aqi,2017,2,Feb,South Central Bay,Hayward,0
aqi,2017,3,Mar,South Central Bay,Hayward,0
aqi,2017,4,Apr,South Central Bay,Hayward,0
aqi,2017,5,May,South Central Bay,Hayward,0
aqi,2017,6,Jun,South Central Bay,Hayward,0
aqi,2017,7,Jul,South Central Bay,Hayward,0
aqi,2017,8,Aug,South Central Bay,Hayward,0
aqi,2017,9,Sep,South Central Bay,Hayward,0
aqi,2017,10,Oct,South Central Bay,Hayward,0
aqi,2017,11,Nov,South Central Bay,Hayward,0
aqi,2017,1,Jan,South Central Bay,Redwood City,70.0
aqi,2017,2,Feb,South Central Bay,Redwood City,69.0
aqi,2017,3,Mar,South Central Bay,Redwood City,53.0
aqi,2017,4,Apr,South Central Bay,Redwood City,45.0
aqi,2017,5,May,South Central Bay,Redwood City,55.0
aqi,2017,6,Jun,South Central Bay,Redwood City,57.0
aqi,2017,7,Jul,South Central Bay,Redwood City,56.0
aqi,2017,8,Aug,South Central Bay,Redwood City,78.0
aqi,2017,9,Sep,South Central Bay,Redwood City,132.0
aqi,2017,10,Oct,South Central Bay,Redwood City,154.0
aqi,2017,11,Nov,South Central Bay,Redwood City,60.0
aqi,2017,1,Jan,South Central Bay,Redwood City,0
