Alameda,2014,1,1,38.90
Alameda,2014,1,2,25.70
Alameda,2014,1,3,25.80
Alameda,2014,1,4,19.60
Alameda,2014,1,5,14.30
Alameda,2014,1,6,31.80
Alameda,2014,1,7,33.30
Alameda,2014,1,8,8.30
Alameda,2014,1,9,8.70
Alameda,2014,1,10,12.90
Alameda,2014,1,11,16.20
Alameda,2014,1,12,11.00
Alameda,2014,1,13,8.20
Alameda,2014,1,14,14.80
Alameda,2014,1,15,15.10
Alameda,2014,1,16,22.30
Alameda,2014,1,17,35.40
Alameda,2014,1,18,23.50
Alameda,2014,1,19,27.20
Alameda,2014,1,20,25.50
Alameda,2014,1,21,19.00
Alameda,2014,1,22,17.50
Alameda,2014,1,23,36.20
Alameda,2014,1,24,42.90
Alameda,2014,1,25,25.50
Alameda,2014,1,26,17.80
Alameda,2014,1,27,15.80
Alameda,2014,1,28,9.10
Alameda,2014,1,29,6.10
Alameda,2014,1,30,7.00
Alameda,2014,1,31,5.90
Alameda,2014,2,1,5.50
Alameda,2014,2,2,5.70
Alameda,2014,2,3,7.60
Alameda,2014,2,4,7.30
Alameda,2014,2,5,6.00
Alameda,2014,2,6,8.40
Alameda,2014,2,7,8.10
Alameda,2014,2,8,2.20
Alameda,2014,2,9,3.50
Alameda,2014,2,10,6.60
Alameda,2014,2,11,9.30
Alameda,2014,2,12,12.00
Alameda,2014,2,13,10.70
Alameda,2014,2,14,5.60
Alameda,2014,2,15,6.40
Alameda,2014,2,16,6.30
Alameda,2014,2,17,7.70
Alameda,2014,2,18,15.00
Alameda,2014,2,19,6.60
Alameda,2014,2,20,10.10
Alameda,2014,2,21,10.30
Alameda,2014,2,22,11.20
Alameda,2014,2,23,9.80
Alameda,2014,2,24,12.70
Alameda,2014,2,25,11.70
Alameda,2014,2,26,7.70
Alameda,2014,2,27,5.70
Alameda,2014,2,28,4.70
Alameda,2014,3,1,4.70
Alameda,2014,3,2,5.40
Alameda,2014,3,3,6.10
Alameda,2014,3,4,5.70
Alameda,2014,3,5,9.70
Alameda,2014,3,6,9.40
Alameda,2014,3,7,9.30
Alameda,2014,3,8,12.10
Alameda,2014,3,9,10.30
Alameda,2014,3,10,5.00
Alameda,2014,3,11,3.30
Alameda,2014,3,12,3.80
Alameda,2014,3,13,9.70
Alameda,2014,3,14,12.40
Alameda,2014,3,15,10.40
Alameda,2014,3,16,9.70
Alameda,2014,3,17,7.60
Alameda,2014,3,18,8.50
Alameda,2014,3,19,11.00
Alameda,2014,3,20,13.70
Alameda,2014,3,21,15.30
Alameda,2014,3,22,15.30
Alameda,2014,3,23,12.40
Alameda,2014,3,24,12.30
Alameda,2014,3,25,8.00
Alameda,2014,3,26,7.10
Alameda,2014,3,27,8.30
Alameda,2014,3,28,8.80
Alameda,2014,3,29,4.40
Alameda,2014,3,30,4.00
Alameda,2014,3,31,5.30
Alameda,2014,4,1,4.80
Alameda,2014,4,2,3.30
Alameda,2014,4,3,6.90
Alameda,2014,4,4,4.40
Alameda,2014,4,5,6.00
Alameda,2014,4,6,9.80
Alameda,2014,4,7,10.70
Alameda,2014,4,8,11.40
Alameda,2014,4,9,9.30
Alameda,2014,4,10,11.30
Alameda,2014,4,11,13.10
Alameda,2014,4,12,13.20
Alameda,2014,4,13,15.40
Alameda,2014,4,14,13.40
Alameda,2014,4,15,15.20
Alameda,2014,4,16,17.70
Alameda,2014,4,17,13.80
Alameda,2014,4,18,11.50
Alameda,2014,4,19,7.50
Alameda,2014,4,20,12.20
Alameda,2014,4,21,16.80
Alameda,2014,4,22,5.40
Alameda,2014,4,23,5.80
Alameda,2014,4,24,8.30
Alameda,2014,4,25,5.30
Alameda,2014,4,26,4.70
Alameda,2014,4,27,7.00
Alameda,2014,4,28,10.90
Alameda,2014,4,29,11.50
Alameda,2014,4,30,15.00
Alameda,2014,5,1,14.10
Alameda,2014,5,2,8.80
Alameda,2014,5,3,6.20
Alameda,2014,5,4,5.60
Alameda,2014,5,5,7.20
Alameda,2014,5,6,8.50
Alameda,2014,5,7,13.00
Alameda,2014,5,8,7.90
Alameda,2014,5,9,5.90
Alameda,2014,5,10,5.80
Alameda,2014,5,11,5.50
Alameda,2014,5,12,10.60
Alameda,2014,5,13,12.90
Alameda,2014,5,14,12.10
Alameda,2014,5,15,13.30
Alameda,2014,5,16,12.80
Alameda,2014,5,17,10.50
Alameda,2014,5,18,7.60
Alameda,2014,5,19,5.40
Alameda,2014,5,20,7.10
Alameda,2014,5,21,13.10
Alameda,2014,5,22,8.50
Alameda,2014,5,23,6.70
Alameda,2014,5,24,11.00
Alameda,2014,5,25,15.00
Alameda,2014,5,26,11.20
Alameda,2014,5,27,15.00
Alameda,2014,5,28,9.50
Alameda,2014,5,29,15.60
Alameda,2014,5,30,17.40
Alameda,2014,5,31,11.40
Alameda,2014,6,1,12.50
Alameda,2014,6,2,6.00
Alameda,2014,6,3,8.70
Alameda,2014,6,4,15.10
Alameda,2014,6,5,16.30
Alameda,2014,6,6,12.30
Alameda,2014,6,7,18.60
Alameda,2014,6,8,15.00
Alameda,2014,6,9,17.20
Alameda,2014,6,10,9.50
Alameda,2014,6,11,10.70
Alameda,2014,6,12,7.00
Alameda,2014,6,13,11.80
Alameda,2014,6,14,15.50
Alameda,2014,6,15,14.40
Alameda,2014,6,16,11.80
Alameda,2014,6,17,11.00
Alameda,2014,6,18,14.20
Alameda,2014,6,19,10.90
Alameda,2014,6,20,11.30
Alameda,2014,6,21,14.30
Alameda,2014,6,22,12.80
Alameda,2014,6,23,12.90
Alameda,2014,6,24,10.70
Alameda,2014,6,25,4.50
Alameda,2014,6,26,7.30
Alameda,2014,6,27,4.20
Alameda,2014,6,28,7.00
Alameda,2014,6,29,11.30
Alameda,2014,6,30,19.00
Alameda,2014,7,1,7.00
Alameda,2014,7,2,7.90
Alameda,2014,7,3,11.50
Alameda,2014,7,4,16.10
Alameda,2014,7,5,10.30
Alameda,2014,7,6,7.70
Alameda,2014,7,7,7.80
Alameda,2014,7,8,4.50
Alameda,2014,7,9,11.30
Alameda,2014,7,10,6.20
Alameda,2014,7,11,23.80
Alameda,2014,7,12,3.70
Alameda,2014,7,13,7.70
Alameda,2014,7,14,19.90
Alameda,2014,7,15,9.30
Alameda,2014,7,16,6.30
Alameda,2014,7,17,4.40
Alameda,2014,7,18,3.50
Alameda,2014,7,19,4.50
Alameda,2014,7,20,3.50
Alameda,2014,7,21,2.80
Alameda,2014,7,22,3.20
Alameda,2014,7,23,7.80
Alameda,2014,7,24,8.80
Alameda,2014,7,25,16.50
Alameda,2014,7,26,14.60
Alameda,2014,7,27,12.20
Alameda,2014,7,28,9.00
Alameda,2014,7,29,8.40
Alameda,2014,7,30,7.60
Alameda,2014,7,31,8.80
Alameda,2014,8,1,12.50
Alameda,2014,8,2,8.70
Alameda,2014,8,3,8.30
Alameda,2014,8,4,6.00
Alameda,2014,8,5,7.00
Alameda,2014,8,6,9.50
Alameda,2014,8,7,10.00
Alameda,2014,8,8,16.10
Alameda,2014,8,9,11.30
Alameda,2014,8,10,5.30
Alameda,2014,8,11,8.80
Alameda,2014,8,12,8.10
Alameda,2014,8,13,10.10
Alameda,2014,8,14,5.60
Alameda,2014,8,15,8.00
Alameda,2014,8,16,10.00
Alameda,2014,8,17,6.60
Alameda,2014,8,18,6.00
Alameda,2014,8,19,5.20
Alameda,2014,8,20,4.30
Alameda,2014,8,21,6.20
Alameda,2014,8,22,5.90
Alameda,2014,8,23,5.40
Alameda,2014,8,24,5.60
Alameda,2014,8,25,6.80
Alameda,2014,8,26,7.30
Alameda,2014,8,27,9.10
Alameda,2014,8,28,9.80
Alameda,2014,8,29,6.60
Alameda,2014,8,30,7.50
Alameda,2014,8,31,8.60
Alameda,2014,9,1,14.00
Alameda,2014,9,2,11.70
Alameda,2014,9,3,10.00
Alameda,2014,9,4,12.90
Alameda,2014,9,5,20.20
Alameda,2014,9,6,23.40
Alameda,2014,9,7,14.30
Alameda,2014,9,8,12.40
Alameda,2014,9,9,10.30
Alameda,2014,9,10,13.50
Alameda,2014,9,11,13.40
Alameda,2014,9,12,12.00
Alameda,2014,9,13,10.50
Alameda,2014,9,14,11.70
Alameda,2014,9,15,9.30
Alameda,2014,9,16,8.80
Alameda,2014,9,17,6.40
Alameda,2014,9,18,4.90
Alameda,2014,9,19,9.40
Alameda,2014,9,20,7.30
Alameda,2014,9,21,5.40
Alameda,2014,9,22,6.70
Alameda,2014,9,23,4.30
Alameda,2014,9,24,2.60
Alameda,2014,9,25,3.90
Alameda,2014,9,26,6.70
Alameda,2014,9,27,9.10
Alameda,2014,9,28,9.50
Alameda,2014,9,29,10.20
Alameda,2014,9,30,7.90
Alameda,2014,10,1,10.20
Alameda,2014,10,2,11.60
Alameda,2014,10,3,12.80
Alameda,2014,10,4,11.90
Alameda,2014,10,5,11.40
Alameda,2014,10,6,12.70
Alameda,2014,10,7,11.80
Alameda,2014,10,8,12.10
Alameda,2014,10,9,9.70
Alameda,2014,10,10,8.70
Alameda,2014,10,11,8.40
Alameda,2014,10,12,15.00
Alameda,2014,10,13,12.80
Alameda,2014,10,14,10.90
Alameda,2014,10,15,7.00
Alameda,2014,10,16,8.20
Alameda,2014,10,17,6.80
Alameda,2014,10,18,6.90
Alameda,2014,10,19,5.50
Alameda,2014,10,20,4.50
Alameda,2014,10,21,5.50
Alameda,2014,10,22,8.60
Alameda,2014,10,23,8.90
Alameda,2014,10,24,8.20
Alameda,2014,10,25,6.80
Alameda,2014,10,26,7.00
Alameda,2014,10,27,9.00
Alameda,2014,10,28,8.70
Alameda,2014,10,29,11.80
Alameda,2014,10,30,11.30
Alameda,2014,10,31,6.50
Alameda,2014,11,1,6.50
Alameda,2014,11,2,8.50
Alameda,2014,11,3,7.40
Alameda,2014,11,4,10.50
Alameda,2014,11,5,14.00
Alameda,2014,11,6,17.00
Alameda,2014,11,7,13.60
Alameda,2014,11,8,16.70
Alameda,2014,11,9,13.90
Alameda,2014,11,10,16.10
Alameda,2014,11,11,7.60
Alameda,2014,11,12,8.50
Alameda,2014,11,13,5.80
Alameda,2014,11,14,8.80
Alameda,2014,11,15,9.80
Alameda,2014,11,16,9.20
Alameda,2014,11,17,9.10
Alameda,2014,11,18,20.50
Alameda,2014,11,19,11.50
Alameda,2014,11,20,11.30
Alameda,2014,11,21,15.80
Alameda,2014,11,22,8.90
Alameda,2014,11,23,11.40
Alameda,2014,11,24,14.30
Alameda,2014,11,25,17.50
Alameda,2014,11,26,24.40
Alameda,2014,11,27,32.60
Alameda,2014,11,28,16.60
Alameda,2014,11,29,9.30
Alameda,2014,11,30,13.30
Alameda,2014,12,1,12.40
Alameda,2014,12,2,5.60
Alameda,2014,12,3,4.80
Alameda,2014,12,4,6.40
Alameda,2014,12,5,6.30
Alameda,2014,12,6,4.70
Alameda,2014,12,7,12.50
Alameda,2014,12,8,8.90
Alameda,2014,12,9,15.10
Alameda,2014,12,10,11.70
Alameda,2014,12,11,5.90
Alameda,2014,12,12,8.20
Alameda,2014,12,13,16.90
Alameda,2014,12,14,10.30
Alameda,2014,12,15,6.60
Alameda,2014,12,16,6.10
Alameda,2014,12,17,7.30
Alameda,2014,12,18,10.10
Alameda,2014,12,19,6.50
Alameda,2014,12,20,12.40
Alameda,2014,12,21,6.00
Alameda,2014,12,22,10.90
Alameda,2014,12,23,10.90
Alameda,2014,12,24,6.30
Alameda,2014,12,25,6.10
Alameda,2014,12,26,7.30
Alameda,2014,12,27,14.30
Alameda,2014,12,28,20.20
Alameda,2014,12,29,9.00
Alameda,2014,12,30,6.00
Alameda,2014,12,31,11.90
Alameda,2015,1,1,16.70
Alameda,2015,1,2,24.00
Alameda,2015,1,3,33.70
Alameda,2015,1,4,34.80
Alameda,2015,1,5,31.20
Alameda,2015,1,6,36.20
Alameda,2015,1,7,25.60
Alameda,2015,1,8,38.80
Alameda,2015,1,9,31.00
Alameda,2015,1,10,22.00
Alameda,2015,1,11,21.00
Alameda,2015,1,12,15.10
Alameda,2015,1,13,13.00
Alameda,2015,1,14,26.50
Alameda,2015,1,15,36.10
Alameda,2015,1,16,33.00
Alameda,2015,1,17,18.20
Alameda,2015,1,18,15.50
Alameda,2015,1,19,10.60
Alameda,2015,1,20,16.30
Alameda,2015,1,21,14.30
Alameda,2015,1,22,18.90
Alameda,2015,1,23,22.00
Alameda,2015,1,24,21.80
Alameda,2015,1,25,21.40
Alameda,2015,1,26,19.70
Alameda,2015,1,27,11.70
Alameda,2015,1,28,17.60
Alameda,2015,1,29,16.50
Alameda,2015,1,30,13.50
Alameda,2015,1,31,10.10
Alameda,2015,2,1,17.60
Alameda,2015,2,2,26.70
Alameda,2015,2,3,22.80
Alameda,2015,2,4,24.70
Alameda,2015,2,5,11.30
Alameda,2015,2,6,5.00
Alameda,2015,2,7,6.90
Alameda,2015,2,8,4.50
Alameda,2015,2,9,10.80
Alameda,2015,2,10,8.40
Alameda,2015,2,11,9.50
Alameda,2015,2,12,12.90
Alameda,2015,2,13,15.30
Alameda,2015,2,14,11.60
Alameda,2015,2,15,13.40
Alameda,2015,2,16,12.70
Alameda,2015,2,17,12.00
Alameda,2015,2,18,12.50
Alameda,2015,2,19,17.80
Alameda,2015,2,20,12.50
Alameda,2015,2,21,13.10
Alameda,2015,2,22,6.60
Alameda,2015,2,23,5.00
Alameda,2015,2,24,9.00
Alameda,2015,2,25,12.80
Alameda,2015,2,26,11.30
Alameda,2015,2,27,5.00
Alameda,2015,2,28,6.70
Alameda,2015,3,1,8.40
Alameda,2015,3,2,10.50
Alameda,2015,3,3,12.80
Alameda,2015,3,4,13.20
Alameda,2015,3,5,12.80
Alameda,2015,3,6,15.60
Alameda,2015,3,7,13.70
Alameda,2015,3,8,14.10
Alameda,2015,3,9,13.80
Alameda,2015,3,10,20.30
Alameda,2015,3,11,10.40
Alameda,2015,3,12,7.50
Alameda,2015,3,13,11.10
Alameda,2015,3,14,13.30
Alameda,2015,3,15,7.80
Alameda,2015,3,16,9.70
Alameda,2015,3,17,6.80
Alameda,2015,3,18,10.00
Alameda,2015,3,19,15.10
Alameda,2015,3,20,10.70
Alameda,2015,3,21,7.50
Alameda,2015,3,22,6.30
Alameda,2015,3,23,7.60
Alameda,2015,3,24,7.00
Alameda,2015,3,25,7.30
Alameda,2015,3,26,11.00
Alameda,2015,3,27,6.90
Alameda,2015,3,28,10.30
Alameda,2015,3,29,13.70
Alameda,2015,3,30,12.30
Alameda,2015,3,31,8.00
Alameda,2015,4,1,7.00
Alameda,2015,4,2,8.10
Alameda,2015,4,3,14.00
Alameda,2015,4,4,9.70
Alameda,2015,4,5,4.60
Alameda,2015,4,6,5.20
Alameda,2015,4,7,3.70
Alameda,2015,4,8,5.30
Alameda,2015,4,9,6.70
Alameda,2015,4,10,6.80
Alameda,2015,4,11,7.50
Alameda,2015,4,12,8.30
Alameda,2015,4,13,8.50
Alameda,2015,4,14,7.50
Alameda,2015,4,15,7.30
Alameda,2015,4,16,7.90
Alameda,2015,4,17,16.90
Alameda,2015,4,18,15.50
Alameda,2015,4,19,12.10
Alameda,2015,4,20,11.20
Alameda,2015,4,21,8.40
Alameda,2015,4,22,14.30
Alameda,2015,4,23,16.20
Alameda,2015,4,24,8.50
Alameda,2015,4,25,5.40
