dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,25.0,20.8,8.6,8.9,7.9,8.3,10.0,15.0,16.5,7.7,7.5,59.2 
2,27.3,19.9,8.1,7.5,9.7,7.4,14.5,24.5,16.5,6.6,8.4,71.6 
3,26.5,21.5,8.5,10.2,8.7,8.8,17.6,22.1,13.6,8.4,6.3,19.2 
4,26.8,23.6,9.4,10.5,10.0,10.2,13.6,12.5,10.5,11.0,6.8,9.3 
5,23.6,19.8,12.9,7.0,9.6,8.1,12.6,10.8,8.3,8.0,7.9,11.7 
6,22.2,12.0,14.0,8.0,10.3,9.8,11.5,11.9,8.4,9.9,10.4,9.4 
7,20.3,8.6,12.8,5.8,7.1,8.3,9.1,14.5,13.2,12.1,16.5,12.4 
8,20.3,8.8,12.8,6.2,9.0,9.6,7.5,17.5,12.0,13.5,9.9,14.3 
9,28.7,9.7,11.8,9.1,13.7,12.0,8.1,18.0,11.9,12.6,8.2,8.3 
10,36.1,9.3,14.3,10.7,11.1,9.0,10.2,13.8,10.8,11.0,7.3,16.8 
11,44.1,10.7,13.4,8.5,9.7,8.8,9.7,12.4,13.7,9.3,10.4,7.3 
12,34.1,12.4,10.5,9.6,9.8,8.8,13.0,8.8,43.8,9.8,10.4,9.8 
13,28.5,13.4,8.9,12.3,11.3,14.1,11.0,9.4,109.8,10.0,14.3,13.0 
14,23.6,13.8,11.8,7.7,9.5,16.7,10.7,8.9,69.4,9.3,18.8,9.5 
15,26.0,10.5,9.4,7.4,11.5,16.6,11.2,8.1,11.6,10.8,14.4,7.6 
16,19.9,9.9,10.2,6.8,12.7,11.8,14.0,8.6,8.6,13.6,4.8,10.7 
17,26.8,13.7,11.5,10.0,10.3,11.2,11.8,15.3,10.0,10.4,9.3,15.2 
18,22.2,17.3,9.5,11.3,9.1,9.3,7.7,29.2,9.6,8.3,13.3,14.7 
19,18.9,20.8,8.1,10.0,11.3,6.5,7.8,17.9,12.5,6.5,17.0,10.3 
20,19.6,14.7,10.8,12.4,9.9,6.6,9.7,14.5,11.0,7.6,16.8,7.1 
21,20.6,17.3,8.3,14.0,8.7,6.3,11.4,29.2,13.0,6.4,17.5,7.3 
22,21.2,13.9,8.6,14.9,7.2,5.9,9.2,27.7,9.4,14.8,18.3,7.3 
23,30.6,7.9,8.2,14.7,10.0,8.5,9.6,15.3,8.0,10.1,21.1,7.5 
24,18.5,11.2,7.5,11.0,8.5,11.2,8.8,11.5,8.6,8.9,15.2,10.2 
25,12.3,12.0,7.0,7.3,7.7,14.0,6.3,10.2,11.7,7.5,9.7,8.5 
26,21.6,11.9,8.4,9.6,5.9,10.7,7.4,11.1,10.5,5.8,8.8,9.9 
27,19.1,6.9,11.6,9.7,6.1,14.4,19.2,10.5,8.1,17.3,6.1,13.7 
28,18.1,9.8,9.0,10.5,11.6,6.9,13.7,11.8,8.6,15.6,12.5,12.0 
29,15.5,,8.9,11.2,10.9,7.6,9.7,11.4,8.8,7.0,13.4,13.6 
30,15.6,,11.7,8.2,9.1,14.0,15.8,7.6,8.1,5.5,36.8,14.1 
31,9.5,,14.2,,9.1,,17.0,11.0,,7.8,,19.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:33:28
  
