dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,12.1,7.6,10.0,6.6,9.2,12.3,9.4,20.3,9.9,8.6,4.5,6.1 
2,10.6,8.3,9.0,3.9,9.8,12.4,9.0,36.0,11.8,6.6,2.4,3.0 
3,12.8,8.0,8.8,9.7,9.8,8.6,8.2,17.7,9.9,14.7,8.2,2.1 
4,11.6,7.0,5.9,10.5,10.9,14.4,6.8,12.2,13.0,15.3,2.2,3.0 
5,11.2,9.9,7.7,7.6,11.4,12.1,7.3,13.5,19.7,7.4,0.7,2.9 
6,7.3,8.1,8.3,5.0,6.8,15.4,13.3,16.9,17.3,6.3,0.5,4.0 
7,7.4,6.5,6.3,5.8,9.2,12.5,24.8,13.0,15.4,30.9,1.2,2.7 
8,8.0,9.0,7.3,6.2,9.6,11.0,15.6,10.5,16.6,25.0,,4.6 
9,11.3,8.3,7.3,6.5,8.0,10.1,9.2,13.1,79.7,3.5,1.3,3.7 
10,10.4,7.3,7.0,7.4,6.8,9.2,10.0,7.8,,6.9,3.8,2.6 
11,10.0,8.2,5.8,7.5,6.3,10.2,9.5,11.9,43.8,10.0,9.5,3.5 
12,8.8,7.7,6.4,6.5,9.5,13.3,8.9,16.7,28.8,5.7,5.8,4.5 
13,8.0,6.9,6.0,5.4,10.8,7.4,6.8,8.0,29.0,7.8,3.1,2.4 
14,8.0,9.0,6.8,7.0,10.6,7.5,,7.3,14.2,4.8,2.4,2.7 
15,9.3,8.5,9.8,6.5,13.8,8.0,,8.1,9.9,9.9,7.9,1.7 
16,5.1,7.3,11.5,9.1,9.1,8.8,6.6,7.7,7.8,8.0,4.1,2.3 
17,1.1,5.6,8.2,9.4,6.9,5.6,4.1,5.1,5.3,11.1,5.2,4.8 
18,8.0,9.5,6.4,6.2,6.1,9.2,7.3,9.0,4.5,16.7,1.6,2.2 
19,9.8,11.5,8.5,10.0,4.6,6.9,8.7,7.5,32.3,8.6,6.8,2.4 
20,8.7,8.3,10.0,9.4,4.2,5.4,8.5,12.3,26.4,6.1,1.8,2.5 
21,14.7,6.9,11.5,13.5,5.7,6.0,5.9,11.0,3.8,5.3,2.3,2.2 
22,12.3,10.2,10.8,6.4,7.6,5.6,6.9,5.1,6.1,,7.6,0.6 
23,13.2,12.7,12.9,6.0,9.4,7.0,5.1,5.5,6.1,1.7,7.2,4.2 
24,10.5,8.7,8.5,6.8,11.4,4.8,4.5,7.0,8.9,,18.0,2.8 
25,10.8,11.0,6.8,6.8,15.1,4.5,9.9,8.1,6.5,,11.3,4.4 
26,10.3,10.1,2.8,7.0,9.4,6.0,10.9,7.1,2.1,2.1,1.2,11.1 
27,9.9,6.6,6.3,6.9,9.3,2.9,59.0,10.5,1.8,,,13.3 
28,15.3,6.0,9.6,6.7,8.8,5.9,41.8,8.7,1.5,,12.6,13.8 
29,11.4,,9.5,5.7,6.9,7.6,37.5,8.8,8.3,6.5,14.9,12.3 
30,6.7,,7.8,8.4,6.9,6.7,24.5,3.7,8.7,4.5,5.4,6.0 
31,6.2,,6.4,,9.7,,25.6,7.4,,3.4,,6.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:02:14
  
