dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,15.7,6.6,3.7,6.8,9.4,6.9,7.4,7.6,8.1,5.2,6.5,7.5 
2,18.3,6.2,4.2,8.3,11.1,8.8,6.1,6.9,11.5,4.8,6.8,5.0 
3,12.5,5.8,3.3,7.4,6.4,11.0,4.4,7.4,12.5,4.1,6.4,3.9 
4,3.8,8.3,2.2,6.3,6.5,11.8,11.8,9.6,12.3,3.2,9.3,7.5 
5,2.5,6.3,2.6,4.5,7.4,10.2,10.0,6.3,13.5,4.8,5.9,5.7 
6,4.4,3.6,3.5,4.0,5.9,8.0,8.9,9.5,13.4,5.0,6.6,3.5 
7,5.6,4.0,3.1,6.3,5.2,9.5,9.9,5.9,11.5,8.3,7.6,5.2 
8,4.7,5.0,3.7,9.1,5.0,9.4,9.0,10.5,8.5,9.2,5.5,7.5 
9,3.3,6.2,4.0,6.1,5.5,9.8,8.9,16.2,6.9,7.9,12.5,9.5 
10,5.2,8.4,5.9,6.1,8.3,10.5,8.3,10.8,7.6,6.0,64.1,11.5 
11,3.5,6.6,2.3,4.7,10.5,7.3,6.9,11.1,8.2,5.7,50.5,10.1 
12,6.1,5.5,2.3,5.1,9.4,9.4,5.8,5.7,6.6,6.3,23.9,6.7 
13,6.4,6.0,2.8,6.2,8.9,13.5,6.2,6.7,5.4,8.1,16.7,7.0 
14,5.4,5.0,2.2,10.0,5.5,11.5,4.0,7.4,5.6,8.3,18.3,7.8 
15,6.8,5.1,2.8,7.7,2.6,10.3,3.5,10.7,3.4,6.8,29.3,7.5 
16,7.1,4.5,3.6,3.5,2.8,6.5,6.7,16.7,2.2,5.9,46.0,5.1 
17,7.9,6.6,2.4,3.3,4.3,7.9,6.8,17.3,3.8,9.5,61.6,4.9 
18,7.0,3.6,4.0,3.9,4.9,10.6,7.4,13.6,6.5,11.9,41.8,3.7 
19,4.7,5.8,3.3,5.7,9.3,8.0,7.3,19.8,9.2,9.4,25.0,2.5 
20,6.4,4.4,5.4,8.3,11.3,7.5,7.5,23.5,9.7,9.0,17.3,6.8 
21,4.4,3.5,2.1,8.6,9.1,7.0,5.5,15.3,11.8,9.0,7.9,5.5 
22,4.3,4.0,4.7,9.7,5.0,9.2,3.8,19.3,9.5,8.9,4.8,6.1 
23,5.7,5.1,3.6,11.7,3.1,12.9,6.9,37.4,9.5,6.5,4.9,4.9 
24,7.7,4.2,2.3,11.8,2.3,9.7,10.0,40.4,9.6,10.3,3.8,5.7 
25,3.8,6.2,3.2,11.6,2.6,6.5,10.0,16.9,10.9,6.1,4.5,5.0 
26,4.4,4.9,3.6,10.1,5.5,8.7,9.8,12.5,10.9,6.8,4.2,4.8 
27,4.8,3.2,6.7,7.1,6.9,7.9,11.6,12.7,11.0,6.6,4.7,3.4 
28,2.9,3.6,6.8,5.5,11.5,12.1,7.6,5.3,9.6,2.8,4.2,5.4 
29,4.5,,7.7,4.7,14.7,11.7,5.7,7.0,6.6,5.1,5.0,3.8 
30,4.0,,6.3,7.5,12.5,10.6,5.9,10.9,3.8,5.6,8.5,6.0 
31,5.1,,8.0,,6.9,,8.7,9.2,,6.0,,15.7
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:09:17
  
