dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,74.7,10.9,10.7,7.5,16.1,25.8,26.0,23.0,23.4,22.0,13.0,32.5 
2,39.7,12.2,16.8,8.7,17.5,24.5,26.9,27.6,21.8,15.0,15.7,9.6 
3,28.1,7.9,16.1,11.6,20.7,20.6,33.4,32.0,21.4,14.2,11.7,7.0 
4,42.5,11.7,22.2,11.7,18.2,19.9,45.7,19.3,21.5,18.0,12.3,11.6 
5,33.9,14.3,26.0,12.8,16.3,28.1,56.4,15.3,23.0,19.2,22.0,21.7 
6,15.1,18.1,25.5,14.9,13.1,27.0,23.1,17.2,25.7,20.3,23.5,19.8 
7,18.2,17.2,18.9,15.0,16.8,30.5,19.8,18.7,23.1,19.7,13.9,15.2 
8,31.6,12.4,16.8,19.2,18.8,30.2,23.4,23.3,22.0,20.3,22.5,13.2 
9,44.1,15.7,9.6,18.6,19.5,32.9,25.0,27.2,19.0,22.1,25.3,17.9 
10,52.3,15.7,11.3,26.5,19.5,28.5,22.7,24.3,19.6,27.1,30.3,30.4 
11,40.9,19.9,15.5,24.7,15.5,20.8,19.1,19.2,20.2,27.9,17.2,28.5 
12,41.3,28.0,16.1,21.0,10.7,22.3,20.6,18.0,24.6,33.2,12.7,8.1 
13,28.3,21.9,20.0,19.0,12.6,23.8,19.9,18.0,26.1,31.8,16.1,15.4 
14,18.7,31.8,23.0,21.3,17.1,27.4,23.2,21.0,23.8,28.0,20.6,17.5 
15,20.6,41.7,19.2,26.6,12.2,25.5,20.8,18.0,27.8,15.9,18.2,21.2 
16,21.3,33.2,18.8,30.5,24.3,23.5,19.5,16.3,22.8,18.3,18.1,17.2 
17,32.5,25.0,17.8,28.0,31.4,19.4,15.5,17.0,21.0,18.6,9.3,10.4 
18,26.1,32.5,19.3,18.6,27.0,21.5,15.9,20.7,17.3,17.8,10.0,22.0 
19,33.2,29.4,21.6,22.1,22.5,24.8,16.9,19.6,18.7,18.9,14.5,24.0 
20,38.2,30.3,22.0,23.9,16.5,28.0,17.9,19.2,21.5,22.8,14.9,29.5 
21,31.6,20.6,21.5,29.8,18.1,25.6,15.3,17.6,17.9,23.1,11.5,40.9 
22,24.4,28.0,17.7,21.8,19.4,27.6,15.2,16.2,18.8,19.7,12.1,36.4 
23,33.5,42.0,19.9,17.8,53.3,28.1,14.4,17.3,21.0,28.1,13.9,21.4 
24,30.3,33.4,29.0,19.4,25.6,30.2,18.3,16.0,17.8,26.4,10.3,18.7 
25,22.1,31.0,25.8,18.5,23.4,30.2,23.6,16.0,16.0,16.4,9.8,24.0 
26,24.3,14.7,8.8,9.8,25.8,25.6,25.8,21.5,14.2,13.8,22.0,9.5 
27,23.8,9.9,12.3,15.0,30.3,21.5,21.2,19.0,17.8,17.5,15.2,14.1 
28,33.6,8.6,18.1,16.3,30.9,25.5,19.3,17.5,18.7,18.5,30.9,26.1 
29,45.2,,18.0,17.9,25.3,28.3,22.7,22.6,16.5,16.8,20.5,34.3 
30,32.9,,8.2,27.0,31.5,28.1,21.5,22.2,19.5,18.7,13.6,22.1 
31,12.0,,10.7,,28.5,,22.3,23.8,,19.1,,30.4
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:56:34
  
