dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,20.0,10.3,7.1,7.9,12.2,4.0,14.8,10.6,10.2,8.5,2.5,16.3 
2,22.6,29.2,7.7,8.3,16.4,4.5,6.1,8.3,7.4,7.6,4.3,20.9 
3,31.5,27.8,8.9,12.2,9.3,5.4,6.6,6.7,6.8,10.9,4.9,9.9 
4,28.5,16.7,7.9,10.5,8.6,7.6,11.2,4.4,7.6,14.6,6.2,9.1 
5,29.7,8.7,10.8,4.7,9.8,9.3,4.1,6.8,8.5,10.0,7.0,13.5 
6,33.0,5.6,14.5,6.1,11.3,5.2,5.5,13.7,5.7,8.7,10.8,8.4 
7,28.6,4.1,11.6,4.1,9.1,6.8,5.6,10.8,7.0,13.9,10.3,13.0 
8,28.0,4.3,14.3,4.3,13.1,6.5,6.1,9.5,9.1,12.3,9.9,13.7 
9,29.1,8.4,14.0,5.5,10.0,6.1,3.8,4.7,11.2,9.0,6.3,7.4 
10,22.6,7.8,17.6,6.2,9.0,9.0,6.2,4.5,10.8,6.2,6.7,5.7 
11,18.3,11.2,9.0,5.2,7.9,11.1,3.8,4.2,9.5,5.3,11.6,6.0 
12,17.8,13.6,8.4,6.0,5.5,12.6,3.2,9.6,11.5,10.7,13.3,9.2 
13,9.9,15.5,9.3,7.4,4.3,14.0,5.0,6.3,10.0,14.2,16.8,7.8 
14,16.4,19.4,9.7,6.3,5.7,15.5,5.1,4.4,4.3,10.9,19.9,5.7 
15,30.8,12.4,3.7,6.3,7.4,15.3,6.3,37.0,5.6,10.6,6.1,8.5 
16,25.0,12.1,7.0,6.8,4.9,13.3,5.5,49.5,4.8,8.0,4.8,7.7 
17,22.5,15.7,4.3,7.7,3.9,14.7,8.4,30.6,6.5,4.5,7.0,17.3 
18,24.3,12.5,6.7,15.4,5.6,12.5,8.0,25.3,8.4,3.1,8.4,7.0 
19,11.6,19.3,9.9,9.0,5.8,8.4,5.3,18.9,9.6,3.2,10.6,8.0 
20,13.9,17.4,8.5,10.4,5.4,10.7,8.3,14.8,10.8,5.1,10.4,7.5 
21,14.5,10.4,6.5,8.1,3.5,9.9,7.0,14.0,12.8,7.6,18.7,2.5 
22,16.8,6.8,4.1,7.7,6.1,7.9,7.8,8.0,11.8,11.9,21.4,5.7 
23,18.4,6.7,5.8,12.2,7.0,10.6,8.3,7.6,9.4,13.1,21.6,9.0 
24,16.3,7.7,5.4,9.3,6.3,10.7,6.1,14.5,8.7,14.2,9.7,10.1 
25,15.2,10.1,7.0,2.9,5.2,13.0,4.5,15.3,5.3,7.3,8.0,13.8 
26,16.9,11.8,9.0,4.3,5.3,12.3,6.7,15.0,5.1,9.5,13.7,9.2 
27,8.7,4.3,7.7,7.1,4.8,6.5,9.9,11.0,13.4,8.3,11.6,12.4 
28,13.3,8.3,7.5,7.6,5.0,3.8,10.9,7.8,10.2,5.3,16.4,13.5 
29,18.6,,10.0,11.8,7.9,5.3,11.1,3.6,9.3,8.0,16.0,17.2 
30,17.5,,11.0,12.5,9.1,42.3,12.7,4.2,11.9,9.6,17.3,11.7 
31,10.4,,6.3,,9.3,,10.7,8.9,,7.1,,18.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 00:52:13
  
