dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,13.4,17.0,5.8,9.1,13.0,13.4,16.6,17.0,14.1,16.3,7.8,10.3 
2,11.7,16.1,4.6,12.8,13.7,14.3,16.3,16.3,15.9,13.9,7.2,12.4 
3,10.2,8.8,5.1,17.3,13.7,14.9,10.8,14.7,14.4,12.4,8.8,13.0 
4,9.4,7.0,10.4,18.2,14.3,13.3,17.5,11.4,9.6,10.0,8.6,10.5 
5,4.2,12.8,8.0,15.3,18.0,15.0,31.4,12.1,13.7,10.7,8.5,149.6 
6,6.8,3.8,5.5,14.0,9.0,21.8,15.0,14.3,14.7,11.8,8.4,557.1 
7,9.8,3.2,5.5,14.4,7.2,16.9,17.0,14.2,19.4,8.3,7.5,186.5 
8,6.7,4.1,3.8,5.3,9.8,12.1,19.4,16.6,17.8,13.9,6.8,529.4 
9,5.3,5.7,6.0,5.5,15.3,8.0,19.1,15.9,17.6,19.1,6.4,178.9 
10,5.0,8.3,9.4,8.1,9.4,7.5,13.8,15.8,10.2,12.5,6.0,47.1 
11,6.5,3.8,11.5,14.0,10.4,8.2,10.9,13.2,11.0,12.6,14.0,49.4 
12,3.7,3.9,10.8,9.8,8.8,5.6,9.5,17.5,11.0,17.8,14.0,175.3 
13,4.6,5.1,11.3,5.1,7.4,8.8,9.8,20.0,11.0,25.7,11.2,130.0 
14,6.5,10.8,9.9,6.1,10.5,11.3,13.0,17.7,6.0,16.9,8.5,64.3 
15,10.8,10.7,7.5,9.0,8.3,13.4,15.3,9.6,6.5,7.2,8.5,88.1 
16,9.7,6.8,8.9,9.5,7.7,12.5,18.2,11.8,10.6,5.6,8.7,100.8 
17,7.0,5.5,14.8,6.1,9.0,13.7,17.4,13.6,11.5,14.5,6.3,34.1 
18,9.9,4.3,21.7,3.8,9.7,11.0,14.7,13.7,11.1,18.9,9.5,25.1 
19,7.3,7.7,17.8,5.8,8.8,11.5,14.0,14.1,14.2,21.4,10.2,28.3 
20,4.6,3.8,12.1,9.9,7.1,13.0,14.8,13.1,10.4,9.8,10.0,25.0 
21,6.5,5.7,7.8,8.2,8.7,14.6,17.3,12.2,8.3,6.5,7.9,19.1 
22,5.9,5.9,5.0,10.8,12.2,15.8,17.5,11.6,6.7,4.9,6.7,15.9 
23,4.8,5.8,6.3,12.2,11.1,15.5,15.0,16.1,6.8,7.0,7.3,14.7 
24,6.6,7.3,8.6,10.3,11.0,11.6,10.8,21.4,4.9,4.6,8.8,17.2 
25,8.3,11.3,5.5,8.8,7.6,13.0,9.7,24.6,6.4,4.6,14.4,24.8 
26,6.3,6.5,6.0,8.0,3.8,8.1,8.2,22.7,9.6,7.2,18.2,29.9 
27,6.3,6.3,6.5,8.8,5.6,7.5,8.8,11.5,12.1,9.7,10.3,11.5 
28,7.4,6.4,4.5,10.2,8.2,9.3,12.6,15.0,9.5,16.5,9.8,14.6 
29,6.2,,6.7,7.1,11.5,20.9,14.7,15.8,10.8,20.3,10.2,11.1 
30,4.8,,12.3,9.6,20.0,20.3,13.4,17.7,14.4,17.6,10.8,15.7 
31,8.6,,9.0,,19.8,,11.8,14.2,,10.8,,32.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 02:02:15
  
