dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,50.8,17.6,9.5,13.6,10.0,8.7,6.2,9.0,24.4,15.1,16.7,10.0 
2,32.5,21.8,7.7,11.2,8.4,11.4,6.6,12.1,16.5,8.5,14.5,9.3 
3,32.4,27.2,5.2,9.8,11.3,16.8,8.8,14.9,13.1,8.1,14.8,10.6 
4,23.9,18.6,5.7,15.5,17.1,15.0,9.8,12.8,11.7,2.2,19.6,14.5 
5,24.9,18.4,8.4,14.1,22.7,14.8,18.1,13.2,9.9,4.5,21.0,10.5 
6,27.1,21.1,5.1,12.4,14.6,10.3,17.3,19.5,9.5,13.5,15.8,4.7 
7,19.5,21.5,10.5,8.8,12.5,9.9,17.4,16.4,12.0,9.3,14.1,8.9 
8,20.4,17.3,6.2,9.2,13.8,11.4,14.8,15.6,16.9,13.9,19.4,14.2 
9,7.6,23.7,6.8,21.5,15.2,14.3,16.0,16.1,20.7,13.5,10.3,19.6 
10,9.8,18.0,16.9,25.3,18.2,15.5,13.3,11.5,17.1,8.7,11.5,18.6 
11,11.8,14.1,3.7,16.0,9.6,16.0,17.4,9.1,18.6,11.1,18.3,15.7 
12,24.2,9.7,8.2,8.8,6.8,15.7,15.4,7.5,19.7,9.5,10.1,18.6 
13,14.5,7.6,11.2,11.3,7.1,13.5,11.9,9.6,10.9,5.3,8.0,15.5 
14,12.4,11.7,3.3,10.5,7.9,14.9,10.3,7.9,15.1,7.2,8.6,19.5 
15,16.1,9.9,4.4,12.9,6.9,13.7,10.2,9.4,13.0,7.1,11.6,16.9 
16,18.3,9.2,10.7,10.5,6.8,6.5,10.1,11.7,10.6,10.5,20.9,19.2 
17,29.7,9.9,3.7,6.0,6.7,4.9,10.6,14.9,10.9,10.1,21.5,14.2 
18,22.1,12.2,3.8,13.6,8.0,5.9,11.0,15.6,10.8,9.9,18.9,11.3 
19,18.0,5.7,8.4,6.7,9.7,10.0,11.5,16.9,9.6,10.0,20.2,24.4 
20,13.1,6.7,11.7,9.0,9.7,12.9,7.6,20.4,16.0,10.9,21.1,21.5 
21,14.2,11.9,11.3,14.5,7.2,14.3,5.6,24.2,15.6,14.2,17.9,40.1 
22,12.8,9.9,11.9,15.2,7.1,14.1,6.3,16.0,14.2,13.2,8.9,24.9 
23,14.4,8.9,8.0,16.2,7.1,16.0,9.6,17.2,12.5,15.6,11.0,26.9 
24,12.2,11.9,5.6,17.5,5.3,11.6,15.7,32.2,11.9,18.0,13.2,31.5 
25,11.3,12.7,5.6,20.3,5.2,9.5,18.8,33.4,10.9,13.5,14.7,13.7 
26,11.3,12.1,6.5,15.1,3.7,8.0,16.0,20.5,14.2,21.7,9.3,14.8 
27,17.8,6.7,9.0,14.0,8.5,9.8,14.2,19.1,17.6,23.3,10.6,13.5 
28,13.5,8.9,9.9,19.2,10.4,11.5,17.0,14.8,15.4,20.1,15.5,13.2 
29,7.9,,18.0,10.5,12.8,12.2,10.2,12.4,11.6,25.7,7.6,12.9 
30,8.8,,17.5,9.7,7.5,9.0,10.3,11.5,12.2,20.0,11.0,15.1 
31,15.9,,14.1,,6.5,,8.1,16.0,,15.8,,11.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 23:46:08
  
