dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,17.9,5.8,5.4,6.0,7.1,6.1,4.8,6.2,3.6,3.4,8.1, 
2,24.9,1.5,2.6,1.9,6.3,5.3,6.4,5.5,3.1,3.4,7.1, 
3,,1.2,2.1,1.8,6.0,5.3,6.2,5.8,3.5,3.3,6.0, 
4,,1.9,4.5,4.0,5.9,7.0,6.6,2.8,5.2,3.6,5.6, 
5,,2.8,2.3,3.3,4.3,7.1,6.1,4.8,4.0,3.6,6.0, 
6,,4.9,0.8,3.5,4.1,5.4,6.0,6.1,2.3,4.1,7.4, 
7,,5.5,2.2,3.8,4.8,5.3,7.7,7.0,3.6,5.5,8.7, 
8,,5.6,2.7,,6.8,2.8,6.0,6.7,3.6,4.6,4.0, 
9,,2.2,3.2,,6.9,3.4,5.9,4.3,3.8,,5.4, 
10,,3.8,3.2,3.7,5.2,4.8,3.9,2.9,4.0,,7.0, 
11,,4.3,4.3,3.7,6.8,5.9,3.0,3.1,5.0,9.3,8.5, 
12,6.7,3.9,4.3,4.4,7.0,7.1,5.0,4.0,4.4,8.3,6.4, 
13,7.5,1.3,5.7,4.0,3.7,7.2,4.0,5.6,4.8,8.1,6.7, 
14,10.1,,5.4,4.3,4.9,5.4,4.0,6.0,5.5,9.3,8.8, 
15,1.7,1.8,6.7,4.4,3.4,5.2,4.0,7.2,4.6,9.8,6.6, 
16,1.0,2.0,7.0,2.4,1.8,5.6,4.2,8.2,2.6,7.4,9.0, 
17,5.0,4.5,8.7,4.3,3.8,7.7,5.3,9.0,3.5,4.7,, 
18,3.9,4.3,5.1,5.5,3.7,7.9,5.8,7.0,0.9,4.0,, 
19,4.5,5.8,7.5,6.3,1.5,6.7,4.7,5.0,1.3,4.1,, 
20,3.3,5.0,3.3,4.8,1.7,6.2,6.0,5.5,1.7,3.0,, 
21,4.8,5.4,4.3,3.4,2.8,5.7,4.1,6.2,3.4,4.7,, 
22,5.9,6.7,3.9,2.8,1.8,3.6,7.0,5.0,4.0,6.2,, 
23,6.0,8.5,6.5,3.7,6.2,4.3,5.5,5.4,3.8,7.1,, 
24,8.4,10.4,6.8,5.8,8.0,5.1,4.4,5.7,3.0,3.7,, 
25,7.3,8.2,7.1,7.4,7.1,4.0,5.5,6.0,5.0,3.8,, 
26,7.5,4.2,3.7,7.6,3.7,1.8,5.7,5.3,5.7,5.0,, 
27,8.1,2.0,3.8,7.7,4.2,2.9,6.5,5.0,4.4,,, 
28,9.0,2.0,3.8,8.5,5.3,3.2,7.3,3.2,4.7,,, 
29,13.7,,4.2,8.3,7.3,3.5,9.7,6.8,1.9,7.7,, 
30,17.1,,5.9,8.3,6.2,3.9,6.8,6.9,3.0,10.8,, 
31,13.8,,4.1,,5.7,,6.1,5.8,,9.0,,
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 17:55:09
  
