dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,3.5,6.8,8.6,4.7,,,,4.0,5.6,5.5,7.2,1.2 
2,6.4,5.5,7.5,6.8,,1.9,15.0,5.8,4.7,8.0,6.5,0.6 
3,15.5,10.2,8.5,6.6,8.6,,8.1,5.1,5.6,10.5,7.9,3.1 
4,4.9,8.6,11.4,6.4,,,6.6,2.7,3.8,9.2,7.4,1.6 
5,4.5,1.4,4.5,2.0,,9.8,5.3,6.1,3.9,11.1,17.2,2.2 
6,11.3,0.2,6.2,1.4,7.0,,3.9,8.7,4.6,12.7,9.5,2.1 
7,1.6,4.5,15.4,0.8,,,5.7,6.4,9.8,10.7,3.5,1.2 
8,2.6,2.7,19.0,1.6,,5.0,6.9,5.5,11.1,9.2,3.9,4.8 
9,13.6,6.4,10.4,3.5,7.0,,10.5,6.1,15.5,9.4,4.9,2.4 
10,7.7,6.5,11.1,2.4,,,6.0,5.1,12.7,6.6,8.3,3.8 
11,3.8,9.8,3.5,3.7,,10.6,3.4,5.3,13.8,10.4,9.5,5.2 
12,6.9,5.7,4.8,6.9,4.1,,5.2,4.7,12.1,7.5,8.3,1.6 
13,5.6,9.9,5.9,6.4,,,4.1,5.0,13.3,9.9,7.4,2.5 
14,3.2,7.8,4.0,3.9,,13.1,5.6,5.6,12.0,9.9,4.7,12.9 
15,10.0,4.6,7.4,6.9,4.7,,10.3,11.1,5.6,16.3,5.0,5.5 
16,4.5,7.0,13.0,10.4,,,11.1,12.2,1.8,9.3,2.5,5.0 
17,0.4,6.8,2.3,13.0,,7.2,12.0,13.8,5.3,2.5,4.1,4.6 
18,9.7,4.5,5.6,16.3,4.1,,7.0,30.3,6.6,4.1,5.9,1.8 
19,9.2,6.3,11.5,14.6,,,4.9,17.4,7.5,7.3,3.5,3.1 
20,10.2,8.2,4.0,9.7,,5.6,8.7,13.3,7.1,7.4,5.7,1.8 
21,10.8,9.4,4.3,7.3,6.1,,9.9,10.1,10.7,10.8,12.0,1.2 
22,6.9,4.8,2.3,10.3,,,8.0,11.7,9.3,11.0,13.7,4.4 
23,9.8,8.8,3.0,11.8,,5.1,6.7,10.2,3.9,18.6,11.3,5.4 
24,13.3,5.4,3.4,9.0,3.9,,5.2,8.9,3.3,8.9,2.6,2.7 
25,5.9,7.8,5.3,6.7,,,3.3,13.4,4.0,5.5,4.5,4.0 
26,9.4,5.7,8.5,2.6,,6.1,4.9,11.0,10.2,11.4,18.6,13.5 
27,12.9,2.6,3.1,12.4,1.5,,6.6,6.5,10.9,4.6,2.7,0.4 
28,8.4,5.0,11.1,5.0,,,9.0,4.9,23.6,5.3,2.1,6.0 
29,9.3,,9.5,,,0.9,9.5,4.2,7.8,6.2,18.1,9.0 
30,9.3,,6.1,11.0,3.8,,5.8,5.1,5.6,7.0,1.2, 
31,7.4,,4.6,,,,2.1,8.3,,2.8,,
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:44:39
  
