dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,-1.8,-0.1,0.2,10.0,-0.6,5.4,10.0,5.1,3.3,4.3,2.0,3.8 
2,-0.1,4.0,-1.3,9.5,2.5,3.2,12.1,3.5,11.1,1.8,3.9,3.0 
3,0.6,5.6,-1.8,7.0,2.4,2.7,6.9,4.3,11.4,2.3,5.3,7.1 
4,4.8,-0.5,-0.1,2.7,1.0,6.0,10.0,13.5,9.0,0.8,5.9,23.7 
5,-1.0,3.8,1.3,1.9,3.7,8.4,9.2,5.8,15.4,0.5,7.3,12.0 
6,-2.5,3.0,2.2,1.1,4.8,5.7,4.0,15.9,32.0,0.4,4.0,9.0 
7,-2.4,-0.3,1.1,5.0,6.9,7.0,7.0,11.2,14.7,0.0,3.8,3.5 
8,2.5,-1.7,2.5,7.0,2.7,5.9,2.8,6.4,11.7,2.9,2.4,1.5 
9,5.2,1.0,4.5,4.8,5.1,4.9,-0.7,7.2,10.6,4.5,3.8,2.8 
10,-0.3,1.3,3.8,1.0,2.4,5.3,-1.0,6.2,11.9,7.3,3.8,2.5 
11,1.7,5.4,0.8,3.1,1.4,2.3,-0.4,10.3,7.8,8.1,9.0,5.2 
12,4.3,5.5,0.4,5.5,4.9,2.5,2.0,14.9,8.3,9.7,10.8,4.1 
13,7.1,3.2,0.4,5.0,8.1,9.7,1.5,11.4,8.4,7.8,2.1,6.0 
14,0.2,-1.6,1.0,1.3,4.8,3.3,2.3,8.0,8.4,1.3,4.4,9.6 
15,0.0,0.0,1.7,0.6,0.0,4.8,4.8,9.4,6.4,3.1,10.1,4.2 
16,0.9,2.5,1.1,-0.2,0.4,2.8,4.3,9.4,4.9,1.5,2.0,1.9 
17,0.5,9.0,1.6,0.9,1.6,2.0,4.8,16.5,5.8,2.4,5.4,3.9 
18,-1.0,-0.8,4.9,3.3,2.9,1.1,2.9,12.5,3.1,1.5,12.0,4.6 
19,-0.4,2.0,6.0,4.6,1.4,0.8,2.0,12.3,3.8,1.0,9.0,7.5 
20,2.4,0.1,-0.5,5.5,0.0,2.0,2.8,13.1,7.0,2.8,1.8,9.8 
21,5.5,1.1,2.3,2.6,2.0,2.3,3.2,9.9,6.2,3.8,2.1,3.0 
22,1.3,-0.3,1.1,1.5,0.3,5.0,1.9,9.0,1.3,5.6,4.2,4.8 
23,0.9,1.1,0.0,0.6,1.4,4.8,1.5,5.5,0.0,9.0,5.3,20.8 
24,4.5,2.2,1.2,-0.1,2.3,0.6,1.9,4.8,-2.0,6.9,4.0,4.7 
25,0.0,1.8,1.4,0.6,1.5,2.2,5.8,4.9,0.0,0.3,6.8,5.8 
26,4.8,10.3,2.2,2.2,3.4,2.7,9.0,8.0,3.8,2.9,6.4,5.1 
27,3.9,0.9,0.4,2.8,4.9,2.5,9.6,4.2,5.9,4.5,2.2,8.4 
28,8.0,1.5,0.0,0.5,6.3,3.2,9.8,5.0,7.1,1.4,1.2,6.0 
29,7.4,,-0.2,0.6,4.1,5.2,11.5,6.4,7.8,0.3,4.5,7.8 
30,0.0,,2.5,0.1,2.9,6.0,6.7,4.7,8.4,1.0,5.5,7.6 
31,-1.6,,4.2,,3.5,,3.6,1.6,,2.6,,13.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:48:18
  
