dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,19.0,17.0,5.6,3.6,9.5,12.1,8.9,10.3,12.3,7.0,7.8,10.7 
2,13.9,13.8,3.5,3.7,8.8,11.1,12.3,11.5,14.8,13.0,8.5,12.2 
3,14.4,16.0,5.7,6.4,6.8,9.3,12.2,14.1,12.8,13.3,10.0,5.9 
4,16.5,16.4,5.3,5.5,5.6,12.4,21.8,14.6,10.9,13.4,13.2,7.1 
5,16.9,12.5,10.2,6.3,5.0,14.1,16.6,39.9,16.6,11.2,10.5,8.5 
6,14.7,10.6,9.3,5.3,4.1,16.9,11.8,24.8,17.2,18.4,19.1,9.3 
7,20.0,4.9,4.3,9.8,8.6,15.4,10.1,20.8,16.6,16.0,14.5,15.3 
8,21.0,7.5,6.8,10.3,6.7,11.8,10.3,19.9,13.1,9.4,13.7,12.1 
9,16.8,12.1,11.9,11.4,4.5,10.3,9.6,22.4,10.3,19.2,11.2,16.7 
10,19.0,7.5,5.2,12.2,6.2,14.4,7.4,13.4,16.1,11.3,9.7,21.3 
11,24.8,10.4,3.5,15.4,4.5,10.9,7.5,9.9,13.8,13.2,13.9,8.2 
12,9.1,17.0,1.7,12.8,6.2,10.8,6.5,8.9,10.4,8.0,21.6,9.0 
13,12.7,9.0,3.2,10.8,9.5,8.3,8.5,8.0,8.4,8.9,19.8,12.4 
14,16.6,9.8,5.2,12.4,10.2,7.0,12.3,7.3,13.5,11.5,13.5,11.2 
15,19.9,12.8,6.4,6.8,11.4,14.6,11.1,9.3,40.1,10.6,17.5,9.9 
16,20.8,7.2,7.1,5.8,11.0,10.1,11.1,9.1,45.5,9.8,17.5,6.3 
17,15.5,8.1,4.2,11.5,10.9,9.0,17.8,6.5,49.7,9.8,17.7,7.5 
18,14.1,7.6,4.9,9.0,7.2,6.3,12.5,9.1,129.3,13.8,16.7,9.9 
19,12.3,5.6,8.0,9.8,7.7,9.2,8.3,11.3,41.8,11.0,23.0,7.6 
20,12.3,7.3,9.4,10.8,6.4,9.0,6.7,11.6,115.6,8.1,19.8,7.0 
21,14.4,7.1,10.2,11.5,9.4,9.0,7.2,10.2,275.5,10.7,13.6,8.5 
22,13.0,8.4,12.2,5.2,11.8,13.6,11.2,8.9,190.3,6.4,17.3,11.2 
23,12.9,6.5,13.4,5.2,14.5,12.1,5.6,7.5,130.6,9.0,13.5,10.2 
24,19.7,8.8,16.1,8.1,11.7,10.3,6.5,8.0,61.5,10.0,11.8,10.2 
25,12.0,8.8,9.4,5.9,12.4,7.8,6.8,8.9,10.9,8.8,13.8,6.9 
26,10.8,8.3,8.0,5.7,8.1,7.0,10.6,9.3,30.8,6.4,12.4,9.5 
27,17.2,5.3,11.9,4.5,8.5,5.1,14.8,10.5,8.3,7.2,14.8,16.1 
28,18.6,5.1,11.3,9.2,6.9,6.3,8.0,10.8,12.9,8.2,23.3,21.4 
29,14.6,,7.7,9.8,5.5,6.3,7.8,11.3,16.0,9.8,13.9,23.7 
30,14.8,,7.8,10.1,10.0,8.5,9.3,7.8,13.7,11.2,12.2,12.6 
31,9.5,,7.5,,16.2,,10.1,7.1,,10.0,,8.7
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:34:00
  
