dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,11.0,20.6,4.8,6.1,8.8,1.5,6.4,9.2,37.6,8.7,9.5,10.6 
2,4.3,3.4,7.8,10.2,6.8,5.0,5.0,6.9,26.9,8.7,9.0,16.7 
3,3.4,2.7,9.5,8.3,6.9,5.3,5.1,8.7,43.0,6.8,8.3,5.0 
4,3.8,5.6,1.9,10.8,4.0,5.9,8.6,8.0,47.9,10.0,6.5,4.7 
5,6.3,4.1,1.7,6.0,3.2,10.2,,3.4,11.8,7.7,,5.8 
6,5.2,3.3,2.4,4.6,8.8,8.4,6.0,9.4,13.4,,,11.1 
7,3.9,2.7,4.0,3.3,8.7,6.5,9.8,14.0,13.2,,,13.8 
8,2.1,3.6,5.0,1.3,,2.4,9.2,8.0,11.5,,7.4,16.5 
9,2.7,1.9,6.2,3.6,13.9,1.6,7.4,6.8,12.8,,4.1,14.9 
10,2.8,3.8,8.0,7.1,4.6,2.8,8.5,10.0,12.7,,5.9,10.3 
11,4.9,4.7,5.8,5.5,4.6,2.7,13.7,10.1,10.7,45.5,6.3,14.2 
12,3.8,6.3,4.6,3.6,2.5,5.7,10.3,9.6,11.2,60.8,5.3,12.6 
13,6.9,11.8,8.5,2.0,4.2,6.6,7.5,4.5,3.1,57.8,1.5,16.4 
14,6.3,10.6,10.5,5.3,4.3,8.3,10.7,9.2,8.1,25.0,0.2,18.7 
15,11.9,12.9,7.3,4.4,5.5,6.1,13.5,9.8,10.5,9.7,0.9,31.2 
16,11.7,6.6,4.3,4.0,1.6,6.4,12.3,10.8,16.2,20.2,1.3,9.3 
17,18.8,1.4,7.7,5.0,3.9,8.8,14.7,13.4,17.5,31.5,3.1,6.8 
18,9.0,3.5,7.1,3.1,7.3,11.9,10.5,12.9,7.1,17.8,6.8,12.5 
19,3.1,3.3,6.5,6.5,9.3,14.2,10.0,11.2,7.1,6.5,9.5,13.4 
20,2.3,2.9,5.2,6.9,7.1,10.9,6.1,11.3,3.3,3.5,12.1,5.5 
21,4.0,2.9,4.4,,9.0,11.4,8.1,8.6,5.3,6.1,15.5,6.3 
22,2.1,3.3,3.2,5.3,8.5,15.1,12.3,16.0,5.3,4.8,16.2,12.1 
23,2.9,5.6,4.3,4.6,8.0,4.5,7.8,20.6,5.1,,12.0,26.2 
24,4.6,6.0,4.6,3.5,6.4,3.0,8.9,17.0,5.8,8.0,5.8,31.3 
25,7.4,3.9,5.4,3.8,1.0,4.2,7.7,17.2,6.8,12.7,6.7,19.9 
26,8.2,4.8,3.1,1.3,1.2,3.2,8.9,12.5,8.4,15.3,3.1,12.7 
27,6.0,1.7,6.2,5.3,4.8,3.6,12.0,14.8,10.5,13.9,6.3,14.6 
28,9.3,3.9,7.9,7.3,5.4,7.6,11.8,19.1,9.8,,8.3,14.0 
29,12.5,,9.0,5.8,2.9,10.1,12.0,14.7,11.5,12.8,8.8,21.6 
30,13.0,,13.1,8.5,3.4,7.5,7.3,7.8,9.2,7.9,8.6,29.8 
31,20.9,,7.8,,1.4,,8.2,25.0,,7.9,,35.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 00:33:09
  
