dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,46.3,7.4,8.8,11.4,14.1,24.4,13.7,17.3,9.9,17.6,14.9,14.7 
2,17.3,10.3,11.6,9.5,17.8,36.3,17.0,16.9,13.3,8.4,5.9,13.6 
3,31.0,12.3,9.2,11.3,19.1,22.8,23.6,14.9,11.6,12.0,7.5,9.4 
4,45.7,19.6,11.5,16.0,80.0,16.6,14.6,17.1,10.2,15.5,8.5,22.6 
5,18.7,14.3,10.6,9.8,110.3,22.7,14.3,9.3,11.7,20.8,9.2,23.1 
6,19.8,25.6,12.0,14.1,368.0,35.8,15.8,9.4,12.4,22.7,13.0,13.1 
7,21.3,11.3,8.0,32.3,54.4,20.8,16.8,16.9,10.0,15.5,12.4,6.7 
8,39.2,22.4,5.5,20.3,19.4,25.5,21.7,17.7,10.1,9.8,10.9,7.2 
9,33.8,27.5,1.7,30.7,36.3,23.8,17.7,15.5,9.1,12.7,16.8,8.0 
10,39.6,24.5,5.5,22.4,66.5,19.7,102.6,19.7,10.2,16.8,17.6,18.7 
11,52.5,18.3,6.1,22.3,124.5,24.7,26.6,20.4,10.1,13.1,13.0,23.3 
12,57.8,21.3,4.0,45.4,12.8,25.5,10.7,20.9,11.0,14.3,9.9,15.1 
13,9.3,45.2,5.0,38.8,13.5,24.8,16.1,18.2,14.6,15.2,19.0,4.5 
14,9.8,41.5,7.6,28.1,12.1,22.8,14.6,17.0,11.3,13.3,8.6,8.7 
15,17.5,45.3,12.6,18.5,16.2,18.8,16.4,20.2,13.9,14.5,19.5,15.1 
16,11.0,38.7,16.9,22.0,62.4,15.9,88.2,17.4,7.3,13.3,18.5,30.8 
17,13.8,26.3,27.4,16.0,62.6,24.3,29.9,18.4,8.3,13.0,14.4,18.8 
18,16.1,22.6,15.2,16.1,61.6,14.7,14.3,22.1,10.8,10.8,19.4,17.2 
19,23.4,34.8,9.4,17.8,182.0,33.2,15.2,16.4,10.0,17.0,21.2,23.8 
20,17.3,21.6,11.3,18.0,186.0,26.8,15.1,18.2,12.7,17.3,30.4,22.4 
21,17.4,23.6,24.0,17.7,11.1,29.3,13.7,13.6,8.8,15.6,7.2,21.4 
22,29.6,23.5,12.9,115.5,26.8,31.1,12.5,15.5,13.3,13.4,10.6,47.6 
23,47.1,28.8,11.3,25.0,11.3,19.0,11.3,14.0,14.8,13.8,13.9,18.6 
24,16.2,28.2,26.7,16.5,21.0,24.2,17.7,9.0,12.8,15.7,9.5,38.8 
25,16.0,32.5,34.2,107.2,16.1,27.4,21.0,14.3,11.5,12.7,17.0,19.7 
26,32.7,18.4,21.1,162.7,22.8,25.8,18.3,13.9,10.0,8.3,14.6,8.6 
27,13.6,12.2,17.8,11.3,19.1,17.8,21.3,11.8,12.9,11.0,15.3,6.8 
28,18.2,25.4,15.7,24.0,23.8,19.0,18.8,8.5,7.9,13.8,26.0,15.3 
29,21.3,,24.2,58.5,33.7,16.1,15.7,8.8,10.1,13.4,40.6,58.9 
30,19.6,,13.6,62.0,18.4,15.0,19.0,13.5,12.7,10.6,12.6,32.2 
31,8.7,,22.7,,90.5,,22.1,9.1,,28.3,,40.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:46:47
  
