dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,19.3,10.0,3.0,6.3,12.1,20.2,9.5,6.8,26.3,4.8,8.4,5.5 
2,21.3,11.0,3.7,8.9,6.6,8.7,6.1,7.0,13.7,4.9,8.6,4.3 
3,23.5,13.8,2.3,10.8,11.5,7.6,4.0,9.2,9.6,5.5,10.0,6.8 
4,3.1,14.0,5.2,9.0,9.4,7.8,6.0,11.0,9.4,2.4,10.4,5.9 
5,2.1,14.8,4.6,9.4,9.3,10.5,7.7,9.5,8.2,10.9,8.4,3.3 
6,3.8,16.2,5.9,3.8,8.4,12.3,22.7,22.7,11.2,14.0,7.8,5.3 
7,4.1,12.1,7.5,6.1,22.1,15.4,22.7,11.5,12.0,11.6,7.4,9.8 
8,1.1,10.8,8.8,15.4,10.6,26.0,14.9,12.8,14.7,9.3,7.7,13.7 
9,2.8,14.5,1.2,7.8,26.1,26.2,11.4,15.4,11.6,9.2,10.1,13.8 
10,7.3,18.0,2.7,8.2,29.5,29.6,11.8,10.5,10.3,7.4,15.5,9.0 
11,6.2,10.5,2.0,10.8,7.1,21.1,6.4,6.5,9.4,5.9,19.0,12.2 
12,12.5,10.0,1.4,16.0,10.1,4.7,8.6,8.8,12.0,6.5,15.0,12.2 
13,13.8,11.6,0.3,13.3,5.5,6.8,6.7,7.3,13.9,9.0,9.6,16.3 
14,7.0,9.2,1.5,9.9,5.3,7.3,7.5,8.7,7.8,8.4,11.6,10.5 
15,7.0,9.4,3.8,12.4,0.8,5.0,6.0,12.6,15.8,8.6,13.0,10.8 
16,8.9,11.5,1.9,4.1,1.7,4.4,4.8,18.0,12.6,11.2,22.5,6.0 
17,9.0,11.9,3.6,8.4,13.4,6.3,6.3,20.7,4.8,8.0,32.0,5.0 
18,4.4,12.8,3.5,7.6,7.1,13.6,6.7,18.3,7.0,10.5,31.8,5.5 
19,4.3,12.1,3.3,8.5,11.2,6.3,8.4,19.0,13.5,12.3,21.7,7.7 
20,9.7,9.2,2.7,11.6,11.0,18.7,6.9,23.2,11.8,11.4,13.3,9.3 
21,10.0,7.1,-1.5,9.5,7.2,11.5,5.4,18.0,8.8,11.3,8.1,9.5 
22,8.8,10.2,1.9,12.9,2.4,8.9,4.6,20.7,8.4,12.0,6.1,8.4 
23,10.3,12.7,7.7,6.3,1.2,8.5,11.2,40.7,8.1,11.2,5.4,14.4 
24,11.4,15.1,4.0,7.5,1.1,6.5,9.5,46.9,8.9,11.1,5.9,11.1 
25,7.2,10.8,10.5,8.1,0.4,7.3,8.8,22.2,11.1,10.3,6.0,6.5 
26,8.2,6.6,12.3,9.0,20.3,8.1,7.7,15.6,12.3,9.5,8.7,5.9 
27,9.3,5.3,6.3,20.1,11.5,9.0,9.7,12.2,8.8,8.3,5.9,6.5 
28,10.4,7.1,5.8,18.3,4.3,14.6,12.3,10.8,9.2,9.3,2.9,5.9 
29,8.6,,3.0,15.8,3.3,11.3,10.5,11.8,8.3,4.6,8.3,13.4 
30,8.5,,7.1,18.4,6.0,10.1,8.6,22.6,5.2,8.8,9.9,14.3 
31,10.2,,4.4,,16.8,,6.9,34.7,,8.3,,10.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 00:18:44
  
