dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,97.7,30.9,5.8,7.2,14.6,13.3,14.9,16.3,14.7,12.2,7.7,10.8 
2,71.2,13.7,6.8,7.2,11.3,15.1,14.1,13.0,17.8,14.0,21.3,13.9 
3,82.2,14.3,9.8,9.0,8.5,13.5,12.4,14.3,15.7,13.9,19.5,10.8 
4,76.8,14.8,10.9,7.7,9.3,14.6,19.3,12.6,17.5,17.7,26.9,8.1 
5,74.5,23.2,18.9,9.0,7.4,14.5,11.2,17.4,17.0,19.3,46.7,10.7 
6,61.8,16.3,17.5,13.8,6.7,13.7,11.9,25.2,18.6,17.2,65.3,26.2 
7,58.1,10.5,13.7,14.4,9.0,15.1,19.8,22.6,18.1,17.6,75.1,35.0 
8,52.7,9.2,18.7,16.2,9.4,16.7,15.8,23.4,15.6,15.7,72.8,24.9 
9,45.7,6.8,15.8,13.6,6.2,17.0,12.4,16.7,15.6,10.0,69.7,35.0 
10,49.6,7.6,7.7,16.9,8.1,17.3,10.1,12.7,17.0,8.7,60.3,40.5 
11,36.6,14.4,7.2,17.4,8.7,32.3,9.6,11.2,22.2,13.5,54.1,25.2 
12,26.0,23.6,8.0,15.3,7.1,22.2,8.8,18.8,22.6,17.8,27.3,5.8 
13,36.1,27.9,5.5,17.0,9.5,11.3,11.5,10.2,21.6,16.8,27.6,10.1 
14,36.8,46.0,9.6,17.0,11.5,8.9,16.1,9.5,14.4,23.4,13.8,17.0 
15,39.3,47.0,17.9,17.0,11.9,9.5,15.9,10.6,14.8,13.0,11.4,13.1 
16,50.9,12.9,15.3,15.7,10.0,19.8,21.4,11.0,20.8,19.6,26.4,15.3 
17,61.4,15.7,8.0,10.4,8.8,8.8,13.1,9.1,21.3,13.9,20.9,10.0 
18,60.3,16.5,5.8,13.9,5.7,11.0,11.2,12.0,14.9,17.6,23.8,10.7 
19,63.5,13.5,10.2,14.1,5.1,12.5,15.3,13.7,16.7,13.2,15.8,10.8 
20,65.6,12.6,9.2,10.8,8.5,10.0,13.1,13.0,22.4,10.1,15.7,18.1 
21,52.2,24.4,9.5,12.7,10.0,8.8,13.3,12.3,20.0,10.7,14.5,16.0 
22,66.8,26.7,11.9,8.3,11.2,9.0,12.6,11.5,14.5,11.3,22.1,17.7 
23,58.0,23.9,9.5,5.8,10.8,11.6,10.5,9.2,19.2,13.5,14.0,15.6 
24,38.8,22.5,12.2,28.1,9.9,10.0,10.0,10.6,17.2,17.3,19.6,19.0 
25,27.1,25.9,9.0,16.1,11.9,8.8,15.2,10.2,16.7,14.3,30.6,11.1 
26,31.9,13.6,5.2,5.9,12.5,7.2,15.0,15.3,11.3,6.5,32.9,23.2 
27,34.5,7.0,9.1,6.9,11.3,6.4,13.5,16.1,8.8,9.3,40.0,26.2 
28,34.1,4.5,10.0,8.7,10.8,5.9,12.5,13.8,9.4,15.3,41.5,26.7 
29,33.2,,7.9,15.1,8.8,7.8,26.3,14.1,10.9,17.4,25.1,28.7 
30,26.0,,8.7,13.6,10.8,14.3,28.1,11.1,14.5,18.4,13.6,25.9 
31,10.1,,7.0,,13.4,,54.4,7.8,,13.9,,31.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:11:20
  
