dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,51.0,32.3,7.3,8.8,10.1,6.9,11.3,22.7,15.3,10.5,13.8,10.5 
2,52.7,52.3,2.1,8.0,12.3,9.1,22.3,17.3,22.8,11.9,18.8,10.0 
3,67.0,41.3,3.3,8.8,11.9,9.4,10.8,30.1,24.7,7.3,17.3,12.8 
4,42.2,37.3,5.3,9.7,8.4,6.6,17.0,42.5,24.6,9.6,17.1,17.5 
5,18.0,26.5,9.3,5.7,7.0,8.1,12.0,30.0,21.6,9.2,10.8,11.4 
6,5.5,13.7,11.3,2.4,3.5,8.9,8.0,25.2,19.1,8.4,9.2,14.8 
7,,34.4,11.2,3.9,4.1,7.6,6.8,35.5,15.3,7.6,12.6,23.8 
8,6.0,19.0,6.5,6.2,6.5,8.7,9.8,46.8,12.1,13.5,14.5,19.5 
9,1.2,14.6,8.1,5.3,2.6,3.9,6.6,50.3,15.5,14.3,27.0,27.7 
10,5.8,12.3,7.8,4.0,6.9,4.9,7.5,35.4,15.1,11.3,34.8,31.9 
11,9.7,7.1,11.6,4.0,8.3,6.9,8.4,9.9,12.9,12.8,76.0,25.0 
12,17.7,8.2,8.3,,7.3,8.3,8.3,6.9,10.7,11.5,56.1,23.2 
13,23.5,12.3,0.0,,8.8,10.1,8.0,20.3,8.1,10.0,38.8,35.6 
14,32.6,10.5,2.7,7.0,6.0,8.1,8.5,12.2,9.5,10.7,55.6,28.3 
15,25.8,8.3,4.0,,6.0,10.1,7.5,16.6,8.4,10.2,60.3,20.3 
16,16.0,12.5,3.4,,4.8,9.2,8.8,20.4,6.9,11.1,94.7,25.5 
17,30.5,14.3,4.2,7.8,5.7,9.1,7.9,16.6,8.1,12.7,81.7,9.8 
18,26.6,9.5,7.2,9.6,5.8,11.0,10.2,15.1,10.8,16.0,88.2,12.5 
19,5.8,8.0,7.6,7.1,8.4,8.6,13.5,27.5,13.7,17.0,73.8,15.5 
20,8.9,10.2,7.5,9.4,9.3,9.6,12.0,26.9,15.9,16.0,48.4,20.7 
21,15.3,10.6,3.4,8.0,9.3,7.4,7.4,28.6,15.7,14.7,23.6,21.7 
22,16.6,7.5,0.1,9.1,10.6,10.5,6.3,24.5,15.3,16.4,8.8,13.5 
23,15.7,8.9,4.1,9.9,5.3,10.5,7.5,29.2,9.7,13.8,7.2,20.5 
24,19.8,8.1,5.2,13.4,6.4,10.3,7.8,46.3,12.0,13.7,9.5,21.0 
25,7.1,10.0,3.8,12.0,5.5,9.9,10.9,33.4,14.4,14.0,13.4,12.3 
26,12.6,6.0,5.1,13.1,7.3,9.0,18.1,16.5,17.3,16.8,14.0,11.6 
27,15.0,6.9,8.9,9.5,6.7,10.5,15.0,15.6,20.0,19.4,21.8,9.6 
28,16.0,11.0,11.0,6.8,8.3,10.6,34.9,14.3,17.0,7.6,14.8,14.3 
29,23.7,,10.7,5.8,9.9,11.5,29.9,11.0,9.3,8.3,,26.2 
30,23.0,,11.7,7.5,12.0,10.9,36.0,15.3,8.8,9.8,,25.9 
31,19.5,,9.6,,9.5,,40.0,13.8,,10.9,,35.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:05:11
  
