dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,6.7,25.0,5.8,10.5,11.3,3.4,9.7,2.1,45.3,12.5,11.2,14.8 
2,4.0,4.4,9.9,14.6,9.8,7.3,3.9,2.6,36.4,10.8,12.2,17.7 
3,2.2,2.8,7.6,13.8,9.9,8.1,2.6,6.9,49.8,10.3,8.4,6.4 
4,0.8,4.7,1.5,9.3,3.3,11.0,3.8,3.8,45.4,8.3,5.1,5.9 
5,3.8,3.8,4.4,7.7,6.5,14.3,1.6,0.0,13.2,7.5,3.9,8.1 
6,5.5,3.9,5.5,7.8,11.7,11.6,5.3,9.5,10.9,11.9,4.9,14.1 
7,3.8,4.1,7.5,8.3,16.0,7.1,8.0,9.2,12.7,14.5,9.3,16.5 
8,-1.4,3.0,4.7,3.0,17.5,4.5,13.1,3.7,6.3,15.1,8.3,23.8 
9,0.5,1.2,6.7,5.0,16.6,3.7,6.8,5.9,9.3,35.2,3.8,24.7 
10,1.3,3.1,5.0,6.3,8.0,5.5,8.9,8.3,13.5,46.0,6.3,16.6 
11,3.0,4.9,6.4,6.1,4.3,7.9,12.7,8.0,13.4,24.9,7.6,17.0 
12,4.0,7.3,6.9,-0.8,3.8,12.0,11.1,9.0,10.8,49.9,6.3,18.5 
13,9.4,11.1,10.0,4.3,4.7,12.0,6.6,2.3,4.1,34.5,5.0,24.3 
14,8.4,12.2,10.2,5.0,8.8,11.8,7.4,9.8,10.2,20.8,7.9,26.0 
15,15.0,11.0,4.0,7.2,9.9,6.3,11.6,9.7,8.3,9.6,6.5,41.4 
16,19.3,7.9,2.7,6.0,4.0,7.3,14.6,9.7,14.6,23.2,5.5,7.8 
17,27.0,4.4,8.9,2.8,6.9,11.8,14.7,9.6,9.6,31.2,6.9,6.5 
18,14.8,3.8,5.3,3.5,11.6,15.7,9.6,9.0,3.7,8.1,11.1,22.7 
19,7.2,3.7,5.7,5.8,14.2,11.8,9.3,7.3,7.2,-1.2,15.6,17.5 
20,5.3,5.4,7.7,6.1,7.2,11.5,8.1,11.4,6.0,4.7,23.5,4.6 
21,6.1,7.4,5.8,7.9,10.0,11.2,8.6,8.5,5.8,4.7,15.8,7.6 
22,5.6,4.1,5.0,4.1,5.8,11.5,11.6,13.7,5.2,4.7,20.7,25.1 
23,5.5,5.3,6.0,3.9,3.0,1.3,3.1,12.5,8.7,7.3,14.1,26.0 
24,6.5,5.2,5.8,4.0,4.4,0.4,3.6,7.3,11.2,7.3,4.5,19.9 
25,5.1,5.5,6.8,4.2,5.9,-0.2,4.8,12.3,14.3,10.6,10.4,19.2 
26,10.0,6.2,4.0,1.9,5.2,0.2,2.7,11.6,12.9,13.4,3.3,14.6 
27,7.9,4.3,7.1,8.6,4.1,2.5,3.1,12.5,15.5,,7.2,18.2 
28,12.3,5.3,9.3,9.4,5.2,8.0,8.8,12.9,8.5,,9.8,16.8 
29,11.4,,14.0,8.1,5.3,11.7,8.5,9.7,5.8,,11.3,22.8 
30,14.8,,11.5,11.3,6.3,9.9,,7.0,10.9,,11.4,21.0 
31,25.9,,8.3,,2.8,,,20.8,,,,19.1
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:51:04
  
