dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,25.5,15.9,7.3,9.9,12.4,17.9,12.2,11.8,15.5,,11.3,8.8 
2,18.6,10.9,8.1,8.4,10.3,10.5,9.9,10.4,10.7,,11.4,8.6 
3,18.6,11.5,9.2,9.7,8.3,12.3,13.8,9.8,11.6,12.0,13.8,7.2 
4,18.6,15.2,7.1,8.3,7.5,17.3,12.6,6.5,13.6,12.9,12.7,10.4 
5,22.0,13.3,9.3,10.0,8.3,20.0,10.9,8.3,23.1,11.2,13.0,8.2 
6,24.5,15.2,11.1,10.4,10.3,18.2,10.1,10.3,23.5,12.3,12.9,8.1 
7,29.9,10.0,10.6,11.0,12.8,19.2,8.4,11.5,18.2,10.9,13.2,11.3 
8,24.1,,15.0,13.7,9.0,17.8,8.5,19.0,14.5,9.9,14.8,14.2 
9,16.4,,11.5,10.6,8.2,19.5,8.9,14.5,9.7,9.6,15.4,20.6 
10,21.6,,7.3,10.0,8.4,12.9,6.0,9.5,13.5,8.7,14.5,16.0 
11,22.3,9.3,7.4,12.3,8.4,10.9,5.0,8.5,14.3,9.1,15.1,10.1 
12,9.5,10.3,7.9,14.2,10.6,10.5,5.8,8.9,13.7,11.0,13.4,14.3 
13,12.1,10.5,10.7,14.7,12.1,11.3,9.1,5.3,8.4,10.6,8.7,13.4 
14,20.4,5.5,15.4,14.0,12.9,14.8,13.0,7.3,11.8,10.6,10.5,14.2 
15,23.2,8.1,12.2,15.5,12.5,19.0,9.1,10.5,10.1,7.7,11.9,12.5 
16,22.2,11.5,12.0,14.6,14.5,13.5,4.6,9.7,10.4,9.2,16.5,13.8 
17,23.4,13.3,9.8,14.8,13.0,11.6,4.1,6.5,8.1,9.2,18.6,12.5 
18,20.2,13.2,7.7,11.1,9.6,11.7,4.5,7.6,5.8,6.4,18.3,14.8 
19,17.7,9.9,10.3,10.1,8.3,13.9,5.0,6.2,8.0,5.2,18.0,12.5 
20,17.0,10.5,11.3,11.4,9.3,11.3,5.2,5.0,6.9,7.8,21.0,21.3 
21,18.1,11.8,15.7,15.5,16.3,17.3,4.2,5.7,6.5,8.3,18.6,10.5 
22,16.8,11.5,16.8,8.7,12.7,16.5,4.0,7.5,7.3,6.6,12.5,10.3 
23,19.2,13.8,16.5,8.7,9.7,16.0,3.8,7.8,5.8,8.1,17.6,16.1 
24,28.0,14.3,13.9,9.9,17.0,10.6,7.8,,1.3,6.9,15.8,15.0 
25,19.7,15.2,11.6,8.3,15.3,5.5,12.1,8.6,5.5,8.1,15.7,16.0 
26,16.4,12.8,10.8,8.2,11.1,4.6,14.5,7.1,7.5,7.5,19.3,16.8 
27,16.4,7.9,12.4,13.0,14.5,4.5,13.3,9.0,8.2,8.5,20.8,26.7 
28,10.5,7.2,9.3,12.8,10.5,7.3,8.0,9.1,11.5,8.8,14.5,21.3 
29,7.5,,9.1,11.9,12.0,10.7,7.1,8.3,,10.3,11.3,15.1 
30,8.3,,11.1,13.0,20.6,15.9,8.9,8.7,,10.9,11.0,11.5 
31,10.0,,12.2,,15.5,,7.9,10.2,,7.2,,14.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:11:49
  
