dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,31.0,10.3,34.4,16.9,14.0,17.6,19.3,12.8,18.7,16.4,8.8,16.7 
2,19.4,10.4,27.4,18.9,15.3,18.8,13.7,9.8,16.9,15.2,11.7,14.3 
3,23.5,13.1,19.6,17.1,17.8,18.0,12.4,11.8,16.0,13.5,15.3,15.5 
4,11.6,10.4,12.7,17.9,15.2,18.8,13.2,14.3,16.0,11.9,17.9,22.1 
5,6.9,13.0,9.0,16.8,8.7,14.4,11.2,15.6,17.3,11.2,18.1,21.3 
6,9.1,9.3,5.9,22.1,7.1,11.2,10.0,15.1,17.2,12.4,17.0,19.3 
7,6.1,9.4,5.9,17.3,7.3,10.5,12.5,14.4,18.9,12.3,17.1,17.4 
8,15.7,10.4,7.4,12.7,6.1,12.4,13.0,18.0,18.0,14.0,19.4,20.8 
9,14.3,11.2,12.3,9.8,8.7,13.8,12.3,17.9,17.4,12.2,11.4,22.8 
10,16.1,13.2,18.9,5.0,7.4,12.2,13.3,16.7,17.2,12.6,11.0,20.1 
11,17.3,16.1,15.6,9.4,10.9,10.9,17.4,15.2,15.8,9.4,11.1,13.8 
12,14.0,18.5,8.1,9.4,14.8,9.6,18.2,12.7,12.9,9.9,14.3,12.0 
13,19.0,42.2,12.3,12.2,14.6,10.2,16.6,12.5,9.4,11.7,15.0,17.8 
14,23.9,28.8,6.3,16.0,12.0,12.2,18.2,15.7,10.5,13.9,14.2,32.4 
15,16.6,15.5,11.4,15.2,7.9,15.5,17.2,18.1,12.3,12.9,21.1,28.7 
16,18.3,11.1,22.4,9.5,8.6,15.9,14.6,15.2,15.5,6.4,17.7,10.6 
17,22.9,14.0,17.8,8.0,9.2,25.9,13.8,18.1,16.2,5.5,12.9,17.5 
18,16.4,9.5,16.5,11.8,12.4,33.8,12.3,15.7,23.3,8.3,14.6,30.6 
19,10.7,13.1,14.7,16.0,15.4,26.3,12.7,13.3,21.4,18.1,15.9,31.1 
20,13.3,15.3,16.9,12.1,10.9,23.1,15.4,14.2,17.1,12.8,14.5,23.0 
21,14.3,20.4,12.1,13.4,6.5,19.5,18.9,14.2,16.5,11.5,10.6,12.1 
22,16.2,23.9,10.4,7.0,7.8,19.1,23.2,14.7,18.6,13.3,10.0,8.6 
23,18.5,18.5,10.8,8.5,8.6,15.6,20.5,14.3,23.0,16.9,16.0,10.3 
24,12.3,8.9,11.7,16.2,6.1,19.5,19.0,16.5,20.4,20.1,22.0,10.0 
25,17.2,18.4,12.1,14.5,5.0,20.6,20.2,16.7,16.9,12.1,22.9,23.9 
26,8.7,20.2,15.4,14.8,11.1,19.0,16.3,14.9,13.4,16.6,21.3,22.6 
27,12.9,18.5,19.4,17.1,12.9,20.2,13.2,12.9,15.0,19.3,11.7,20.9 
28,17.4,22.8,11.8,12.6,13.4,15.2,13.2,15.3,13.4,16.5,15.2,23.3 
29,28.9,35.8,7.9,11.3,9.1,16.7,17.2,18.9,13.2,14.8,13.0,16.8 
30,20.5,,7.1,9.6,8.7,21.6,17.1,20.6,14.6,9.8,16.0,17.9 
31,5.4,,9.5,,12.3,,14.9,20.1,,9.0,,11.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 23:48:50
  
