dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,9.8,13.0,9.0,12.2,10.9,9.9,5.7,10.0,12.1,9.0,9.4, 
2,11.2,11.9,11.3,10.1,11.7,8.8,6.5,9.6,11.0,6.4,6.2, 
3,16.2,11.5,12.6,9.4,15.3,7.2,7.8,9.5,5.6,7.0,7.2, 
4,19.6,13.5,10.9,13.2,12.6,9.7,13.3,6.6,7.9,5.5,7.9, 
5,12.6,9.8,11.8,9.6,11.4,9.3,12.7,8.4,8.8,7.3,6.0, 
6,8.8,14.8,9.8,14.6,13.8,6.5,14.4,7.2,9.6,4.9,5.4, 
7,7.5,21.7,10.1,12.0,12.3,8.0,13.5,8.7,4.5,8.7,7.6, 
8,15.8,18.5,7.6,16.1,12.0,6.4,9.5,12.0,10.8,9.1,5.3, 
9,11.4,10.0,9.2,13.7,9.9,5.8,8.9,12.3,5.7,9.6,7.4, 
10,10.7,11.0,7.3,13.0,9.1,8.5,10.3,8.2,4.5,4.8,7.1, 
11,17.6,28.0,10.4,10.1,9.0,9.0,10.3,7.9,7.0,8.2,5.0, 
12,15.3,18.2,13.2,11.5,11.1,8.6,10.4,8.6,7.6,16.0,5.9, 
13,16.8,12.5,9.5,12.4,7.0,13.7,8.4,10.4,9.8,16.3,7.5, 
14,16.6,9.5,10.5,12.9,6.1,10.0,8.4,10.0,9.4,9.5,14.4, 
15,16.1,7.8,11.6,13.4,9.3,9.3,6.5,13.3,10.7,7.8,7.5, 
16,8.0,10.1,11.7,10.5,7.1,13.0,9.4,11.1,13.5,8.4,7.3, 
17,10.0,10.9,13.0,11.6,6.9,9.9,7.1,14.0,11.6,7.1,9.7, 
18,10.3,9.0,13.2,12.6,8.2,8.7,9.0,12.3,12.0,3.8,, 
19,10.1,14.8,15.0,14.7,6.7,9.9,11.7,8.1,14.0,6.1,, 
20,11.5,10.1,11.2,13.4,5.1,14.5,12.2,7.1,8.4,5.2,, 
21,10.4,13.2,10.5,10.6,5.1,9.1,12.5,8.7,12.3,6.2,, 
22,16.7,8.8,11.3,8.6,7.0,7.0,9.8,8.6,11.3,9.5,, 
23,17.5,18.1,14.7,9.8,8.0,11.5,7.1,9.9,12.9,5.2,, 
24,12.4,11.4,11.5,12.0,8.0,13.3,9.6,11.7,10.5,4.6,, 
25,17.2,12.8,15.8,10.5,7.6,11.2,9.4,10.4,6.6,4.8,, 
26,18.1,8.5,11.5,11.4,7.8,12.8,11.0,8.7,7.8,5.3,, 
27,16.4,6.6,11.3,10.8,7.7,8.2,9.7,12.4,6.3,5.9,, 
28,19.5,8.3,11.4,10.0,5.8,8.8,11.0,10.3,5.5,5.0,, 
29,16.4,,9.3,13.6,8.0,4.3,10.2,10.9,4.3,5.4,, 
30,16.5,,9.1,12.5,10.9,4.3,7.7,9.7,6.6,7.7,, 
31,16.1,,8.8,,9.5,,9.3,9.7,,7.9,,
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:06:56
  
