dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,12.8,18.6,16.9,16.7,6.7,10.5,14.3,12.2,13.8,11.0,9.7,11.9 
2,19.9,22.8,17.5,18.3,8.6,10.0,17.4,11.9,21.5,11.8,18.3,14.2 
3,30.3,26.3,10.2,12.8,11.7,7.7,16.7,10.0,22.9,14.0,15.9,19.7 
4,34.8,18.4,13.0,6.7,10.8,9.8,14.4,19.2,17.8,9.1,19.5,30.9 
5,16.2,21.1,9.7,7.9,12.5,9.4,13.3,12.4,24.4,11.3,21.2,29.7 
6,12.2,23.2,8.5,6.7,15.2,10.7,9.8,12.6,41.6,9.4,17.6,27.2 
7,17.4,13.5,13.4,7.4,17.3,11.8,13.5,11.8,14.9,11.5,13.1,21.3 
8,26.4,9.2,14.2,,13.1,9.0,10.0,9.2,19.3,10.1,13.8,18.2 
9,20.1,14.0,12.6,7.3,12.5,8.7,6.5,6.7,15.0,14.5,15.7,12.5 
10,19.0,22.0,7.9,8.2,10.4,8.1,9.1,12.4,12.9,11.4,13.4,12.3 
11,21.3,19.3,7.1,9.8,9.3,6.0,7.5,13.9,15.9,15.3,19.2,26.0 
12,24.0,22.3,10.7,10.3,10.2,5.7,6.1,16.4,11.6,16.6,19.4,23.1 
13,14.7,18.6,10.0,12.2,10.6,12.5,9.7,16.0,14.6,19.3,14.5,25.2 
14,20.1,16.5,9.7,9.7,9.9,9.7,9.5,16.6,18.6,8.0,16.9,18.0 
15,16.9,11.1,12.1,8.8,6.8,8.5,9.1,15.6,14.7,11.3,24.5,8.6 
16,19.7,,12.4,9.4,6.4,11.1,8.2,16.7,10.9,8.9,16.6,9.3 
17,14.7,20.1,7.5,9.6,9.6,8.2,11.3,16.1,13.5,12.3,21.2,11.3 
18,10.6,11.5,12.3,10.2,11.1,8.5,8.9,16.6,10.0,11.7,29.1,15.8 
19,10.5,17.3,12.1,10.6,6.5,8.8,8.8,21.6,9.9,11.7,17.1,25.3 
20,16.4,18.0,5.0,10.6,6.5,9.2,10.6,23.6,11.6,12.1,6.7,29.3 
21,23.3,20.4,8.5,8.6,8.9,7.9,9.0,18.6,9.7,11.7,12.3,11.5 
22,12.4,18.4,10.3,8.8,9.3,8.2,9.8,15.9,9.7,12.1,16.6,19.9 
23,12.3,14.9,10.4,10.1,10.8,8.9,8.3,13.0,10.7,17.8,19.9,26.4 
24,22.4,19.3,12.4,8.3,6.2,,10.1,13.9,9.4,15.4,17.2,21.3 
25,17.6,19.8,11.0,8.8,9.7,5.3,11.1,12.0,10.2,6.1,26.9,27.7 
26,19.3,23.3,12.8,11.6,10.1,5.8,15.2,12.2,8.4,9.6,19.5,27.1 
27,21.5,13.2,9.0,9.9,11.6,7.2,16.0,11.9,10.4,12.1,14.1,25.4 
28,26.4,20.3,7.4,8.4,12.8,9.1,18.2,11.9,13.3,11.9,15.9,21.2 
29,19.8,17.1,10.9,7.4,9.7,9.2,17.1,15.1,15.6,9.2,19.4,19.2 
30,14.1,,11.2,8.6,9.6,8.2,11.8,13.5,17.5,8.0,21.0,22.3 
31,15.7,,13.3,,8.8,,9.7,10.6,,9.7,,14.1
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:11:02
  
