dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,7.2,30.9,15.5,12.6,12.6,18.4,20.8,14.1,41.8,25.5,16.2,43.7 
2,9.6,19.2,20.2,11.7,15.0,19.8,18.7,14.6,40.6,12.9,19.3,52.7 
3,5.0,10.3,22.3,13.0,16.1,19.4,18.0,18.4,40.4,10.7,13.7,41.5 
4,7.2,9.8,14.0,11.9,14.6,19.1,48.3,17.1,21.7,10.9,9.2,14.6 
5,5.4,10.2,9.3,15.2,15.6,16.0,19.6,17.8,22.8,16.0,9.9,26.0 
6,18.3,3.6,8.2,15.8,11.2,16.0,21.6,18.0,27.9,14.1,12.9,27.3 
7,11.3,4.4,10.7,10.1,10.2,23.1,21.5,16.3,25.4,20.8,12.5,29.3 
8,6.0,5.3,16.0,6.5,15.5,18.6,31.8,19.3,30.4,17.6,10.3,37.9 
9,3.5,10.9,28.2,9.9,16.3,11.6,19.8,17.9,31.3,18.9,6.1,55.3 
10,6.6,6.2,34.3,15.0,16.2,17.7,21.8,18.5,37.9,26.0,9.4,56.8 
11,7.5,6.4,36.4,17.8,17.1,11.3,17.6,20.3,17.1,35.2,14.5,55.8 
12,4.2,14.5,31.4,12.5,10.7,8.7,17.1,18.6,19.4,33.1,18.4,63.4 
13,10.6,16.1,29.9,7.2,12.5,11.0,20.8,15.5,20.1,23.4,18.0,59.6 
14,13.5,32.0,25.3,12.5,10.4,14.0,23.1,11.6,9.4,29.5,17.7,63.6 
15,17.5,23.5,10.3,11.6,9.2,17.2,25.5,14.9,18.0,28.4,16.7,70.5 
16,20.8,8.4,21.4,9.7,10.6,15.7,18.5,16.9,19.6,33.1,10.5,46.7 
17,27.6,4.4,24.8,9.2,11.1,15.4,23.1,19.3,22.6,31.3,6.5,20.7 
18,16.8,6.4,14.0,8.1,10.0,19.1,18.5,20.5,23.8,37.6,26.7,23.2 
19,3.9,8.2,23.4,15.4,13.2,18.4,24.7,21.5,13.3,33.8,24.5,23.8 
20,3.3,6.3,17.9,12.7,15.0,19.5,16.3,22.5,13.4,12.0,31.0,16.6 
21,5.4,6.0,8.3,12.3,19.3,19.7,21.7,22.5,10.1,11.8,39.4,26.3 
22,4.2,7.3,7.8,19.0,19.4,19.1,20.6,18.2,12.1,14.0,44.0,33.8 
23,5.1,8.1,10.4,14.4,17.2,18.7,19.1,22.5,13.6,19.5,66.3,53.5 
24,5.8,9.6,10.8,9.0,20.5,16.3,16.0,19.8,13.3,19.9,60.7,74.6 
25,18.1,12.8,10.5,10.3,14.1,16.7,17.3,18.0,9.5,16.7,35.6,89.1 
26,21.1,20.9,12.3,11.5,12.5,13.2,18.2,16.7,12.2,20.2,7.2,71.0 
27,28.8,14.0,13.9,6.9,19.1,14.7,20.3,13.2,10.1,18.9,8.1,60.4 
28,26.6,10.6,9.9,8.4,20.2,14.5,18.4,17.4,15.8,17.4,16.7,66.7 
29,30.0,,11.9,12.4,20.2,18.6,15.3,18.7,15.8,19.0,26.8,80.7 
30,34.8,,14.1,13.2,19.5,20.5,13.9,23.3,12.4,19.6,42.2,86.1 
31,35.9,,13.6,,16.1,,15.2,30.0,,13.3,,76.8
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:57:18
  
