dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,76.5,45.2,7.3,10.1,10.0,7.8,12.5,25.3,16.8,14.3,24.0,9.9 
2,94.3,53.4,2.6,6.2,8.6,15.0,14.2,11.1,22.6,11.4,24.9,15.2 
3,102.7,55.1,3.0,7.5,9.9,18.4,9.3,18.3,23.9,7.8,33.1,15.5 
4,40.0,67.1,5.0,9.1,12.0,7.7,14.8,46.2,23.0,7.3,35.9,24.0 
5,34.8,40.7,10.0,7.9,11.6,8.3,15.1,17.4,24.8,6.1,19.7,11.9 
6,13.5,31.0,15.7,6.3,8.5,8.6,11.4,49.6,19.8,7.5,13.3,17.0 
7,18.0,25.5,21.4,5.9,6.7,8.0,13.0,45.6,20.8,8.0,21.3,22.6 
8,24.3,29.1,21.0,6.6,9.0,10.2,7.2,50.0,17.4,11.8,12.0,21.0 
9,6.5,34.0,13.8,9.2,5.3,9.6,8.9,48.6,12.0,15.2,25.4,21.9 
10,9.1,27.2,9.6,19.4,6.8,5.5,10.8,39.5,14.4,10.3,42.3,26.2 
11,17.5,8.5,11.6,4.7,9.1,10.9,8.3,16.3,13.5,10.3,49.4,25.7 
12,20.7,13.9,14.1,4.4,6.0,11.9,11.4,8.0,9.1,13.1,50.3,27.2 
13,24.8,14.2,4.7,6.2,8.0,11.8,11.5,13.6,7.9,18.7,46.3,38.6 
14,25.7,13.4,2.6,12.0,7.5,9.8,11.4,14.5,9.5,11.3,52.3,31.6 
15,24.0,8.9,3.0,11.4,6.6,7.5,9.7,16.0,8.2,8.2,54.4,23.1 
16,22.9,14.1,4.4,3.2,5.4,10.6,10.3,21.0,6.4,15.1,81.7,28.6 
17,38.2,22.2,3.0,6.4,5.3,8.1,10.4,19.1,9.5,18.8,85.0,9.2 
18,30.5,20.4,4.9,9.1,7.1,9.3,11.5,13.0,9.4,23.0,100.7,14.2 
19,8.7,3.7,8.9,4.8,7.0,10.5,15.8,25.5,9.3,27.5,111.5,17.9 
20,12.7,8.7,16.4,10.0,7.4,9.5,10.6,24.0,17.8,25.1,81.1,28.8 
21,24.3,8.9,11.2,13.6,7.3,7.3,9.0,29.0,19.4,19.0,30.4,32.1 
22,25.6,10.3,2.8,12.7,10.3,10.9,7.6,18.3,17.0,21.6,12.4,30.3 
23,30.0,4.7,5.9,11.8,7.1,13.3,11.1,26.2,10.9,16.2,12.4,18.5 
24,25.6,7.2,4.1,12.6,11.7,11.0,11.1,46.5,11.3,15.7,17.5,24.6 
25,7.5,9.3,3.1,12.2,6.1,12.9,13.9,38.4,13.6,19.3,11.8,14.2 
26,13.1,13.3,6.1,10.8,6.0,8.9,15.8,27.1,19.1,28.3,21.0,14.2 
27,18.5,6.4,9.7,8.0,6.8,9.1,18.0,14.7,21.7,34.3,29.4,18.5 
28,31.0,12.3,16.5,4.7,10.9,9.4,31.5,19.8,17.6,16.2,36.3,22.8 
29,41.5,,21.0,3.8,13.1,10.7,33.3,11.6,10.5,8.4,4.9,29.9 
30,38.8,,21.5,4.4,8.8,10.6,23.0,15.1,7.7,6.4,6.0,30.0 
31,38.6,,14.1,,6.8,,34.3,16.1,,13.0,,44.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:51:38
  
