dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,33.3,12.9,5.2,8.4,14.0,13.3,10.6,11.5,16.1,6.3,4.3,7.9 
2,29.9,14.6,8.0,6.0,10.8,8.5,12.5,12.8,16.2,12.6,4.6,10.0 
3,23.2,13.6,9.2,7.7,7.6,8.8,12.5,12.2,12.0,16.3,7.6,4.4 
4,22.2,16.3,6.1,7.3,11.8,11.2,24.8,9.5,13.7,15.2,13.4,6.5 
5,22.5,12.3,14.5,7.5,9.8,14.1,21.0,15.6,19.2,13.4,14.1,7.7 
6,21.8,13.0,9.2,8.8,8.8,15.3,10.5,24.7,20.8,12.9,21.6,12.9 
7,23.2,14.3,5.9,12.4,10.5,14.9,13.8,16.9,17.0,13.5,18.8,13.2 
8,25.2,8.3,11.3,16.1,10.3,11.7,9.2,18.9,13.2,9.7,15.0,13.8 
9,17.0,10.3,16.0,13.7,7.8,12.0,7.3,21.7,12.1,6.4,16.2,18.1 
10,20.3,8.4,7.2,10.0,6.3,13.3,7.1,9.8,11.6,8.8,14.9,24.7 
11,21.8,10.3,5.3,14.8,5.8,10.5,6.0,9.0,13.9,13.8,9.5,10.6 
12,6.6,16.8,5.4,13.8,8.8,8.9,6.6,8.9,11.8,13.4,11.9,8.0 
13,18.0,12.1,6.3,10.9,11.1,11.0,8.8,8.1,9.4,9.6,16.3,17.1 
14,28.1,9.3,11.5,14.2,12.9,7.9,13.3,7.9,10.3,11.6,11.3,10.3 
15,28.9,9.5,11.3,15.7,11.3,13.9,52.3,10.3,9.2,9.5,10.2,7.1 
16,32.6,6.6,13.0,11.8,9.7,11.3,9.0,9.4,9.3,8.2,12.5,5.0 
17,28.0,11.5,6.5,12.3,11.8,8.4,6.8,8.3,9.1,9.3,16.0,6.3 
18,31.1,11.0,4.1,9.0,8.6,6.5,7.2,10.0,7.3,12.3,20.8,7.8 
19,23.9,7.5,9.0,9.5,7.0,8.7,8.0,10.1,9.7,8.2,22.2,5.9 
20,23.7,6.6,11.8,8.6,8.0,8.4,6.0,8.1,9.5,7.3,19.8,6.8 
21,18.5,12.7,12.0,13.5,12.8,11.3,6.7,8.8,9.1,10.3,12.4,8.9 
22,20.9,13.4,11.4,7.8,14.1,13.4,6.2,9.4,17.0,9.6,18.0,10.0 
23,28.6,12.0,12.6,6.5,11.0,19.3,5.7,8.6,8.1,8.0,14.4,10.2 
24,32.9,12.5,12.3,9.9,13.0,10.3,6.7,7.3,5.5,7.9,18.0,8.4 
25,13.4,15.0,9.1,8.0,12.6,6.1,9.4,10.6,8.2,5.8,15.9,6.3 
26,17.4,12.2,8.5,7.4,10.1,6.6,53.0,8.3,52.1,7.3,23.1,6.0 
27,20.4,7.8,10.1,7.3,10.2,5.1,9.8,10.9,6.9,9.0,29.6,26.1 
28,15.7,6.4,9.8,10.5,7.1,6.7,9.1,11.8,10.7,15.3,27.0,39.6 
29,10.8,,8.5,12.7,6.5,8.0,8.6,10.5,16.9,16.9,13.4,26.3 
30,8.5,,6.1,14.9,13.7,12.0,10.0,8.3,11.6,12.7,9.6,18.3 
31,7.3,,7.4,,13.5,,8.4,8.8,,8.0,,5.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:47:02
  
