dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,11.3,20.1,5.9,7.2,6.0,3.3,8.9,2.7,33.4,4.8,9.7,10.1 
2,8.8,9.3,,8.2,4.8,4.3,6.6,4.0,23.0,7.2,9.5,12.8 
3,6.5,5.1,6.1,7.1,3.8,6.6,5.1,6.2,31.5,5.8,10.5,8.0 
4,3.5,5.1,5.8,8.7,4.6,8.0,2.8,3.3,61.1,5.2,4.4,3.7 
5,9.9,7.0,3.3,6.7,3.9,9.3,2.5,2.0,12.3,4.5,5.7,5.5 
6,8.9,4.5,5.3,6.2,6.8,8.7,2.9,8.5,12.5,5.1,5.3,12.4 
7,4.5,3.2,6.4,7.3,7.8,4.8,6.6,10.8,11.0,7.7,6.5,13.4 
8,1.0,3.0,4.3,3.6,11.5,3.2,9.0,5.3,8.3,4.5,8.3,15.8 
9,2.7,4.3,4.3,4.5,9.7,4.0,6.8,8.6,6.8,56.7,6.7,18.7 
10,0.7,5.6,5.1,5.5,7.0,4.5,10.1,10.1,9.7,81.8,4.7,16.5 
11,4.1,7.8,5.9,6.9,2.9,2.9,11.3,11.3,14.2,25.8,6.4,14.6 
12,7.0,5.4,3.7,2.5,3.2,4.9,10.5,10.2,11.4,19.6,5.5,12.3 
13,8.3,7.3,4.3,4.7,4.0,5.8,5.1,5.5,7.5,33.6,7.1,15.4 
14,8.8,8.0,6.3,4.8,4.7,4.3,6.9,9.5,7.9,18.5,4.0,17.0 
15,13.3,11.6,3.3,5.2,6.5,4.2,9.6,11.1,6.5,19.5,3.3,19.0 
16,18.3,8.7,3.8,4.8,2.3,3.6,9.5,11.0,12.6,49.8,2.7,5.9 
17,19.5,4.6,4.7,5.2,4.4,6.1,12.5,8.2,9.3,19.6,4.4,6.5 
18,16.0,3.0,4.8,3.9,7.2,5.6,8.6,3.7,4.0,6.8,7.5,16.3 
19,3.8,3.8,1.5,4.3,10.2,10.9,7.1,6.5,4.4,3.3,8.5,12.7 
20,4.3,3.7,3.3,5.6,6.6,11.9,5.1,17.6,4.1,3.6,10.2,3.1 
21,5.1,3.7,3.6,5.8,7.1,11.7,5.5,13.7,4.6,4.4,13.9,8.0 
22,3.5,4.8,4.5,4.6,4.4,17.5,9.3,14.5,5.3,2.3,9.7,19.2 
23,5.5,5.2,5.3,4.6,2.5,2.1,5.3,4.8,5.8,6.0,8.1,21.3 
24,7.8,7.7,3.0,4.1,2.7,1.0,3.4,6.6,7.4,6.1,6.2,13.9 
25,8.8,8.5,5.9,2.7,6.9,2.7,4.6,9.2,8.1,7.0,6.7,12.3 
26,11.5,7.3,3.6,2.8,8.3,1.8,1.6,10.2,6.7,8.0,4.6,10.0 
27,8.3,5.5,2.9,3.7,4.6,1.7,4.5,9.8,7.4,5.6,4.1,9.7 
28,12.4,6.9,3.2,5.8,5.3,5.0,8.7,8.2,5.7,5.6,6.9,11.0 
29,14.3,,7.8,6.6,4.6,7.8,6.7,10.9,4.9,4.8,7.2,13.0 
30,12.8,,8.7,6.5,5.6,6.6,5.0,6.8,7.8,5.6,8.6,10.5 
31,14.5,,6.5,,2.7,,2.2,19.7,,10.4,,15.8
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:35:13
  
