dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,15.3,50.3,9.9,12.2,5.2,1.8,7.8,9.4,41.0,8.9,15.8,35.2 
2,11.9,10.5,15.0,11.9,4.5,3.5,10.6,16.0,41.2,10.4,19.0,46.8 
3,9.4,6.6,21.9,6.3,6.6,4.1,8.4,9.9,38.5,9.5,20.8,12.4 
4,4.0,5.8,7.0,13.1,9.5,4.9,18.0,9.8,35.0,9.4,7.6,4.8 
5,5.0,10.3,3.5,11.4,4.9,8.6,7.4,12.1,11.3,12.0,6.5,14.6 
6,10.8,6.7,5.5,8.5,8.5,8.8,4.7,7.1,13.2,17.1,13.8,35.8 
7,11.3,5.0,9.9,4.2,8.7,5.8,8.0,17.2,11.6,21.5,21.5,41.6 
8,1.8,7.0,8.8,3.8,11.9,3.1,5.5,14.0,15.9,14.6,20.8,32.8 
9,2.4,8.6,13.8,6.2,11.0,4.7,6.1,15.9,13.5,16.1,7.0,49.5 
10,4.4,3.7,13.8,5.8,10.0,2.8,7.6,18.2,13.7,17.4,9.8,54.5 
11,5.4,3.5,13.7,9.3,7.0,2.4,8.7,15.0,16.7,45.9,10.8,48.3 
12,7.2,10.0,5.2,6.0,5.3,5.5,9.8,12.1,16.1,15.0,15.3,44.5 
13,10.5,15.7,11.0,3.0,2.2,6.3,9.4,6.0,7.6,29.4,17.7,51.2 
14,16.6,24.0,23.0,3.8,3.5,7.4,11.2,6.4,8.1,21.4,6.8,59.2 
15,20.0,36.6,21.2,6.5,6.0,6.0,11.9,13.5,9.2,19.3,16.9,57.9 
16,22.4,14.8,5.0,11.2,4.7,4.2,7.8,13.2,16.8,28.1,7.2,11.5 
17,28.8,4.3,10.3,10.3,3.5,3.4,9.0,16.0,22.4,30.9,3.0,13.8 
18,27.8,4.2,14.0,4.4,6.1,5.7,10.0,16.7,3.6,30.6,10.5,30.1 
19,4.5,5.4,9.0,7.3,7.2,6.8,9.3,19.6,6.8,6.8,27.9,38.0 
20,5.2,4.6,8.4,6.2,7.0,9.4,6.5,17.3,2.8,3.6,41.0,11.9 
21,5.1,5.7,4.8,6.8,7.1,11.3,7.7,12.5,4.4,7.1,35.3,17.4 
22,3.0,4.7,5.5,6.5,8.5,9.1,9.7,16.8,6.0,8.9,36.6,58.7 
23,4.9,4.9,4.9,4.0,9.4,9.6,8.5,22.0,5.7,13.9,17.3,51.1 
24,9.4,9.6,11.3,2.8,7.2,6.5,7.3,18.5,7.0,23.0,6.5,53.5 
25,16.7,8.0,7.9,2.8,6.6,5.3,9.7,16.5,9.0,26.4,37.1,46.3 
26,17.3,8.5,5.9,4.6,7.0,3.7,6.3,15.2,12.5,26.6,31.3,39.8 
27,20.9,3.9,3.5,5.2,6.4,3.6,7.0,10.2,12.5,29.2,4.5,36.8 
28,25.6,8.1,4.0,4.9,7.4,7.0,6.9,17.1,12.0,32.3,11.6,40.5 
29,28.9,,8.7,5.8,5.8,10.4,7.9,14.9,7.8,21.8,12.3,54.0 
30,32.8,,7.6,9.3,4.1,9.4,8.3,8.2,7.2,14.6,25.8,69.6 
31,40.6,,3.8,,4.0,,6.7,17.9,,11.4,,74.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:39:50
  
