dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,,33.8,,,,,,,241.5,4.0,,15.5 
2,,8.9,,,,,,17.3,335.4,4.1,,17.3 
3,,17.2,,,,,6.5,12.0,498.0,1.8,1.3,12.8 
4,,29.0,,,,,,7.5,358.6,2.0,,18.4 
5,,11.3,,,,,,10.0,212.0,,,24.8 
6,,10.2,,,,,2.2,5.6,21.5,6.2,1.5,22.8 
7,12.9,16.6,,,,,,7.3,11.2,5.8,,21.9 
8,33.0,32.2,,,,6.6,,17.0,28.0,3.3,,22.4 
9,14.0,26.5,,,,,4.0,15.6,28.1,2.8,1.1,24.4 
10,28.6,14.2,,,,,,9.1,21.4,25.4,,19.9 
11,12.1,10.8,,,,,,9.6,27.0,10.3,,23.3 
12,14.9,13.5,,,,,4.0,10.7,24.0,9.5,1.8,28.4 
13,17.6,21.5,,,,,,5.5,34.1,10.8,,27.7 
14,26.4,15.4,,,,,,4.9,21.4,5.6,,32.3 
15,25.3,27.9,,,,,3.3,9.2,29.3,5.2,1.6,33.3 
16,24.7,11.3,,,,,,19.1,36.2,12.8,,18.8 
17,31.0,8.8,,,,,,24.6,30.8,18.1,,19.5 
18,16.1,5.4,,,,,6.5,44.0,2.6,16.7,1.9,20.8 
19,36.8,14.0,,,,,,90.6,3.4,8.1,,25.0 
20,12.2,11.5,,,,,0.9,48.9,1.0,5.1,,12.1 
21,9.6,5.0,,,,2.4,2.6,43.2,3.3,10.3,1.9,21.0 
22,12.0,3.8,,,,,5.2,20.0,2.5,5.7,11.4,32.2 
23,12.2,,,,,,9.3,24.8,5.3,6.7,9.9,24.0 
24,11.5,,,,,4.4,11.0,55.3,5.4,6.3,6.6,27.8 
25,16.8,,,,,,5.4,29.9,5.5,7.3,14.4,30.6 
26,18.8,,,,,,7.3,7.9,5.5,7.8,17.5,15.8 
27,20.6,,,,,3.1,7.2,4.5,4.2,8.9,11.7,15.0 
28,18.5,,,,,2.3,4.5,8.0,6.0,7.9,15.5,19.8 
29,15.4,,,,,,4.1,12.5,4.5,7.3,18.0,16.5 
30,14.8,,,,,3.0,13.6,,3.5,,16.8,22.0 
31,30.9,,,,,,,503.3,,7.5,,24.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:54:20
  
