dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,38.3,12.1,,0.2,10.9,8.5,8.8,8.5,12.2,8.4,4.4,10.5 
2,40.5,7.1,1.2,2.4,5.0,5.7,5.9,7.3,15.1,9.5,8.8,10.7 
3,36.8,9.0,4.4,2.4,0.7,6.0,7.3,,11.8,16.1,12.8,6.9 
4,46.6,12.8,,0.7,1.7,7.0,8.8,,12.2,9.1,25.2,6.5 
5,43.9,16.3,,3.3,0.9,7.7,5.3,14.2,15.8,13.6,33.9,9.7 
6,40.3,6.5,3.3,6.2,1.4,7.6,9.0,22.2,17.5,12.3,64.6,12.4 
7,50.0,9.8,7.1,,4.7,9.3,4.2,21.2,15.8,11.7,46.3,17.9 
8,26.7,1.7,6.8,9.6,5.5,8.0,5.2,14.8,12.5,8.3,52.7,19.0 
9,12.7,2.0,10.8,,,7.7,,15.3,10.8,4.4,48.6,26.5 
10,9.9,4.7,2.9,6.6,2.9,10.3,,8.6,15.7,10.4,35.2,41.4 
11,35.0,6.8,2.9,9.1,2.8,5.5,,8.4,15.9,14.5,21.5,18.0 
12,7.9,9.9,6.0,7.5,4.7,3.8,,8.3,14.7,10.3,13.8,2.2 
13,13.2,13.7,,8.0,6.4,4.5,5.4,6.4,14.0,12.1,26.0,13.1 
14,25.6,16.7,,8.0,9.3,3.2,,3.8,7.2,14.2,17.2,11.6 
15,19.9,27.4,8.9,9.0,7.5,4.8,,6.7,8.8,7.4,14.8,12.8 
16,25.0,9.8,,7.0,4.3,5.2,6.2,6.1,8.8,6.0,21.5,7.3 
17,45.9,6.6,,6.4,4.6,6.8,,4.4,8.7,6.4,17.4,3.9 
18,23.8,9.7,2.4,3.8,1.1,3.3,5.1,10.2,6.0,9.7,21.2,7.5 
19,38.8,5.0,4.5,5.7,1.5,2.0,5.5,9.7,8.7,8.9,15.2,7.3 
20,43.0,7.1,7.4,6.3,2.9,3.8,4.5,7.9,8.1,6.3,18.6,11.1 
21,20.6,10.4,7.5,6.9,,1.8,4.8,8.2,6.8,5.7,16.3,13.4 
22,26.3,12.0,10.1,3.7,,6.9,4.1,6.5,10.5,7.1,20.6,9.7 
23,53.7,6.9,7.5,2.2,4.4,7.7,3.3,5.8,10.8,7.7,10.4,10.3 
24,36.5,8.1,8.3,4.3,3.7,3.8,4.3,5.7,8.2,14.5,10.3,12.8 
25,25.4,16.4,4.1,,4.6,3.3,6.3,8.3,6.2,5.0,23.8,3.5 
26,23.9,6.5,1.0,2.8,4.8,,7.8,9.0,8.7,5.0,24.7,11.0 
27,20.3,2.3,4.1,4.0,4.2,,7.0,10.0,8.2,4.1,32.2,15.6 
28,15.8,0.1,7.9,8.3,4.5,3.0,4.8,10.0,8.8,7.7,41.7,34.3 
29,11.5,,2.8,8.5,4.2,2.5,6.3,11.6,12.0,11.2,27.7,20.4 
30,3.1,,2.9,10.4,4.6,4.8,6.7,5.3,10.9,20.4,4.5,17.9 
31,3.7,,2.2,,8.9,,7.5,5.2,,10.2,,12.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:05:59
  
