dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,23.0,12.0,6.9,9.8,10.2,6.1,5.7,9.2,9.0,7.2,7.3,5.4 
2,18.5,14.7,10.0,7.8,11.8,8.4,2.6,9.5,13.2,4.8,7.2,4.5 
3,30.3,18.1,12.5,11.2,7.9,12.7,14.2,13.3,14.0,,5.9,4.4 
4,30.0,17.3,10.4,8.5,10.4,11.6,10.7,13.0,12.0,3.7,6.3,4.5 
5,10.7,12.8,10.3,7.1,8.8,9.8,8.7,6.4,10.5,4.8,5.6,5.1 
6,13.3,9.0,10.0,3.5,5.3,9.0,6.0,5.9,,3.2,6.6,7.0 
7,24.7,16.8,7.6,8.0,6.9,8.7,,7.1,,3.4,6.6,7.8 
8,8.6,17.1,7.5,8.9,6.9,7.8,,13.5,,6.3,29.7,9.5 
9,5.8,13.6,6.3,8.3,6.8,4.5,,11.5,,6.7,43.3,15.7 
10,11.0,9.1,11.3,5.9,9.8,4.5,7.1,9.3,,7.8,70.3,20.0 
11,14.9,8.5,11.2,5.0,9.0,6.1,6.6,7.8,8.2,,54.2,8.1 
12,15.8,7.5,7.7,8.4,10.0,11.5,5.1,10.8,6.3,,68.7,8.0 
13,15.5,9.9,3.4,10.0,8.8,12.1,4.3,12.8,5.8,7.8,74.0,10.4 
14,22.4,14.2,5.7,10.3,4.6,12.5,4.2,7.4,5.7,5.8,49.5,12.7 
15,22.7,12.5,7.0,8.5,5.0,12.7,6.4,12.9,3.7,3.2,93.1,7.9 
16,17.8,13.1,6.3,6.9,4.7,10.6,6.3,16.8,3.5,4.9,118.0,8.1 
17,17.5,13.7,8.8,7.6,5.8,10.8,5.7,13.5,5.2,11.0,109.1,5.2 
18,17.1,9.0,9.0,8.0,6.9,8.6,8.3,13.9,8.4,12.5,93.8,5.8 
19,13.5,15.7,8.5,9.6,10.3,7.0,7.1,18.4,11.4,,74.7,5.1 
20,17.5,11.2,7.6,10.2,10.0,5.5,8.4,23.4,11.5,13.8,45.3,8.9 
21,14.2,11.4,4.0,10.7,11.6,8.0,7.7,13.0,12.7,11.8,15.5,10.3 
22,10.5,13.8,3.3,10.4,10.7,11.5,9.3,20.3,8.3,10.0,4.3,6.5 
23,13.2,15.4,8.4,17.2,5.0,11.8,8.6,25.4,8.7,7.6,2.6,7.7 
24,11.0,13.3,6.6,14.4,3.2,6.8,10.0,17.1,13.3,6.2,2.6,7.1 
25,11.4,9.1,7.2,12.3,3.4,4.6,10.1,14.2,12.1,5.4,5.2,4.1 
26,10.8,8.0,7.0,11.2,6.1,10.9,6.4,11.5,10.5,8.2,5.4,4.9 
27,11.3,8.4,7.1,10.4,8.4,12.2,7.4,13.2,7.2,5.8,6.9,4.5 
28,13.2,9.0,10.3,7.3,12.0,11.4,6.5,6.6,7.9,2.6,6.0,2.9 
29,16.0,,7.8,4.7,16.3,12.5,5.7,9.3,7.0,5.3,3.7,8.6 
30,13.8,,8.3,9.4,13.6,12.4,7.0,10.7,3.5,,6.1,10.0 
31,14.3,,9.5,,7.3,,9.2,6.9,,5.1,,2.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:10:58
  
