dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,11.8,1.7,2.3,4.6,5.4,4.7,,13.2,4.4,5.2,2.0,5.0 
2,15.0,3.2,1.3,5.3,6.1,4.5,5.8,11.5,6.3,2.5,2.8,3.7 
3,4.0,3.8,0.3,5.2,6.3,5.1,,12.8,6.9,2.5,2.8,4.0 
4,7.1,3.5,1.9,3.4,2.9,3.0,,10.0,6.2,3.6,5.0,4.6 
5,0.3,2.3,-0.6,2.4,2.8,5.5,3.0,7.3,7.8,3.8,6.4,3.5 
6,0.9,7.3,2.2,4.4,4.1,0.8,5.2,12.5,10.0,4.6,4.6,3.7 
7,0.9,3.2,1.3,7.0,1.5,0.0,3.8,8.2,11.8,2.7,2.0,6.6 
8,5.6,3.0,3.3,6.1,0.4,3.6,2.4,11.2,7.8,1.5,5.7,3.2 
9,4.2,3.0,0.2,2.6,3.4,2.7,,5.7,9.4,3.7,7.2,3.1 
10,6.1,6.2,2.8,0.5,3.5,3.2,,20.4,7.8,4.0,5.1,0.1 
11,3.3,4.6,0.7,0.8,3.3,4.8,3.5,17.3,5.5,3.5,8.8,4.4 
12,4.3,8.8,2.3,3.3,4.8,6.8,4.5,7.5,7.4,4.0,3.9,6.9 
13,2.7,5.8,2.3,4.3,2.8,6.0,8.3,9.7,6.7,3.0,5.1,5.3 
14,3.6,6.3,1.5,3.9,0.8,4.0,8.5,5.7,6.4,1.1,5.9,2.3 
15,3.3,2.6,5.0,5.4,2.2,2.3,4.8,3.7,9.3,1.4,,-1.5 
16,4.9,2.6,4.3,2.1,2.4,-0.2,4.3,5.5,7.5,1.7,2.0,2.0 
17,1.2,2.7,2.1,2.0,7.8,1.4,4.9,7.8,7.8,3.6,2.3,2.8 
18,1.3,2.3,3.9,3.2,7.3,2.5,4.6,4.6,5.8,5.7,4.8,2.5 
19,2.1,2.1,4.7,1.2,6.7,2.3,4.8,17.7,7.7,3.6,3.5,2.9 
20,2.7,4.1,-1.0,0.5,2.7,3.4,4.4,6.4,8.2,3.3,1.2,3.6 
21,1.8,3.9,2.6,2.2,3.4,5.9,5.2,6.0,8.8,4.0,1.9,5.8 
22,1.8,3.4,3.6,-0.3,0.0,8.0,3.4,5.6,4.2,3.8,2.0,3.4 
23,3.5,0.4,5.5,1.2,1.0,5.1,9.0,5.7,4.3,5.0,4.7,3.3 
24,2.1,3.9,2.9,4.3,1.0,2.8,13.7,6.3,4.4,3.9,3.6,1.2 
25,3.3,5.0,5.9,2.7,0.6,5.9,13.3,5.4,3.7,,3.7,3.2 
26,1.8,5.0,4.9,4.2,4.4,6.5,22.0,5.0,3.9,,1.8,5.9 
27,6.4,4.6,1.9,4.4,7.0,6.4,13.0,7.8,4.5,2.2,0.0,2.5 
28,5.0,3.8,5.1,5.8,9.5,9.1,11.6,7.2,3.4,0.7,2.0,1.9 
29,2.5,1.3,1.5,3.5,6.7,9.1,11.8,7.5,8.1,-0.5,2.5,3.6 
30,2.1,,1.3,5.8,6.8,,13.3,5.3,12.3,1.2,2.9,4.9 
31,2.7,,4.7,,5.9,,12.0,5.0,,1.0,,4.8
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 23:31:04
  
