dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,21.9,9.8,4.0,6.1,8.1,5.2,5.6,16.9,8.3,8.5,8.4,11.0 
2,16.4,8.7,8.2,5.7,7.9,5.4,6.7,13.4,19.3,3.5,6.9,10.2 
3,15.6,10.3,9.1,8.2,8.6,3.9,11.0,28.3,20.5,1.9,7.5,10.1 
4,3.3,8.5,8.2,7.4,7.2,4.6,9.1,15.1,14.8,4.4,7.0,7.8 
5,3.0,9.2,8.4,9.6,4.7,4.9,5.2,3.6,13.6,7.6,8.5,9.9 
6,11.0,8.1,10.7,2.3,3.7,5.0,5.9,5.0,16.2,4.9,9.1,12.7 
7,14.6,11.4,8.5,7.0,6.3,5.5,5.2,35.3,19.9,6.7,10.9,13.9 
8,13.3,9.3,7.7,6.5,4.6,6.5,4.8,59.5,13.6,5.4,28.1,22.6 
9,5.0,7.8,6.5,10.0,4.6,2.5,5.4,38.5,5.8,5.0,263.3,18.3 
10,11.1,8.6,5.1,6.1,6.6,2.8,4.4,16.5,5.7,7.0,198.0,13.6 
11,8.0,10.3,4.3,7.7,6.7,2.8,5.8,5.7,5.8,6.8,106.0,11.0 
12,8.2,10.3,7.0,8.7,7.5,4.7,5.2,37.2,5.5,8.1,49.7,10.5 
13,8.6,12.2,4.3,10.3,6.6,3.4,5.6,38.4,5.2,7.3,70.5,16.5 
14,15.9,10.8,3.9,9.2,4.2,5.0,9.1,27.6,5.7,7.7,54.2,12.0 
15,12.9,12.6,8.9,8.0,3.4,7.0,4.9,15.6,4.3,9.3,40.9,8.7 
16,7.4,14.0,5.8,5.4,3.3,5.5,6.0,18.3,4.9,7.5,53.5,13.6 
17,6.4,9.8,7.0,6.0,4.0,7.8,6.0,25.5,5.2,9.1,64.7,9.4 
18,2.4,6.1,6.7,7.0,5.3,4.8,7.4,50.5,8.8,10.7,68.5,8.7 
19,7.3,7.3,8.1,7.2,6.5,4.0,10.2,52.0,10.5,13.5,59.6,8.0 
20,10.0,14.1,7.1,8.8,5.6,2.3,11.0,39.8,10.7,11.0,48.0,10.7 
21,11.2,11.8,2.1,6.9,6.4,3.7,8.0,19.5,10.3,9.7,11.3,9.4 
22,6.4,8.6,4.4,7.8,6.4,3.9,7.9,13.0,6.5,10.7,7.3,11.1 
23,9.4,8.7,8.7,9.5,2.6,5.3,6.1,16.5,5.7,9.8,7.5,13.4 
24,7.9,13.0,8.6,9.3,2.6,5.0,15.2,19.5,8.1,8.2,5.2,9.9 
25,10.6,12.8,7.5,8.8,1.8,2.6,21.3,23.0,7.6,7.0,8.9,10.1 
26,9.4,6.1,8.2,8.9,2.8,6.0,10.8,15.9,7.4,8.2,11.0,7.3 
27,11.4,11.1,8.8,9.3,5.1,7.8,36.3,18.6,8.2,4.0,11.9,9.5 
28,6.9,12.8,6.5,4.9,6.6,7.6,18.0,12.8,8.6,5.4,6.0,15.3 
29,9.8,,5.8,2.8,8.8,6.3,,9.7,6.8,9.2,3.6,18.6 
30,9.7,,8.3,6.7,7.5,5.2,9.8,11.3,7.3,8.8,10.1,10.7 
31,9.6,,7.7,,3.4,,31.4,8.4,,9.1,,10.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:03:09
  
