dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,21.4,36.0,5.2,2.3,13.3,7.8,12.9,12.3,9.6,7.2,7.7,25.0 
2,14.7,31.5,6.1,2.0,8.7,6.3,12.8,11.0,7.8,10.1,3.3,26.8 
3,21.4,36.2,9.7,6.6,10.9,8.7,11.7,12.4,5.7,8.9,5.8,17.1 
4,24.7,21.5,10.6,7.5,10.5,9.0,15.7,11.6,7.3,7.5,10.6,7.0 
5,26.3,6.2,11.0,2.2,10.2,10.8,11.3,11.0,7.0,10.1,18.2,13.1 
6,43.3,6.2,10.0,3.9,10.2,10.4,9.3,15.7,8.0,8.6,18.5,19.2 
7,47.0,11.8,15.9,0.3,8.1,9.2,8.8,15.7,11.3,13.7,17.9,22.5 
8,52.7,5.9,12.5,2.3,6.1,12.3,10.9,17.1,15.1,15.8,14.5,26.5 
9,55.2,3.9,11.3,12.3,11.2,11.0,8.6,14.8,18.5,16.4,3.3,26.1 
10,62.1,11.9,13.6,,10.1,10.8,9.4,4.9,17.5,12.4,6.5,43.8 
11,58.6,15.1,16.3,,6.8,13.2,9.0,3.5,20.2,5.4,15.6,12.5 
12,54.7,17.9,11.5,6.2,9.0,12.9,9.6,3.5,18.4,12.5,15.4,11.7 
13,54.2,21.2,20.0,,5.1,13.3,9.0,5.7,26.7,12.6,23.8,14.3 
14,33.2,22.9,12.3,,4.4,16.0,8.7,2.4,15.4,12.3,31.7,8.0 
15,22.2,18.2,4.5,7.7,6.5,15.0,8.8,8.9,7.2,10.8,20.8,17.3 
16,22.5,18.9,7.3,9.9,7.1,16.0,11.7,20.3,4.7,14.6,7.8,21.5 
17,33.3,21.2,,8.7,6.2,13.3,10.9,18.1,7.1,7.3,13.3,28.7 
18,29.9,21.4,6.7,10.5,5.3,12.5,10.5,25.8,7.4,3.4,13.1,24.9 
19,22.7,26.2,8.7,11.3,9.5,7.2,11.8,17.1,10.6,4.5,22.2,29.0 
20,13.7,17.9,12.5,11.9,7.5,7.8,11.8,13.7,14.0,8.4,29.0,12.7 
21,12.1,29.1,6.2,9.4,7.5,8.4,12.2,18.4,12.3,10.0,33.0,9.9 
22,20.9,20.3,5.6,11.6,5.0,8.2,9.8,12.8,8.3,11.7,26.0, 
23,26.2,7.8,4.4,12.4,7.7,10.1,10.1,12.8,8.7,14.9,31.4,6.2 
24,25.1,11.2,,8.4,8.7,10.6,9.8,9.9,12.0,15.0,14.6,13.5 
25,20.5,14.6,5.1,4.3,6.8,14.1,8.0,9.7,13.5,10.8,7.8,12.9 
26,24.6,17.5,10.9,6.7,5.0,15.4,7.8,8.4,4.8,12.0,16.2,17.7 
27,13.8,11.7,4.0,14.0,8.7,13.4,11.0,9.8,9.1,14.5,18.7,32.6 
28,22.6,4.7,6.2,13.7,9.3,9.1,11.8,8.5,13.3,6.7,20.3,20.8 
29,32.3,,4.4,8.3,10.0,9.3,15.4,3.3,11.8,9.4,20.8,18.1 
30,29.7,,8.6,12.2,10.6,13.0,17.7,3.3,11.4,20.8,19.9,20.1 
31,40.0,,4.2,,9.8,,13.9,7.7,,22.8,,32.4
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:58:36
  
