dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,11.0,35.8,11.0,4.6,2.9,3.6,11.2,11.6,47.3,5.8,19.8,26.4 
2,5.6,20.1,14.0,5.8,2.2,4.8,10.5,19.8,39.4,5.4,17.3,37.0 
3,6.0,5.8,14.0,5.0,4.9,6.4,6.5,13.0,33.5,7.4,22.0,11.3 
4,5.6,4.0,8.8,12.8,6.5,8.0,17.8,11.0,36.5,11.3,12.8,8.3 
5,4.7,8.5,6.8,8.5,3.4,7.6,18.8,10.8,19.2,20.2,11.7,12.9 
6,6.1,8.6,7.1,5.4,5.9,8.3,10.2,10.0,12.8,14.5,16.2,28.6 
7,8.3,9.8,11.2,3.2,5.9,7.6,9.0,18.4,10.9,16.1,17.1,29.8 
8,1.0,11.0,15.5,4.1,8.4,2.2,12.9,12.5,13.8,15.0,25.5,38.2 
9,8.7,11.3,14.1,4.0,8.8,3.8,12.0,14.2,11.8,20.5,10.4,38.5 
10,1.0,9.3,16.6,5.5,9.3,3.4,13.7,16.2,13.5,31.5,12.5,35.5 
11,13.5,5.0,16.5,6.8,3.2,2.9,13.5,15.0,13.2,23.3,15.7,23.4 
12,9.6,7.5,13.3,4.0,2.7,4.8,11.7,15.5,13.4,12.4,15.0,23.9 
13,7.1,15.1,16.0,1.9,2.0,5.4,12.3,10.5,7.5,15.8,11.8,27.8 
14,18.0,19.8,15.0,2.1,4.5,6.6,10.3,7.9,8.0,9.1,11.8,33.9 
15,24.8,25.3,8.0,4.8,4.0,4.4,13.7,13.0,13.7,19.0,17.2,34.8 
16,26.8,14.3,4.4,6.8,4.4,2.1,9.6,11.9,17.2,19.5,9.5,9.1 
17,26.2,11.6,9.8,6.0,2.5,1.0,11.6,13.2,18.3,26.8,8.7,13.9 
18,23.6,10.8,9.1,2.5,2.8,3.0,13.1,12.3,4.7,31.6,16.5,32.8 
19,10.6,8.4,7.8,5.1,2.6,7.3,13.2,14.3,10.2,6.8,21.2,30.5 
20,7.8,8.8,7.5,3.7,6.1,11.0,11.5,17.0,5.4,6.0,19.8,10.8 
21,8.6,9.6,6.3,3.9,7.3,9.5,7.8,12.1,4.7,7.6,14.3,10.9 
22,8.0,8.1,4.3,4.1,7.0,6.6,9.2,14.1,4.7,12.4,20.3,31.8 
23,9.5,10.3,4.1,4.7,9.0,10.5,10.3,15.9,4.0,7.3,27.0,28.5 
24,13.4,12.2,7.4,2.3,6.1,7.5,8.1,17.7,3.8,21.1,18.8,29.3 
25,17.3,11.7,6.9,3.0,4.9,4.9,11.8,12.2,5.8,17.1,23.2,25.3 
26,12.3,10.0,4.3,3.1,5.8,2.1,9.4,11.6,5.1,18.2,27.0,32.1 
27,11.4,15.2,4.0,2.7,5.5,2.6,10.0,9.1,7.8,19.4,10.5,23.7 
28,22.0,14.0,3.5,3.5,6.9,6.1,14.2,8.2,11.2,18.1,13.5,28.6 
29,30.3,,6.5,5.1,7.6,11.2,12.0,11.4,8.4,15.8,16.3,21.3 
30,32.3,,7.7,6.0,6.7,9.2,9.9,8.7,12.2,11.5,23.8,27.1 
31,27.3,,2.7,,4.3,,9.5,26.6,,14.2,,31.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:43:34
  
