dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,4.0,5.0,2.2,2.9,4.6,10.0,5.4,15.4,4.1,5.4,1.8,4.8 
2,4.0,3.9,2.9,3.1,5.9,7.1,6.7,19.5,6.0,2.1,3.4,4.8 
3,3.5,3.6,4.2,3.3,9.6,7.0,5.9,6.6,7.7,3.0,3.4,2.6 
4,6.3,4.0,5.2,4.3,13.2,8.2,6.3,6.7,8.4,3.1,3.6,7.1 
5,2.0,5.7,4.6,5.0,14.1,8.5,9.1,10.9,6.3,3.0,2.9,8.1 
6,3.8,9.4,10.0,5.1,16.4,8.5,9.3,10.0,5.7,2.3,3.1,8.1 
7,3.8,5.4,15.3,6.9,4.3,7.3,5.1,6.7,,2.6,3.2,7.8 
8,4.5,2.9,2.1,6.4,7.8,13.7,5.2,7.9,5.0,4.8,3.9,7.3 
9,4.0,1.7,3.7,5.1,7.6,10.3,5.9,13.0,3.0,6.2,2.5,7.0 
10,3.0,3.5,11.8,5.1,91.5,21.6,5.8,7.1,4.6,4.0,3.3,6.8 
11,2.7,1.9,6.1,7.0,29.0,11.6,5.5,9.4,8.0,3.9,5.3,6.8 
12,2.7,3.3,8.0,4.3,5.0,12.4,6.7,8.0,6.2,15.7,9.6,4.7 
13,2.5,2.9,4.8,21.9,5.1,17.5,3.7,5.0,5.9,2.5,9.1,2.3 
14,3.5,2.3,4.3,9.0,5.1,9.0,6.3,4.7,6.0,5.0,3.5,2.3 
15,3.5,1.4,6.0,7.7,17.2,14.0,12.5,6.0,5.5,10.0,22.7,3.8 
16,4.5,3.9,7.1,8.6,12.6,16.0,5.1,3.3,6.3,10.3,20.0,5.9 
17,3.6,4.0,95.7,7.6,13.3,27.5,6.6,2.6,7.4,9.6,5.2,8.4 
18,3.2,2.5,4.4,10.7,10.4,82.5,5.3,13.3,3.3,6.8,5.2,5.2 
19,3.4,6.6,3.1,10.9,12.2,13.9,5.0,13.9,11.3,4.5,4.3,6.3 
20,4.0,3.9,3.6,10.8,6.6,8.0,4.7,8.1,3.7,3.2,5.2,6.6 
21,4.8,4.4,5.5,15.2,3.4,4.3,7.9,5.0,4.0,4.0,4.8,6.7 
22,4.1,3.4,5.2,46.0,14.0,5.0,5.3,10.4,5.3,4.3,16.0,4.2 
23,2.6,4.6,5.0,7.0,7.0,4.9,5.0,6.3,5.0,5.8,13.7,2.4 
24,3.8,4.6,5.0,6.3,8.5,7.9,3.4,6.0,3.8,6.8,9.7,5.0 
25,3.2,5.0,7.1,13.0,6.4,6.0,4.0,5.7,3.6,5.4,9.0,52.0 
26,3.6,5.1,6.0,12.2,8.0,27.3,4.0,5.9,5.0,3.0,3.8,3.1 
27,2.8,2.6,2.6,4.3,5.4,4.5,6.4,6.0,5.5,3.1,6.7,3.9 
28,3.0,2.7,4.4,6.6,7.4,5.9,21.3,5.3,7.0,4.2,11.0,14.0 
29,4.4,,7.4,5.6,7.5,5.4,7.8,4.1,3.1,3.3,6.8,4.7 
30,12.2,,14.1,5.5,6.0,5.5,71.6,5.0,3.3,3.3,5.7,8.0 
31,3.6,,5.8,,7.8,,10.8,3.1,,5.3,,161.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:48:39
  
