dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,19.7,31.4,9.7,9.4,7.3,12.0,16.3,17.4,47.1,12.2,21.8,28.8 
2,10.3,15.3,12.0,10.3,7.5,8.7,17.6,21.8,35.1,9.5,14.4,32.1 
3,2.6,8.6,21.4,11.4,7.8,10.4,13.1,17.0,34.3,9.6,19.4,18.9 
4,5.7,7.3,8.0,15.8,9.5,10.8,13.3,13.3,31.8,7.7,7.3,10.0 
5,4.8,9.5,7.5,15.2,6.5,9.0,20.7,14.2,21.1,12.2,8.8,19.8 
6,9.5,7.6,8.3,12.2,8.8,10.6,8.8,13.3,19.9,10.5,11.2,31.7 
7,7.2,6.5,11.8,10.1,7.5,13.0,10.7,18.9,16.9,16.7,12.1,24.7 
8,2.2,7.5,12.5,8.6,10.2,6.8,10.3,19.4,18.4,13.9,23.1,33.7 
9,0.1,8.2,11.0,9.4,10.6,8.0,11.8,16.9,18.1,32.8,6.3,41.3 
10,1.0,6.9,12.4,10.5,14.0,7.8,11.1,17.2,15.8,60.5,6.7,38.3 
11,2.7,7.2,17.8,11.5,6.5,6.0,11.9,16.3,17.5,52.6,11.9,28.2 
12,12.9,6.8,11.3,9.0,6.6,7.1,13.6,17.0,17.5,7.4,11.8,28.3 
13,17.2,12.6,16.3,9.2,5.5,8.5,13.7,16.1,16.0,18.6,10.4,28.3 
14,23.9,14.9,15.6,9.4,6.2,9.2,15.9,11.7,13.2,7.8,11.1,27.4 
15,24.0,20.7,8.5,9.5,7.3,7.2,15.5,18.8,24.3,12.5,13.0,22.7 
16,31.6,12.3,6.3,10.8,8.8,6.7,11.2,18.7,26.7,18.3,8.6,5.3 
17,38.9,8.7,7.2,9.6,6.4,5.3,15.0,18.9,26.3,19.3,9.1,9.2 
18,16.3,8.6,8.4,6.5,6.7,6.5,15.8,18.9,12.9,24.0,20.4,24.6 
19,6.0,9.4,7.8,9.9,6.8,11.9,14.6,22.6,11.6,13.0,31.3,21.5 
20,4.4,8.1,9.3,9.1,9.7,17.2,16.4,25.1,7.8,15.0,18.3,6.9 
21,5.0,9.9,6.2,7.5,9.4,11.0,16.9,21.9,24.9,8.6,14.9,12.5 
22,3.7,8.3,5.4,10.2,10.5,12.4,11.8,21.3,7.3,5.5,30.1,26.7 
23,3.5,10.0,6.0,8.8,12.2,18.2,8.8,20.1,6.6,9.2,18.6,35.3 
24,8.4,10.7,7.9,6.8,10.5,19.0,8.3,23.8,7.4,12.8,18.3,28.2 
25,17.8,40.6,7.4,7.8,12.3,15.3,17.0,15.9,6.9,19.6,19.5,30.9 
26,15.4,32.1,6.7,7.6,13.4,12.7,13.7,10.3,6.6,21.8,20.4,32.5 
27,11.5,8.2,5.0,7.0,15.3,12.5,11.5,8.2,7.7,16.2,12.0,25.3 
28,17.5,14.2,5.1,6.3,15.2,6.9,9.6,10.2,10.0,18.7,12.4,28.0 
29,23.3,,9.3,7.6,16.8,9.4,11.3,10.1,20.4,18.4,11.3,24.8 
30,24.9,,11.9,7.5,16.6,16.3,10.4,14.4,13.9,15.0,21.3,33.5 
31,25.4,,9.0,,12.7,,10.8,35.1,,13.6,,39.1
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 17:52:50
  
