dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,26.8,11.5,10.3,20.4,13.1,26.7,20.4,24.5,19.0,19.7,16.0,22.2 
2,29.1,13.0,6.1,37.4,12.7,15.4,19.2,23.4,18.4,15.1,17.9,14.2 
3,40.0,29.3,9.0,10.2,17.4,15.3,18.5,22.1,14.9,16.6,10.2,16.4 
4,31.5,52.8,10.7,11.4,15.0,17.5,22.5,22.8,13.6,11.4,11.1,29.1 
5,12.3,48.0,11.3,16.1,12.0,16.0,73.4,16.7,17.0,11.1,12.9,17.0 
6,19.3,33.0,6.6,9.1,10.6,17.5,22.8,20.7,16.9,17.5,12.8,16.4 
7,12.2,29.1,20.7,7.0,11.4,22.3,11.4,22.4,14.0,18.7,12.4,18.2 
8,15.0,14.1,13.3,12.5,10.1,20.6,11.8,18.5,17.2,23.8,11.6,15.4 
9,37.8,13.2,26.6,9.0,15.9,21.3,13.0,19.9,20.4,21.7,14.4,28.9 
10,45.1,12.8,18.4,15.0,18.3,19.1,12.2,17.9,18.3,10.8,13.4,35.3 
11,36.3,17.6,27.8,16.9,17.5,21.8,12.4,17.9,18.5,10.3,14.1,18.1 
12,27.2,7.3,10.7,15.0,17.0,28.8,13.5,18.6,13.2,15.4,13.1,17.3 
13,30.2,9.0,4.2,21.0,15.2,19.8,12.5,20.0,12.5,16.5,14.2,10.7 
14,8.1,53.5,8.0,24.3,10.7,24.5,15.0,17.5,9.5,18.7,16.0,13.4 
15,10.2,14.8,7.7,17.4,10.3,28.9,17.5,16.3,7.7,17.3,16.3,10.2 
16,10.3,21.7,30.3,9.6,13.0,29.2,20.3,25.8,9.2,22.3,10.4,12.9 
17,11.0,41.2,13.4,11.3,14.2,34.3,20.3,22.4,14.4,21.0,12.4,17.8 
18,21.0,41.8,15.1,14.6,11.0,28.1,15.4,20.5,16.4,16.8,19.6,17.3 
19,30.0,49.0,24.0,27.8,12.0,26.4,10.8,21.9,18.3,13.0,15.0,18.5 
20,49.1,49.4,27.4,21.1,12.4,56.8,13.8,28.4,15.5,15.1,12.4,17.3 
21,35.3,23.2,25.9,16.8,9.7,27.5,16.7,30.5,14.0,16.3,9.9,25.0 
22,2.7,11.8,23.5,12.8,7.8,24.1,15.2,24.9,18.8,15.8,12.9,15.1 
23,3.8,8.9,17.1,16.9,10.5,20.5,50.2,20.7,29.8,19.9,14.7,15.5 
24,5.7,10.2,14.6,12.0,14.5,24.1,16.7,20.8,29.3,15.5,16.4,18.8 
25,14.9,12.0,39.4,11.8,17.8,25.7,12.0,20.8,24.4,9.8,15.5,13.6 
26,14.8,18.4,18.3,15.5,22.4,25.5,11.0,22.5,21.6,14.4,14.9,6.0 
27,17.5,17.8,11.0,9.9,24.9,20.4,16.6,22.1,18.5,21.1,18.7,12.1 
28,17.6,6.0,12.4,11.1,24.1,18.0,21.1,20.0,20.3,24.5,16.3,19.9 
29,10.1,,14.5,12.0,29.5,35.4,26.8,18.3,17.3,18.8,16.3,19.8 
30,10.7,,18.7,13.8,33.0,21.1,27.9,14.9,22.3,11.9,21.4,21.6 
31,14.8,,18.3,,27.5,,24.4,18.4,,12.9,,22.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 23:39:53
  
