dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,49.3,18.7,7.8,12.5,7.7,10.3,11.8,25.2,20.4,12.8,11.9,7.3 
2,31.7,20.4,5.8,9.0,11.2,11.1,16.2,24.6,22.7,12.6,18.5,14.0 
3,40.0,13.9,7.3,10.0,11.0,12.0,20.5,31.3,22.3,10.3,4.6,11.8 
4,25.6,28.6,8.7,12.8,11.5,11.8,22.9,56.0,21.7,5.6,12.1,14.1 
5,20.0,21.9,8.2,9.7,11.5,10.5,16.2,15.5,19.6,7.8,5.3,11.8 
6,13.0,5.7,13.6,6.7,8.6,11.8,13.4,56.3,16.5,5.3,6.5,11.2 
7,14.9,12.8,14.5,8.1,9.0,10.8,10.9,44.5,16.7,15.3,9.6,20.6 
8,12.2,19.2,6.6,7.2,8.8,12.6,11.7,41.4,15.2,6.8,27.2,25.3 
9,6.1,18.6,10.5,10.0,6.5,7.5,13.9,59.9,13.6,9.5,38.0,32.9 
10,8.1,11.9,15.8,10.6,9.5,5.1,10.5,41.0,34.8,9.0,188.5,18.5 
11,15.2,10.3,15.5,6.8,7.8,7.5,10.6,16.3,16.2,9.2,64.5,21.7 
12,16.8,9.0,11.0,7.0,6.8,11.1,10.9,16.7,12.5,7.9,114.8,15.1 
13,18.3,9.8,6.4,9.0,9.8,12.2,12.9,32.9,10.6,9.7,184.0,31.3 
14,15.3,13.5,4.6,9.8,9.1,,11.2,13.8,9.5,6.6,176.1,26.2 
15,16.5,10.3,6.0,7.7,8.5,,10.3,17.9,7.8,7.5,285.1,17.3 
16,16.5,21.3,5.8,7.5,7.2,,14.6,19.0,7.8,7.9,221.7,14.0 
17,18.5,19.8,6.5,7.0,7.6,,11.9,16.4,8.3,16.8,190.1,7.4 
18,26.5,8.4,10.0,9.2,9.9,,13.3,14.0,9.6,18.0,142.4,9.3 
19,8.2,9.0,11.3,6.9,10.5,,14.2,25.1,15.5,21.7,95.4,10.7 
20,12.8,9.3,9.8,7.5,10.8,10.5,12.8,28.2,13.0,20.1,48.8,16.3 
21,16.3,12.0,8.2,10.3,12.3,10.4,12.1,23.2,16.5,15.5,23.8,12.5 
22,9.8,14.2,6.4,9.8,12.5,12.7,11.8,23.4,13.8,17.0,7.5,9.8 
23,10.3,12.5,6.1,11.3,7.5,8.4,11.9,28.8,11.0,17.7,5.9,12.5 
24,16.0,14.7,6.1,12.7,7.3,9.3,13.2,32.9,12.3,16.3,9.9,12.1 
25,6.3,8.6,7.3,13.0,7.0,10.8,16.4,33.5,12.3,17.0,13.8,6.5 
26,17.2,6.5,6.1,11.2,7.9,14.2,22.5,20.4,23.7,18.6,19.3,12.0 
27,13.8,5.4,5.0,8.3,9.8,14.8,19.2,19.7,16.0,16.9,20.4,7.8 
28,15.7,12.3,6.4,8.4,9.3,15.5,24.7,14.8,12.8,6.8,8.0,5.4 
29,21.8,,8.5,6.9,11.8,9.6,23.4,13.0,8.1,5.2,6.4,17.6 
30,20.5,,11.3,7.9,14.4,6.7,23.3,16.3,8.7,5.3,10.5,27.6 
31,17.5,,13.2,,10.1,,26.1,15.0,,8.0,,6.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:43:09
  
