dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,49.1,49.2,30.4,18.0,11.1,10.2,9.8,11.3,19.6,9.1,25.1,33.1 
2,49.8,48.0,22.8,20.4,12.3,11.4,9.7,11.5,15.1,10.8,52.0,32.5 
3,57.6,30.9,17.4,32.0,15.2,11.1,15.6,11.1,16.3,13.6,54.6,28.9 
4,53.5,55.9,21.8,30.2,13.9,9.8,12.8,15.3,8.3,9.9,52.1,38.9 
5,37.1,51.0,25.0,39.6,10.3,10.3,10.2,23.1,10.2,9.3,43.8,49.6 
6,39.7,19.8,17.5,34.5,9.4,9.8,11.4,28.1,12.1,8.1,49.3,43.0 
7,52.5,14.5,19.0,25.8,17.5,8.5,14.8,32.9,7.0,8.5,40.1,66.5 
8,67.3,22.7,29.5,24.3,10.0,9.3,16.0,28.8,8.6,9.5,40.9,88.3 
9,47.0,34.7,21.7,21.3,8.3,13.2,12.0,17.5,14.6,12.1,32.3,90.9 
10,62.5,32.4,17.8,17.4,11.2,11.7,11.9,14.9,12.3,12.3,44.5,51.1 
11,37.3,54.4,11.0,13.7,12.7,8.7,12.1,13.5,11.3,10.9,42.1,21.1 
12,43.9,48.3,19.7,14.2,12.9,9.7,12.9,12.0,7.4,11.1,50.3,37.2 
13,51.8,26.8,28.2,45.0,8.7,9.0,14.1,13.4,6.7,13.0,31.5,30.8 
14,51.4,14.0,31.5,17.2,9.3,7.1,16.2,10.7,7.0,15.0,27.0,18.6 
15,51.6,16.0,24.3,15.6,9.3,8.0,15.8,11.2,14.5,15.0,29.5,35.1 
16,41.3,23.1,19.0,12.8,9.0,10.9,18.1,11.3,41.3,20.7,23.5,54.4 
17,57.5,46.8,13.0,13.6,9.1,5.8,17.3,8.8,41.0,21.3,30.8,22.3 
18,49.7,49.2,15.4,12.6,8.5,6.8,18.8,10.5,25.1,23.8,51.8,21.4 
19,53.0,20.6,26.6,17.7,10.7,6.9,16.6,12.0,5.7,24.2,52.5,60.2 
20,54.0,43.2,31.7,16.0,16.1,8.0,14.9,14.0,11.9,17.0,58.5,28.5 
21,56.8,38.7,27.1,16.9,9.6,8.0,13.0,13.8,42.9,25.9,20.8,28.8 
22,54.5,42.2,27.9,11.9,25.2,8.3,14.8,13.2,38.2,31.6,23.7,47.6 
23,43.4,36.9,30.1,13.5,58.3,9.4,10.8,16.8,28.0,32.7,60.4,51.2 
24,17.4,41.3,27.9,14.6,10.0,19.7,10.3,13.4,34.1,29.6,60.3,47.9 
25,40.5,38.4,28.7,16.1,10.2,9.8,11.1,18.1,14.2,15.8,69.1,18.7 
26,47.8,48.6,18.3,13.9,8.2,7.8,12.2,12.8,12.8,21.7,76.3,20.7 
27,63.0,22.3,14.3,12.4,7.6,7.0,14.3,12.0,11.0,36.5,47.4,47.4 
28,57.1,32.4,18.3,20.3,7.3,7.3,15.6,14.8,14.6,32.5,19.2,77.3 
29,38.6,,26.5,13.5,7.5,8.8,14.7,14.8,11.3,27.9,26.4,62.2 
30,21.2,,24.1,9.0,8.5,8.5,16.2,12.5,9.7,29.5,37.1,12.4 
31,34.1,,19.3,,11.2,,13.5,12.6,,20.0,,19.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:38:33
  
