dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,9.6,13.0,4.2,6.8,4.3,1.4,12.2,11.5,45.6,13.1,14.3,14.0 
2,3.8,10.9,7.8,7.0,4.0,5.9,13.2,16.5,39.5,14.0,8.6,20.3 
3,8.7,7.0,9.4,5.7,6.0,7.1,10.7,12.4,36.1,8.3,7.6,2.5 
4,6.0,4.4,3.6,11.4,7.3,9.6,11.2,11.1,44.6,12.2,3.8,5.1 
5,4.0,7.0,4.0,7.5,5.5,9.4,11.4,8.1,22.1,12.9,0.5,3.8 
6,4.9,6.4,4.5,6.8,8.3,12.0,11.5,11.5,18.9,12.1,5.9,15.0 
7,6.7,6.8,4.3,6.5,8.2,7.3,10.0,18.5,16.5,15.6,4.9,12.2 
8,5.8,8.0,4.3,4.4,12.1,4.3,10.0,12.5,18.3,26.0,9.9,25.3 
9,5.3,6.7,6.1,4.8,11.7,5.0,10.6,13.0,16.3,15.2,4.0,23.0 
10,7.7,4.6,5.4,4.5,11.4,2.6,12.0,15.7,17.3,60.1,4.8,15.0 
11,2.8,6.3,5.8,7.4,4.6,1.1,15.3,17.2,20.0,40.3,5.1,9.9 
12,3.8,2.6,4.5,5.8,4.3,5.8,13.3,16.9,18.0,9.9,6.6,11.4 
13,3.7,,6.4,5.4,4.0,6.7,11.3,12.2,12.7,10.7,5.8,15.4 
14,11.5,10.2,10.4,4.6,5.4,5.6,11.2,11.4,12.4,11.2,2.9,25.0 
15,18.3,23.8,6.9,3.8,6.9,5.6,13.8,16.5,15.5,14.1,5.1,27.1 
16,16.4,8.5,3.8,7.7,5.9,2.3,9.4,14.5,18.6,27.4,2.5,9.0 
17,22.1,9.0,7.7,7.4,4.7,1.6,13.7,14.4,21.6,24.6,1.2,7.0 
18,38.1,5.4,6.2,5.9,4.7,5.0,11.7,12.7,8.9,23.5,5.4,25.3 
19,6.3,6.3,5.3,8.3,4.1,11.8,12.2,14.0,12.9,10.2,8.6,18.9 
20,9.9,4.5,8.1,6.8,3.9,14.0,10.8,19.8,7.5,12.3,16.6,3.7 
21,6.0,6.0,8.7,6.3,5.9,12.0,10.5,17.1,8.0,13.5,6.7,3.2 
22,8.3,3.5,3.6,7.5,7.6,9.6,12.7,18.0,10.1,8.8,8.9,29.5 
23,4.4,4.3,6.5,7.2,8.3,10.8,8.9,19.3,7.3,11.6,11.1,20.1 
24,7.1,6.1,11.3,5.5,3.7,6.4,7.3,20.1,6.8,15.9,10.0,13.0 
25,9.9,4.9,10.7,3.8,5.4,3.7,8.8,16.0,9.0,17.1,12.6,11.9 
26,6.4,3.8,6.7,4.1,4.5,2.5,7.8,13.4,9.1,19.1,13.1,18.0 
27,5.5,3.0,4.3,5.4,4.0,4.3,9.7,12.2,9.2,15.5,2.5,11.7 
28,13.8,4.9,3.9,6.1,5.6,10.3,12.4,17.0,13.2,16.9,4.2,10.2 
29,13.8,,6.5,6.0,6.1,15.1,14.0,15.6,11.7,16.3,6.9,14.7 
30,16.3,,9.6,10.4,5.3,15.2,11.0,14.3,13.0,12.1,11.2,13.3 
31,15.5,,5.8,,4.3,,10.7,33.1,,11.7,,18.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 02:05:16
  
