dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,53.4,21.8,15.3,15.6,16.7,20.5,25.3,25.5,21.8,25.1,16.0,21.1 
2,15.9,23.1,13.4,15.8,18.0,23.4,18.6,24.7,24.3,20.1,12.1,25.8 
3,19.2,18.6,11.3,23.6,19.9,29.3,21.4,24.5,20.6,20.3,13.8,24.5 
4,22.1,13.1,17.0,24.8,19.0,32.2,55.0,19.5,18.5,17.5,12.3,15.9 
5,10.4,19.4,10.4,20.5,26.0,24.6,109.7,19.6,20.9,18.9,10.3,21.2 
6,11.8,10.9,8.6,20.5,12.6,25.8,21.1,22.9,19.0,20.2,11.6,38.2 
7,21.4,9.9,12.6,16.9,14.8,20.2,24.8,19.4,23.6,20.3,12.1,28.0 
8,27.0,11.8,16.1,11.0,14.9,14.8,26.9,21.5,24.4,21.6,11.3,35.8 
9,14.1,12.8,19.3,11.4,18.3,11.5,21.5,22.2,23.5,19.6,10.9,21.2 
10,14.5,15.1,21.5,13.8,14.5,11.3,21.1,22.4,19.4,19.6,15.0,17.4 
11,12.9,11.8,21.7,16.7,15.0,11.6,13.7,22.1,19.2,20.3,19.0,19.7 
12,11.5,14.2,31.3,13.9,21.0,10.5,14.9,24.5,18.1,26.8,31.5,30.4 
13,16.7,15.3,45.2,10.5,14.1,14.5,18.0,29.2,17.7,29.9,27.4,30.0 
14,22.3,16.0,36.1,10.1,17.0,17.6,19.0,22.8,15.2,32.9,24.2,38.1 
15,19.7,21.0,27.1,13.2,12.6,20.2,24.4,15.6,15.1,20.8,29.1,35.3 
16,22.3,17.1,22.2,13.4,13.5,19.1,27.4,18.2,19.3,19.7,25.7,30.9 
17,19.8,8.4,30.3,9.3,16.1,19.4,22.3,18.1,19.4,19.9,11.3,30.1 
18,20.8,6.6,35.6,7.6,15.2,20.3,20.9,20.1,20.5,26.0,12.9,14.5 
19,13.3,11.1,25.7,10.9,17.2,18.5,20.8,19.5,22.2,32.5,13.1,23.4 
20,9.1,12.4,17.1,13.2,16.8,24.1,23.6,27.7,19.8,18.6,23.0,22.1 
21,10.6,14.8,13.5,16.5,16.5,18.8,25.4,28.3,15.8,14.0,23.8,11.2 
22,12.2,8.7,13.7,16.1,20.6,21.0,25.9,18.6,15.5,13.8,19.9,21.3 
23,11.4,7.8,9.0,15.4,18.7,21.9,24.7,21.0,14.5,14.0,13.6,28.1 
24,17.5,12.6,14.6,15.0,20.2,20.3,20.4,27.7,13.3,19.9,22.8,66.8 
25,18.5,16.6,10.9,12.5,13.4,18.9,19.3,32.9,13.4,13.1,26.3,90.0 
26,20.8,10.6,14.5,13.3,10.4,18.5,16.8,28.5,17.3,18.6,43.5,63.6 
27,18.9,8.7,11.7,13.3,11.8,13.9,18.1,20.3,22.9,21.8,21.7,60.8 
28,23.5,13.0,12.6,11.6,25.8,17.0,23.2,23.9,22.0,32.7,15.2,42.8 
29,19.1,,14.1,10.0,18.9,37.1,23.3,30.3,19.1,42.6,20.2,30.9 
30,15.0,,14.4,14.6,25.0,24.2,26.3,25.0,31.8,18.3,25.6,41.3 
31,23.6,,14.3,,26.0,,24.1,22.3,,17.9,,51.9
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:55:49
  
