dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,9.0,21.0,5.3,12.7,12.3,5.0,9.5,5.4,41.6,8.7,10.8,9.5 
2,5.1,10.7,5.9,11.5,7.1,6.5,5.6,8.3,31.7,5.9,9.8,17.9 
3,3.8,5.8,8.3,12.1,6.8,8.8,4.5,9.4,40.5,8.4,10.7,5.5 
4,4.1,5.9,3.8,9.8,3.8,10.4,3.9,7.5,48.8,8.0,,2.7 
5,5.2,4.9,4.7,6.5,7.1,12.6,2.5,5.9,11.7,7.1,5.8,5.0 
6,4.9,6.2,6.6,6.3,12.3,12.0,5.1,12.5,12.3,8.9,6.8,11.1 
7,6.3,4.3,6.4,6.9,16.2,7.6,8.9,13.0,14.3,12.5,7.8,10.0 
8,2.8,5.3,5.4,7.2,15.3,2.9,11.0,7.6,8.5,9.8,6.9,18.5 
9,3.9,5.1,6.8,6.3,13.3,6.0,7.5,9.5,9.6,74.7,6.7,22.5 
10,4.1,8.2,5.2,6.5,8.8,5.5,9.3,10.3,13.8,65.7,8.3,13.8 
11,5.6,5.9,11.2,7.3,5.6,4.8,14.9,11.0,14.6,29.3,7.8,10.3 
12,4.3,6.1,6.2,3.7,6.3,8.4,13.1,12.3,10.4,55.9,7.0,11.1 
13,7.5,8.9,6.5,5.4,5.3,6.8,6.4,6.1,4.4,39.7,6.7,21.7 
14,6.8,10.4,9.1,5.3,7.7,8.5,6.7,11.3,10.2,26.1,5.8,17.6 
15,14.8,12.9,6.6,5.8,8.0,7.0,13.3,11.4,10.4,9.8,5.2,36.9 
16,19.5,7.9,4.6,4.3,4.1,5.8,11.4,11.3,15.8,18.8,5.4,3.8 
17,26.6,6.0,7.3,3.5,5.9,9.0,16.3,10.2,13.8,27.6,5.2,5.2 
18,17.3,6.8,6.7,4.8,9.8,16.4,12.8,9.0,6.7,12.2,6.1,15.7 
19,9.2,4.0,5.3,6.2,8.0,11.6,9.2,8.6,7.0,4.6,10.5,13.2 
20,6.7,5.3,7.3,8.3,7.6,13.0,8.3,12.3,6.3,9.5,18.2,6.0 
21,7.6,5.9,6.4,6.6,9.6,10.5,13.4,11.4,7.7,7.0,15.0,4.6 
22,6.8,5.7,8.0,9.0,5.5,11.4,11.2,14.7,6.5,5.8,12.9,18.7 
23,6.5,5.4,7.2,5.9,5.3,5.0,6.6,11.9,7.3,7.6,9.6,22.6 
24,7.0,6.9,6.0,4.9,5.2,2.8,4.3,10.7,7.9,8.8,6.1,15.1 
25,8.6,8.6,7.5,5.0,7.5,4.3,4.6,12.6,9.4,12.2,11.3,14.1 
26,9.1,6.0,3.9,3.9,5.2,3.8,4.3,13.8,8.9,11.8,5.4,9.0 
27,6.5,4.7,8.5,8.9,5.5,4.4,6.5,14.0,8.7,13.5,5.6,8.1 
28,10.1,4.5,8.5,9.1,7.2,7.3,11.5,13.8,8.9,8.8,6.9,11.0 
29,9.7,,11.8,7.3,4.0,10.1,10.8,11.6,7.7,8.8,6.4,17.1 
30,12.1,,14.1,9.5,5.0,8.6,7.0,8.9,9.6,8.0,7.5,13.0 
31,19.7,,9.8,,4.7,,5.3,28.5,,10.4,,13.9
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:59:50
  
