dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,6.8,11.4,5.5,9.9,13.3,7.5,10.0,8.7,14.1,12.8,4.3,10.7 
2,7.0,8.2,6.3,11.5,17.0,8.2,7.6,8.4,17.5,11.4,5.4,13.4 
3,5.9,3.8,5.9,11.6,15.0,10.0,7.8,7.4,15.7,10.4,5.5,13.0 
4,4.7,4.8,11.3,12.1,7.6,12.3,9.8,7.6,17.3,9.2,5.4,10.0 
5,2.5,5.5,5.1,12.1,7.3,15.0,9.5,4.7,12.6,8.6,3.6,54.9 
6,7.3,3.5,4.9,10.3,12.8,10.1,9.0,6.3,14.4,9.4,3.8,139.5 
7,6.9,3.0,6.9,8.0,11.0,6.1,15.3,9.4,15.3,10.9,5.4,231.7 
8,4.5,3.7,5.9,5.5,12.9,5.0,19.6,12.4,12.5,14.7,3.8,105.2 
9,4.6,4.0,6.7,5.8,14.2,4.6,32.6,8.7,10.3,15.1,2.0,96.0 
10,4.0,3.2,10.5,7.5,9.3,7.3,10.4,9.2,8.0,13.0,5.3,96.4 
11,8.0,4.4,9.0,9.6,7.8,5.8,8.3,10.2,10.9,13.8,7.9,91.3 
12,3.4,4.3,10.3,6.3,12.5,8.6,10.0,12.2,7.6,20.0,7.6,90.3 
13,4.8,5.7,9.6,4.2,9.1,10.6,8.8,11.5,7.2,18.8,7.9,81.3 
14,3.1,8.6,7.9,5.5,8.5,13.5,7.5,5.2,5.2,16.6,8.3,63.0 
15,6.0,9.4,6.5,7.0,7.8,12.3,10.4,8.1,8.8,11.4,8.4,54.6 
16,6.9,6.0,8.3,6.2,7.0,9.5,18.7,8.7,11.6,8.8,8.6,72.5 
17,7.5,4.8,9.2,4.2,8.0,16.5,15.6,7.6,13.8,13.7,4.4,40.8 
18,8.3,4.9,15.9,4.3,11.8,12.8,14.3,9.4,10.0,19.3,7.7,19.3 
19,6.1,3.9,18.0,6.5,9.0,9.1,11.4,9.6,8.4,14.8,7.9,16.8 
20,4.3,1.1,5.9,12.3,10.3,8.3,8.1,8.5,8.6,7.1,8.7,8.0 
21,6.3,3.6,3.0,8.0,9.8,9.5,14.6,8.0,5.8,7.1,9.2,8.8 
22,2.8,3.8,6.0,11.0,8.1,8.3,8.9,9.5,6.0,8.8,5.8,9.2 
23,3.9,4.4,6.0,11.5,7.9,3.8,6.4,12.0,6.3,7.0,10.1,8.4 
24,5.2,5.5,5.5,10.7,4.7,6.4,6.2,10.3,5.6,5.5,12.2,12.4 
25,6.4,8.2,5.9,11.7,3.7,9.2,5.5,10.2,7.9,4.6,11.3,13.6 
26,7.6,4.4,6.5,8.8,8.6,6.6,5.0,10.2,9.4,9.7,12.0,14.7 
27,9.3,4.5,11.0,14.6,5.1,4.9,6.4,7.3,11.1,10.6,3.5,15.1 
28,6.8,8.2,7.9,19.1,7.2,6.8,9.8,13.1,8.0,12.8,8.0,10.7 
29,5.0,,10.3,11.7,9.1,10.9,5.2,17.7,10.2,12.1,8.8,8.8 
30,4.6,,19.4,11.2,9.4,11.3,4.6,14.8,12.4,9.8,8.1,10.8 
31,7.0,,14.1,,9.4,,6.6,14.1,,7.3,,15.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 00:42:30
  
