dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,32.8,13.6,9.4,18.5,13.5,11.6,9.1,11.0,19.3,7.9,6.2,5.8 
2,17.6,14.0,5.8,17.8,12.2,12.2,8.2,13.2,19.3,9.3,7.0,7.0 
3,17.1,10.3,7.0,15.3,11.7,14.3,9.5,13.2,16.5,9.7,8.6,6.5 
4,15.2,8.5,8.7,15.5,10.8,16.5,16.5,15.8,13.2,7.7,9.5,4.7 
5,9.9,23.6,6.7,18.7,11.5,18.6,15.6,17.8,13.8,8.1,17.8,4.6 
6,11.5,28.7,7.5,12.4,12.1,15.6,12.0,15.9,13.5,12.5,22.4,3.7 
7,17.0,16.0,8.4,7.3,13.1,13.5,15.5,32.1,15.8,9.4,15.4,5.5 
8,9.1,7.8,8.8,10.9,12.3,13.5,17.8,17.8,16.4,12.1,17.3,6.4 
9,8.4,11.2,10.4,11.5,14.1,15.0,19.3,10.8,14.8,15.0,11.0,6.0 
10,11.2,22.5,11.9,12.8,13.9,12.9,18.5,11.0,16.5,13.0,41.5,6.0 
11,16.2,19.0,7.0,14.5,12.0,12.6,14.4,11.3,18.3,9.2,41.2,6.6 
12,10.8,9.6,12.5,9.2,9.6,14.4,12.2,14.2,19.3,10.5,10.5,12.7 
13,8.7,8.7,8.5,11.0,8.8,13.7,13.0,13.3,17.0,12.9,8.6,7.3 
14,7.8,8.3,3.8,12.8,8.4,13.2,10.9,10.5,9.7,13.6,7.3,6.8 
15,10.9,9.8,7.4,17.0,8.8,14.4,11.2,12.9,10.4,7.4,7.2,10.9 
16,12.3,8.3,7.5,12.0,6.4,12.1,11.7,15.4,8.8,10.3,9.0,11.0 
17,10.3,9.1,9.7,8.4,8.9,8.6,12.8,21.0,8.6,7.5,24.9,8.7 
18,8.5,11.5,9.0,10.3,11.1,9.4,13.4,20.6,9.6,7.6,29.0,5.8 
19,11.3,9.6,9.3,9.8,12.6,11.3,14.3,21.2,13.1,5.7,23.8,8.4 
20,10.1,10.0,9.4,12.9,13.5,14.6,10.3,25.7,14.3,4.8,13.6,8.4 
21,9.3,9.7,9.9,11.8,11.5,17.2,9.3,26.3,20.9,10.6,18.6,12.8 
22,9.2,9.3,7.1,13.3,9.5,14.9,7.3,23.8,12.5,17.1,9.5,22.1 
23,7.7,9.7,7.0,16.0,10.1,20.0,12.5,19.3,14.3,16.6,7.6,20.7 
24,9.3,10.0,9.5,16.7,8.3,13.0,20.1,28.4,13.2,12.7,6.1,9.7 
25,9.2,10.9,8.8,16.7,6.1,11.4,21.8,33.9,16.4,17.0,6.8,4.9 
26,9.2,8.1,9.0,16.7,7.9,8.2,17.7,25.4,19.1,18.2,4.1,5.3 
27,9.8,10.7,10.0,14.8,12.6,11.0,17.0,21.6,18.2,13.4,5.8,5.8 
28,6.8,11.2,10.0,14.6,13.0,12.5,18.6,17.3,22.9,12.6,11.5,8.2 
29,9.5,,13.3,12.5,18.4,16.6,15.7,13.5,20.3,17.5,5.9,6.8 
30,8.4,,13.9,12.2,6.8,13.5,10.9,14.4,10.0,15.6,6.4,8.8 
31,8.0,,15.2,,9.1,,9.3,16.5,,4.5,,8.1
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 02:01:58
  
