dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,25.7,9.0,14.3,13.8,8.2,8.6,23.9,14.7,10.7,6.3,5.4,9.3 
2,32.4,13.4,12.4,14.5,15.7,11.4,18.6,13.4,12.4,5.8,9.7,7.9 
3,37.6,19.2,11.8,13.9,14.8,12.5,11.0,19.5,12.9,7.0,13.3,29.4 
4,32.0,14.5,17.8,11.1,12.5,9.3,13.8,16.2,11.7,5.5,24.8,38.0 
5,15.6,21.2,11.8,12.5,14.1,7.5,13.3,11.6,15.9,6.3,22.8,37.2 
6,7.8,24.7,9.3,17.0,16.4,11.7,14.9,14.5,20.6,5.8,10.3,14.9 
7,11.8,22.3,6.7,17.5,15.4,13.2,9.1,13.7,23.7,12.3,14.0,18.0 
8,17.8,25.7,8.5,15.9,11.8,13.3,8.3,14.0,14.0,15.0,15.9,23.2 
9,15.8,27.2,17.0,11.2,15.5,13.2,9.9,12.8,11.6,10.1,21.5,15.6 
10,15.1,34.3,24.1,9.8,17.3,12.3,8.5,14.0,9.7,7.6,30.3,13.8 
11,19.6,29.8,12.4,12.5,18.5,11.9,10.0,15.2,8.3,8.1,43.7,8.3 
12,23.7,34.6,9.1,14.4,16.3,14.2,11.0,15.4,9.5,8.2,9.4,14.7 
13,19.9,10.1,12.1,13.4,16.3,17.0,13.3,13.4,10.8,9.3,18.4,27.8 
14,10.3,8.2,12.5,11.5,10.1,12.0,12.4,11.1,9.6,4.5,27.4,33.2 
15,14.1,23.8,11.2,7.0,12.4,11.1,12.7,11.8,10.8,5.1,11.1,15.8 
16,15.2,27.7,15.5,10.8,9.0,9.4,14.5,13.0,11.0,5.1,5.0,6.6 
17,15.9,21.1,19.5,18.0,8.8,9.1,14.6,16.8,10.0,7.3,10.5,12.0 
18,10.0,7.4,15.3,18.9,11.7,8.2,9.0,16.1,13.7,5.3,24.3,27.5 
19,8.1,10.7,13.8,13.4,12.6,7.5,8.5,19.3,15.2,9.0,12.8,25.5 
20,12.8,10.8,12.0,11.0,8.9,11.9,9.3,17.7,11.7,15.4,8.9,32.0 
21,13.0,12.9,16.1,11.2,8.3,6.5,10.0,12.5,9.6,17.8,10.8,31.4 
22,12.0,10.6,13.1,10.5,6.9,8.5,10.1,11.0,6.6,12.5,17.4,30.2 
23,7.4,14.6,13.7,9.1,7.2,12.4,12.2,11.7,7.2,10.3,8.5,35.4 
24,10.5,22.8,14.6,11.4,2.4,10.8,17.3,13.3,7.8,8.1,19.9,12.4 
25,11.9,23.5,9.9,5.3,10.6,12.5,16.8,12.1,11.3,10.7,25.8,19.5 
26,15.2,18.0,8.9,9.7,10.3,14.1,16.4,12.3,13.1,14.5,24.1,11.3 
27,22.4,10.2,9.4,11.4,14.7,13.5,15.2,13.8,12.7,10.2,6.7,23.9 
28,26.6,9.4,7.9,10.4,13.3,13.8,8.0,11.1,11.0,8.5,6.4,18.3 
29,39.5,10.6,6.4,14.5,15.6,15.9,7.0,10.6,11.3,11.4,11.8,36.9 
30,6.0,,12.7,7.3,15.1,21.6,10.7,9.4,12.5,7.7,18.0,50.9 
31,6.0,,13.7,,9.2,,15.2,8.0,,9.5,,19.8
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 00:03:19
  
