dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,55.1,18.0,7.0,20.0,12.3,23.7,25.6,23.5,18.0,20.6,20.5,16.3 
2,41.5,22.3,6.2,20.0,19.4,17.3,21.8,20.3,20.2,15.5,13.8,10.8 
3,60.0,40.0,11.3,23.8,18.7,14.2,21.2,19.7,20.2,15.0,6.0,18.7 
4,51.0,55.2,9.5,16.0,14.4,14.4,22.5,17.0,16.1,11.0,10.9,26.5 
5,7.0,49.5,7.6,19.3,13.0,15.5,33.4,19.0,20.5,11.7,12.7,13.3 
6,11.1,45.7,5.2,29.0,10.3,17.3,24.2,20.0,19.9,18.8,7.0,17.7 
7,17.4,33.4,12.5,7.3,8.6,21.5,27.8,22.9,18.5,20.7,7.8,20.3 
8,39.7,25.6,18.6,10.4,8.8,14.3,21.1,20.0,19.2,21.8,16.8,19.5 
9,39.1,14.6,26.7,41.7,17.4,14.3,15.2,22.4,25.3,13.9,12.8,28.9 
10,50.1,10.7,23.1,19.4,24.5,18.0,13.5,23.1,19.1,10.1,10.2,34.4 
11,41.6,4.7,30.0,24.1,22.9,18.0,15.4,25.6,18.0,10.3,11.6,8.1 
12,28.8,4.5,10.5,19.8,18.2,28.8,18.0,23.1,18.6,14.5,7.6,17.5 
13,16.5,10.1,4.7,22.7,16.1,18.4,17.8,17.5,16.5,15.7,9.1,15.8 
14,39.6,14.3,7.8,23.5,10.7,23.7,19.4,16.3,11.2,15.7,19.0,6.2 
15,12.4,21.1,11.6,15.7,9.8,28.8,23.7,15.5,9.3,16.3,18.0,8.0 
16,16.3,24.9,13.4,7.2,11.7,23.4,25.3,17.4,14.9,19.9,5.3,9.1 
17,26.5,44.8,15.5,15.0,16.1,34.5,24.7,23.8,16.4,20.8,12.0,20.8 
18,43.3,40.0,16.6,17.5,11.9,31.4,18.0,24.2,24.7,15.4,17.4,15.6 
19,45.8,50.2,23.0,32.2,12.9,28.6,22.0,27.5,23.9,8.8,14.9,16.2 
20,61.1,46.8,25.6,21.5,13.9,31.4,15.6,29.9,18.8,12.9,17.2,15.1 
21,25.0,45.7,28.8,14.9,16.8,28.5,22.9,28.3,14.7,11.4,7.7,22.5 
22,28.3,12.4,20.5,14.6,6.5,24.7,19.3,32.7,17.7,14.8,6.3,12.7 
23,7.7,6.5,17.3,18.3,12.0,23.1,11.0,29.1,22.8,16.6,15.7,10.4 
24,6.3,14.2,16.7,13.2,13.3,23.8,15.5,25.8,30.3,10.5,16.0,18.4 
25,5.4,15.3,22.8,11.0,17.3,26.4,12.5,26.7,24.7,12.6,10.0,9.0 
26,9.8,19.1,6.9,15.3,17.8,31.0,12.3,27.5,24.4,13.5,11.4,8.8 
27,20.0,18.7,14.3,10.0,23.2,22.4,12.8,23.7,18.2,19.0,10.5,11.0 
28,11.1,7.3,16.6,16.8,27.3,21.5,17.3,21.3,20.0,23.3,10.3,18.6 
29,6.8,,16.7,10.6,29.7,22.7,27.1,20.2,17.3,11.7,6.1,16.0 
30,11.7,,24.1,16.3,31.2,22.3,24.6,15.1,23.4,7.7,13.0,21.6 
31,10.4,,20.6,,26.1,,21.8,19.3,,11.5,,8.4
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 22:42:44
  
