dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,22.1,13.9,5.2,13.5,8.6,3.7,4.9,6.5,10.6,8.3,11.2,4.7 
2,26.8,13.0,5.1,12.1,7.8,9.3,3.9,7.5,15.4,5.5,11.9,3.7 
3,39.5,12.5,5.9,12.9,2.4,8.0,15.5,12.9,17.1,-0.5,11.8,5.8 
4,15.6,11.0,4.8,7.6,2.4,10.0,10.5,8.9,16.0,2.0,11.2,10.3 
5,5.2,16.2,4.5,7.4,4.5,8.2,8.8,7.1,10.9,6.3,10.3,7.0 
6,8.1,7.7,7.9,0.7,-1.4,3.5,6.2,6.9,11.1,5.7,11.0,7.9 
7,12.8,15.5,9.3,8.3,-1.0,4.5,7.1,4.6,11.4,8.3,12.9,12.5 
8,9.0,26.7,4.8,10.8,0.1,1.1,10.2,4.4,8.8,7.4,24.0,18.9 
9,4.5,15.7,2.5,12.0,1.5,-0.2,9.1,3.3,8.9,6.4,65.5,30.4 
10,7.7,9.0,3.9,7.0,7.1,4.0,8.6,5.2,11.3,8.0,96.6,21.6 
11,14.6,8.6,10.7,4.4,8.3,4.3,4.9,5.3,12.8,7.4,87.2,11.7 
12,13.6,5.6,4.4,7.7,8.3,8.9,5.4,9.4,9.0,6.5,82.8,11.3 
13,14.2,6.7,0.7,8.9,2.7,7.7,3.9,6.3,6.6,9.8,80.8,14.5 
14,22.3,10.5,1.7,13.0,-0.3,8.1,2.4,5.6,5.8,11.5,97.7,17.9 
15,25.9,8.5,4.6,7.6,-1.8,8.8,6.4,15.3,5.1,7.1,145.5,10.3 
16,20.5,13.7,5.5,5.3,-2.2,6.6,5.9,17.7,4.2,9.9,177.5,4.3 
17,24.0,11.4,5.5,5.8,1.1,5.0,5.2,14.7,5.0,17.8,69.7,8.5 
18,20.0,,8.5,4.3,0.8,2.0,6.7,7.5,9.3,13.5,55.8,8.6 
19,7.6,,8.7,6.9,6.5,-0.5,6.8,20.5,13.5,16.3,99.3,7.8 
20,9.3,,7.5,,5.5,1.0,6.3,21.5,21.4,13.7,65.4,18.7 
21,10.8,8.5,1.9,,5.7,2.5,3.4,14.3,16.9,11.3,14.0,11.7 
22,4.6,7.0,3.5,,3.8,10.0,5.1,27.2,9.6,,2.5,6.5 
23,10.1,7.3,7.1,,-0.5,14.3,8.6,46.4,10.6,,3.4,8.5 
24,9.8,8.1,7.5,7.4,0.4,9.2,10.2,20.1,14.3,,3.9,8.7 
25,7.9,7.2,6.2,5.7,-1.1,6.5,7.4,16.7,13.8,,9.5,4.9 
26,9.6,5.5,7.3,5.0,0.9,12.0,9.2,13.5,11.4,7.0,10.3,4.4 
27,7.5,5.3,10.6,2.7,5.7,12.7,6.7,,6.1,2.5,9.4,3.1 
28,5.0,7.6,14.0,-0.4,10.0,14.7,5.6,,11.4,4.6,5.6,5.6 
29,17.1,,13.8,-1.4,15.4,13.3,3.0,8.3,6.2,7.3,6.5,7.8 
30,13.2,,13.0,3.8,9.9,12.1,6.9,8.9,2.6,9.0,6.8,9.5 
31,17.1,,10.2,,4.7,,6.4,7.4,,13.0,,2.7
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:50:40
  
