dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,24.2,11.3,11.0,9.1,15.5,14.5,8.5,12.7,14.7,6.0,4.4,13.4 
2,25.0,10.9,11.4,6.7,6.8,7.3,9.2,8.8,8.3,6.2,5.1,6.0 
3,21.0,11.6,14.5,8.5,6.5,9.6,12.4,8.8,11.8,8.5,6.6,6.6 
4,16.4,10.3,11.3,7.3,6.4,12.9,13.1,6.1,13.9,7.9,7.2,7.1 
5,12.8,10.3,13.3,8.8,8.0,18.8,8.4,7.4,21.7,7.0,10.6,5.9 
6,26.5,15.8,14.1,11.0,9.4,13.1,7.3,10.9,23.3,8.1,21.0,9.3 
7,23.6,11.8,12.4,10.4,12.2,19.3,5.8,10.4,15.9,6.8,11.8,14.5 
8,10.2,7.3,14.0,10.0,8.6,16.5,4.4,17.2,14.4,8.1,10.5,14.0 
9,13.5,9.3,14.3,7.0,6.4,17.2,4.5,13.2,10.1,4.3,9.9,22.6 
10,12.6,9.0,9.5,8.6,7.0,8.3,5.0,8.2,14.0,6.7,11.8,10.6 
11,13.4,13.6,8.5,13.0,6.5,9.5,4.3,8.2,13.3,6.1,7.8,7.7 
12,12.1,14.2,8.7,13.9,11.6,9.0,4.7,7.0,11.5,7.7,9.1,7.2 
13,11.3,12.8,12.3,15.7,12.4,12.7,7.9,6.9,10.3,7.4,6.7,11.0 
14,14.8,8.9,15.9,14.8,12.3,16.4,13.7,5.3,11.5,8.8,6.8,15.0 
15,17.2,11.1,13.0,17.7,13.3,18.9,7.7,7.5,11.4,5.7,7.7,9.5 
16,20.4,10.6,13.0,19.4,13.3,12.8,5.2,9.6,10.3,4.3,12.3,8.4 
17,29.7,10.5,11.3,14.9,10.3,13.1,4.0,6.0,8.4,4.3,9.0,7.3 
18,18.8,11.5,9.9,11.3,7.2,15.2,3.6,7.0,7.2,4.6,18.0,11.8 
19,25.7,10.5,11.0,9.2,6.0,11.8,5.6,6.3,8.3,4.8,21.8,11.1 
20,15.3,10.3,5.7,12.0,8.8,11.7,4.3,5.6,7.7,4.5,19.8,16.1 
21,14.2,12.6,11.0,18.2,16.0,15.4,3.8,8.0,7.5,4.6,13.8,4.8 
22,17.8,14.8,10.4,6.6,9.6,14.6,4.8,9.1,8.9,7.5,6.6,6.3 
23,20.3,12.6,9.3,7.2,7.3,15.2,5.0,8.0,6.1,7.7,8.6,6.7 
24,38.3,13.2,8.0,8.6,11.6,11.2,9.7,5.6,5.4,6.0,9.5,6.0 
25,21.0,15.1,10.4,7.2,16.0,5.8,17.6,8.8,7.6,6.5,16.1,6.5 
26,15.5,12.5,9.8,7.3,13.0,8.9,14.6,7.3,3.1,4.5,20.5,7.5 
27,14.3,11.7,12.8,9.3,14.1,6.0,12.7,9.0,5.8,5.8,28.3,13.8 
28,12.7,9.5,9.5,11.6,9.6,7.4,8.6,9.0,5.8,5.5,13.1,17.8 
29,9.0,,8.2,11.0,14.3,13.3,6.1,7.5,7.3,9.0,8.8,13.7 
30,10.3,,9.6,11.2,18.8,18.5,7.1,10.0,7.2,9.6,11.0,6.1 
31,11.9,,9.8,,12.2,,8.8,10.6,,5.0,,9.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:04:00
  
