dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,16.3,0.4,5.2,4.0,9.3,13.1,11.2,10.5,19.5,3.7,8.0,41.2 
2,9.4,8.5,7.8,3.2,8.5,9.0,11.7,11.1,15.7,8.0,4.9,22.1 
3,10.8,6.5,9.2,5.5,6.7,8.2,13.7,10.1,11.5,7.0,15.8,8.0 
4,,8.5,4.9,3.3,4.9,11.9,11.3,9.9,12.2,8.5,14.7,8.1 
5,6.1,4.3,11.5,3.1,4.5,14.3,23.7,18.6,17.5,9.3,17.7,11.3 
6,6.5,7.3,6.7,3.0,4.9,16.5,22.0,22.3,19.8,12.8,31.7,10.0 
7,4.4,14.5,3.8,9.8,8.6,12.9,11.1,15.9,18.0,12.5,22.3,10.8 
8,13.7,6.8,6.0,11.6,8.4,13.6,9.0,17.7,13.7,7.6,20.1,18.5 
9,10.6,3.1,9.7,10.8,5.8,,7.7,19.0,8.9,7.8,14.8,17.7 
10,11.9,2.1,4.5,8.3,3.4,10.9,7.0,10.6,12.8,12.3,10.1,23.6 
11,11.5,5.0,2.7,11.8,3.5,9.3,5.5,10.8,15.9,10.2,8.0,15.3 
12,4.3,3.7,1.0,10.3,,8.4,5.5,8.7,13.4,7.1,8.3,9.8 
13,2.7,4.7,,8.0,9.3,8.3,7.9,5.4,2.4,7.3,15.3,18.7 
14,9.6,,7.3,10.1,12.4,7.3,12.2,7.9,6.6,10.0,11.2,17.9 
15,16.4,,4.9,12.8,9.4,15.1,9.7,10.5,,7.4,13.7,11.7 
16,17.8,2.6,6.1,9.1,10.0,9.5,5.9,7.2,,5.4,6.3,8.8 
17,21.7,,,9.3,6.8,7.1,5.3,6.0,,6.5,6.4,9.3 
18,4.3,,1.0,4.9,6.1,5.5,4.3,9.4,,8.7,8.8,13.1 
19,3.8,,3.0,7.9,5.1,10.6,7.8,7.7,9.5,7.2,12.2,12.4 
20,1.2,,7.0,7.0,6.3,10.2,5.5,6.0,8.9,6.1,14.1,12.7 
21,3.4,,5.9,11.7,10.6,12.4,4.4,6.6,7.4,10.6,14.1,10.5 
22,12.0,,9.0,3.0,11.8,13.7,5.9,9.2,11.5,6.1,26.3,7.1 
23,9.5,,9.9,2.9,9.5,13.3,4.4,9.4,6.5,9.3,11.8,10.0 
24,16.3,,10.3,5.6,9.3,10.2,5.6,6.9,5.5,8.3,5.8,9.3 
25,9.8,,5.4,4.8,11.7,6.4,6.9,8.8,6.2,11.5,17.0,7.9 
26,6.6,9.0,6.3,3.8,7.7,5.0,12.7,8.4,6.5,18.0,24.0,8.5 
27,9.2,7.7,7.0,6.0,9.3,6.3,9.7,10.4,7.4,20.9,23.8,18.8 
28,9.1,7.0,6.3,7.8,4.7,6.3,8.9,10.6,10.1,11.0,19.6,15.7 
29,7.0,,5.0,6.8,6.8,7.7,8.4,10.0,9.3,10.8,27.4,28.4 
30,4.2,,3.3,5.9,13.8,10.1,9.1,9.0,9.0,13.7,31.5,10.9 
31,1.4,,4.1,,13.0,,10.3,11.8,,7.3,,8.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 02:06:15
  
