dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,20.2,23.8,12.5,11.0,12.8,8.2,12.8,20.2,15.1,14.8,15.7,26.3 
2,39.1,19.7,19.1,11.5,15.7,9.8,14.9,25.5,14.7,12.9,11.2,28.9 
3,38.8,15.9,25.5,14.7,15.1,5.9,14.1,24.8,11.6,11.2,12.8,36.9 
4,35.1,24.0,15.1,13.0,16.0,7.8,14.3,13.7,14.4,12.9,14.2,19.6 
5,32.0,32.1,17.9,14.0,12.1,8.8,14.9,20.6,9.9,16.3,17.7,30.8 
6,28.7,12.5,16.2,15.4,9.3,10.6,12.0,49.5,11.2,19.3,17.1,21.4 
7,27.1,,18.6,15.8,9.6,11.2,14.0,8.9,13.8,20.1,21.8,20.5 
8,26.1,8.2,16.7,19.1,12.6,3.9,14.0,18.1,14.6,18.3,25.3,11.3 
9,30.5,12.1,15.4,17.5,15.2,12.1,15.1,36.7,14.9,17.1,19.8, 
10,35.2,14.9,18.4,16.3,16.5,11.4,16.5,64.6,11.8,14.7,23.4,10.0 
11,36.8,16.0,18.9,12.3,11.8,10.0,16.8,14.1,12.2,10.0,26.0,19.0 
12,9.3,16.9,12.9,15.5,9.5,6.7,13.5,,14.8,11.5,23.2,25.8 
13,10.6,15.3,13.2,16.5,12.0,11.0,14.8,2.4,29.3,12.9,25.0,14.1 
14,24.3,17.6,14.6,12.9,12.0,16.9,12.9,,22.8,14.4,28.0,19.7 
15,28.9,12.2,14.4,12.9,12.7,17.5,12.1,19.6,19.4,7.9,21.0,15.4 
16,25.1,13.7,12.0,13.6,11.7,17.4,12.9,19.9,18.1,13.5,23.2,22.5 
17,20.2,17.2,12.5,16.8,11.4,16.3,13.0,30.7,13.4,13.5,24.6,37.4 
18,28.1,18.4,9.1,16.9,9.0,14.6,11.7,27.9,10.2,11.4,28.5,35.9 
19,18.6,20.6,9.7,15.3,11.6,11.0,,30.9,13.6,11.9,24.5,20.2 
20,15.5,13.1,16.6,16.1,9.2,11.9,5.1,20.7,11.4,9.4,18.3,23.1 
21,11.1,7.4,14.8,18.9,11.4,11.5,15.5,20.7,12.8,10.5,19.0,17.0 
22,26.2,8.0,9.3,16.0,9.4,12.2,10.1,21.7,11.7,13.2,26.5,14.0 
23,17.8,9.6,11.6,10.1,11.6,11.4,17.6,19.6,13.9,13.7,25.0,14.7 
24,14.5,13.0,12.3,2.7,10.6,12.5,18.0,15.4,12.5,16.3,20.9,17.0 
25,22.2,17.5,10.6,11.4,10.5,14.4,15.6,12.6,12.8,16.3,21.8,27.9 
26,23.4,11.2,9.0,13.5,9.7,15.0,11.7,15.2,13.1,11.1,11.4,25.5 
27,30.2,9.2,10.1,10.5,10.9,15.0,9.8,14.4,9.1,16.7,11.1,26.7 
28,20.4,12.1,8.9,12.5,12.6,14.1,9.4,17.6,13.6,14.7,22.4,22.5 
29,18.4,,9.7,10.2,11.5,10.4,10.9,9.3,12.6,12.3,28.5,20.2 
30,13.3,,11.5,11.2,10.1,10.2,23.4,12.7,15.8,11.2,30.7,32.6 
31,8.0,,10.4,,10.4,,22.3,15.1,,16.4,,17.3
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:11:30
  
