dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,5.6,5.3,8.1,7.1,8.2,11.5,18.5,8.0,8.3,6.1,7.5,15.9 
2,9.0,9.4,6.7,10.1,9.8,12.8,11.3,9.7,12.0,6.5,8.2,6.0 
3,13.1,10.9,7.3,7.8,7.8,9.0,7.6,17.8,13.0,6.5,10.8,17.9 
4,21.4,11.7,8.3,6.3,9.7,11.2,6.3,11.1,12.0,7.0,13.7,28.3 
5,13.6,16.3,7.1,7.8,8.7,8.0,7.2,8.0,15.3,7.4,11.3,30.5 
6,8.0,18.4,8.9,8.3,9.8,10.0,11.7,12.1,18.3,8.2,6.8,10.4 
7,9.8,17.5,6.3,13.6,7.8,9.5,8.2,13.3,18.5,9.0,6.5,11.5 
8,10.5,16.2,7.0,10.3,7.5,10.3,4.7,12.3,16.5,11.5,7.6,19.6 
9,15.0,18.4,10.0,5.0,9.3,10.1,4.7,12.9,13.1,10.4,11.6,12.5 
10,11.3,17.1,12.5,5.1,11.5,7.9,6.6,14.3,10.4,6.7,14.0,6.0 
11,10.4,21.8,6.0,7.9,10.2,8.8,9.4,9.8,7.9,9.9,18.5,8.2 
12,21.6,14.9,5.8,7.1,9.4,13.8,9.0,11.5,9.4,8.4,5.5,9.5 
13,20.1,8.8,6.4,9.0,9.5,11.4,10.5,10.8,10.8,7.3,12.0,16.4 
14,11.4,8.8,6.0,7.2,3.5,8.5,11.6,10.4,11.0,7.0,13.5,12.0 
15,9.3,8.4,8.2,6.3,3.8,7.6,9.0,11.2,10.7,8.9,5.5,12.3 
16,14.2,14.0,8.4,5.7,7.0,6.9,8.8,10.5,11.6,8.3,5.3,5.7 
17,18.9,17.1,7.5,9.4,7.9,6.5,8.4,12.0,11.0,8.6,13.0,20.2 
18,11.0,9.2,7.8,10.4,14.9,5.5,4.7,13.5,11.9,7.2,21.1,23.0 
19,11.3,9.2,4.0,8.3,11.0,6.0,5.8,14.3,11.2,9.3,12.1,17.1 
20,10.0,14.0,3.3,7.5,3.9,9.5,6.0,14.2,13.0,12.5,10.8,14.7 
21,12.0,10.5,7.5,5.0,3.6,13.1,5.4,10.1,10.5,11.0,6.4,26.0 
22,14.0,11.0,5.1,5.7,3.6,12.5,8.5,8.9,6.6,9.8,11.3,18.8 
23,8.0,10.5,4.4,4.7,5.8,8.1,12.5,7.8,8.2,10.0,8.3,25.0 
24,5.7,17.8,4.7,6.3,5.5,6.5,14.8,8.1,7.8,9.4,18.6,11.4 
25,9.4,20.0,7.8,7.2,7.9,12.8,9.8,10.1,8.4,10.3,19.8,19.0 
26,14.5,12.9,6.5,7.2,9.7,12.9,10.1,8.4,9.8,7.2,11.4,9.4 
27,14.3,5.4,4.6,5.8,12.7,9.5,10.1,10.6,9.2,9.0,5.5,15.9 
28,22.6,8.3,4.4,7.8,12.8,12.7,8.4,10.2,9.3,6.0,5.8,14.7 
29,30.7,8.9,5.6,10.2,13.3,14.8,8.2,7.5,11.7,7.3,10.0,28.7 
30,6.0,,9.4,7.0,10.8,18.9,6.2,6.5,10.2,6.0,15.1,26.9 
31,5.5,,8.5,,10.6,,8.6,6.5,,6.0,,10.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:21:15
  
