dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,8.5,11.3,3.2,3.5,3.7,0.8,9.5,,50.9,,18.3,17.8 
2,1.3,7.5,4.9,3.0,,4.9,8.4,,39.8,,11.3,20.3 
3,3.2,3.2,8.9,2.6,4.6,5.0,6.4,12.6,36.5,,11.4,4.1 
4,2.8,2.3,2.8,6.0,6.5,8.1,7.7,,35.5,,5.7,2.6 
5,1.1,3.5,0.9,6.8,2.8,6.6,11.7,8.5,20.7,,4.8,4.6 
6,2.1,2.6,1.6,3.4,6.0,8.2,8.6,,14.4,17.1,10.8,11.4 
7,2.2,,4.0,2.3,5.3,9.0,,,11.0,16.1,13.5,11.7 
8,0.6,3.0,3.7,1.3,8.1,3.7,,,15.1,14.0,17.3,25.5 
9,2.5,1.3,,1.0,9.1,6.0,,,13.4,10.1,3.6,21.8 
10,0.5,,3.5,3.0,10.6,4.7,9.2,,15.3,54.8,4.4,15.6 
11,,2.5,5.8,4.8,6.8,2.6,9.1,12.8,16.0,25.7,6.8,11.6 
12,6.4,1.9,0.4,2.4,4.9,4.5,10.4,,13.2,6.4,9.3,13.7 
13,1.7,10.6,3.5,1.0,3.0,4.7,8.9,,8.2,,6.7,15.6 
14,7.3,6.0,6.8,,3.3,6.0,7.7,,7.6,,4.2,23.1 
15,14.5,14.5,7.3,4.7,4.6,5.8,,,14.7,,7.0,23.0 
16,13.2,2.9,3.8,5.8,5.6,3.1,,,19.2,17.3,2.9,3.8 
17,17.0,2.0,4.8,4.2,2.0,2.1,,1.0,21.3,18.4,1.8,8.0 
18,20.2,1.6,6.1,1.5,3.9,3.9,9.3,,6.8,19.2,6.7,30.6 
19,,1.9,5.7,4.9,4.7,8.4,9.8,,11.3,8.1,,30.8 
20,-1.1,2.7,5.2,5.0,5.4,13.0,13.4,,6.0,4.3,,5.2 
21,2.8,1.8,3.7,3.8,9.5,9.5,8.8,,5.1,5.3,2.7,5.3 
22,1.7,0.3,1.3,4.1,8.0,5.1,11.6,,7.9,4.3,,28.7 
23,1.1,1.5,2.2,3.9,8.3,11.6,,18.5,6.3,2.3,9.7,17.0 
24,2.8,2.6,4.7,2.1,10.2,8.3,6.0,,6.3,5.7,14.9,18.3 
25,7.4,4.0,4.7,2.3,6.8,3.7,8.4,,7.7,28.0,11.5,10.8 
26,4.8,2.2,1.9,0.1,6.8,1.9,4.8,,5.8,17.2,13.5,10.0 
27,0.7,1.1,2.0,3.1,4.1,3.7,5.7,,7.3,13.7,3.8,18.7 
28,4.9,1.7,2.6,4.0,5.3,6.2,11.1,,1.0,15.3,7.5,16.1 
29,5.5,,3.3,4.5,6.8,9.1,9.6,16.0,,13.0,5.3,16.5 
30,10.6,,5.1,,6.6,10.3,9.4,11.1,,14.1,10.5,13.4 
31,11.4,,1.4,,4.6,,9.3,45.1,,11.9,,13.8
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:00:11
  
