dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,18.1,37.5,7.8,3.0,11.3,,9.1,8.5,9.3,8.3,4.5,19.5 
2,16.7,37.6,4.4,2.3,12.5,,10.4,11.2,8.5,10.8,2.2,23.6 
3,25.2,38.1,8.0,7.2,9.3,,10.4,10.0,5.5,11.7,9.7,16.3 
4,22.8,36.4,9.0,7.6,11.9,,14.3,7.4,6.3,7.5,5.9,6.0 
5,23.0,29.8,9.0,,9.3,7.8,9.9,8.7,6.7,11.9,12.9,12.0 
6,38.2,5.5,10.0,3.1,9.3,,8.0,14.6,5.9,13.6,18.4,16.3 
7,37.3,13.5,15.4,2.0,7.3,,8.4,15.0,8.3,15.0,21.1,12.3 
8,46.5,6.2,12.8,3.4,6.2,8.6,7.5,17.3,10.5,20.5,15.2,18.0 
9,61.2,5.5,,8.3,12.6,8.0,5.5,11.4,17.4,14.6,3.8,24.8 
10,55.8,7.4,16.5,8.3,9.3,5.5,8.1,3.9,13.6,12.3,5.6,42.6 
11,52.0,12.5,,1.7,5.5,9.1,7.2,3.8,13.5,6.8,15.5,7.3 
12,39.0,18.6,,4.4,6.5,12.1,7.4,5.0,15.3,12.0,16.5,11.4 
13,40.9,16.2,12.2,7.2,3.5,13.1,7.8,5.5,40.4,14.0,23.0,14.2 
14,33.1,27.5,18.9,3.0,4.5,16.0,5.0,5.1,24.0,12.9,41.1,4.3 
15,21.1,18.5,6.6,4.1,7.8,15.0,,15.1,9.5,12.4,17.5,17.1 
16,18.8,18.7,8.5,6.5,4.5,14.5,9.8,18.9,3.8,18.0,1.1,14.5 
17,25.5,21.7,6.8,5.8,3.6,11.0,6.9,20.9,7.3,7.4,16.2,26.9 
18,31.7,16.8,5.4,10.1,6.2,9.3,6.1,28.3,8.2,3.9,9.8,25.7 
19,17.5,24.6,9.7,10.5,10.9,5.8,8.4,19.4,12.3,5.6,23.8,24.3 
20,12.8,16.9,10.5,9.4,7.3,5.1,7.2,16.6,11.3,7.6,29.3,10.4 
21,9.5,27.0,6.5,9.0,3.8,6.0,8.4,21.2,13.1,9.3,35.5,8.2 
22,22.5,17.5,4.8,10.2,,5.3,5.3,15.2,9.9,9.5,26.8,2.7 
23,24.3,9.4,5.6,11.8,,9.4,8.3,14.2,11.3,11.3,33.4,6.6 
24,29.2,7.7,6.1,6.3,8.0,11.2,5.8,11.3,14.7,11.2,11.9,12.9 
25,24.2,14.7,7.8,3.1,,13.5,4.9,10.4,11.8,10.2,3.5,12.1 
26,19.7,17.6,10.5,4.6,,12.3,5.5,10.1,5.8,9.9,20.5,14.3 
27,15.0,10.4,11.0,10.8,6.3,11.9,9.5,12.7,5.8,13.4,10.2,18.8 
28,18.8,3.5,5.2,11.7,,7.3,10.4,7.8,11.2,6.9,15.5,17.2 
29,29.3,,5.3,6.2,,7.7,12.5,5.5,14.3,6.7,24.9,13.0 
30,28.5,,7.5,9.9,7.4,10.5,14.2,6.4,9.3,16.6,17.1,18.3 
31,37.8,,5.2,,,,11.8,7.9,,14.9,,30.5
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 19:05:45
  
