dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,11.8,13.6,8.4,9.5,,,6.3,7.5,44.1,5.7,6.2,13.3 
2,4.5,10.9,11.2,9.0,1.6,,7.9,12.0,36.4,2.6,6.1,17.0 
3,7.3,5.1,11.4,10.3,5.5,,3.3,9.3,42.2,3.0,5.8,7.6 
4,2.2,5.0,8.9,17.4,7.3,,5.0,6.6,31.8,9.6,6.3,2.0 
5,2.8,7.3,7.7,14.6,14.1,,4.0,7.1,17.9,5.5,5.9,3.2 
6,6.4,7.7,8.8,4.3,,10.0,4.4,5.9,14.0,13.9,5.9,5.2 
7,6.7,5.4,10.5,6.8,,,6.5,8.5,8.7,15.2,6.0,4.7 
8,6.1,4.3,7.9,9.7,,,4.1,8.6,10.5,11.4,6.0,11.5 
9,6.2,4.8,7.7,8.4,,,8.5,9.1,11.5,17.7,6.0,9.0 
10,7.3,7.6,6.0,10.2,41.4,,,10.5,13.1,41.4,6.4,8.8 
11,6.1,6.3,8.7,11.5,,,,10.1,13.3,14.7,6.6,8.8 
12,8.7,5.9,9.4,8.5,,,,10.0,11.8,5.8,6.8,12.6 
13,6.0,12.7,10.8,9.1,,,,10.0,6.4,5.0,6.3,14.8 
14,12.6,9.2,11.8,9.4,,3.3,8.6,6.3,6.3,5.4,6.3,17.5 
15,17.5,20.4,13.4,10.4,,1.6,7.8,12.5,19.9,6.8,5.5,14.9 
16,20.6,11.0,6.5,10.5,,0.6,6.1,11.9,21.3,13.0,6.3,0.7 
17,22.7,7.7,9.0,7.1,,0.3,9.3,13.5,19.3,16.5,6.1,0.4 
18,23.9,8.6,13.2,,,1.2,13.2,9.2,10.6,27.2,5.6,21.3 
19,8.3,,13.4,,,3.1,12.0,15.4,17.8,12.3,6.1,16.3 
20,7.0,7.3,11.0,,,5.8,13.7,14.9,6.2,3.1,7.0,1.5 
21,10.3,7.4,10.5,,,4.4,10.0,12.0,5.5,3.2,6.7,1.9 
22,8.7,7.5,7.7,,,4.2,10.0,12.3,4.0,2.3,6.3,17.1 
23,8.5,10.3,5.7,,,4.5,10.2,15.9,2.6,3.1,7.2,11.5 
24,8.3,8.7,9.7,,,4.1,,16.7,2.3,6.1,6.8,17.4 
25,13.3,9.3,11.5,,,1.3,,10.9,3.0,6.0,6.9,7.4 
26,7.7,7.9,9.6,,,2.2,4.0,8.3,2.9,6.0,5.6,11.3 
27,8.8,8.4,8.0,,,1.1,1.6,5.1,6.7,6.0,5.8, 
28,10.5,10.3,8.5,,,3.3,3.3,6.3,7.2,6.3,5.1,5.5 
29,12.8,,10.1,,,6.7,2.0,7.6,13.7,5.5,5.8,8.3 
30,12.3,,15.5,,,7.4,1.4,9.2,8.6,6.5,8.0,10.5 
31,10.2,,9.5,,,,2.3,55.3,,6.0,,5.7
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:41:14
  
