dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,93.1,55.4,6.0,10.6,8.2,14.1,15.3,30.3,14.2,12.6,16.6,10.5 
2,100.9,52.2,3.0,11.7,8.5,13.0,16.6,17.1,15.5,10.3,15.7,10.1 
3,98.5,62.4,3.5,9.5,11.5,12.3,17.0,14.6,17.4,6.1,16.3,14.3 
4,81.0,57.3,6.1,9.3,12.8,14.2,14.4,39.1,23.5,4.6,16.2,7.6 
5,38.0,54.3,13.8,11.5,14.8,11.2,13.6,20.0,27.2,11.1,19.4,4.3 
6,25.5,43.9,22.1,7.7,8.3,12.5,14.9,35.5,13.1,8.0,13.8,7.0 
7,26.0,26.3,28.1,5.1,8.8,13.2,18.1,63.2,15.8,6.4,12.9,30.5 
8,23.8,27.2,14.5,10.5,14.6,12.2,11.7,52.4,19.4,9.8,11.1,24.3 
9,3.5,28.8,11.2,13.9,10.2,11.2,10.7,49.4,9.4,8.5,21.5,34.1 
10,9.7,24.6,6.6,15.4,9.7,10.9,21.8,34.1,10.5,8.5,29.3,35.1 
11,24.0,15.3,12.8,13.7,15.0,8.5,17.0,24.7,19.0,9.2,40.3,22.5 
12,25.2,6.5,15.2,12.3,7.0,12.7,21.7,18.0,8.3,12.4,37.4,23.2 
13,27.1,13.5,4.9,6.0,10.6,14.5,15.8,12.7,9.7,10.8,26.7,39.5 
14,31.5,19.0,2.8,12.7,11.4,10.0,14.8,11.8,10.2,9.3,40.0,25.5 
15,38.1,15.9,3.3,10.8,8.8,9.3,13.3,17.6,11.9,8.3,47.6,26.7 
16,34.7,17.3,3.4,5.4,9.9,12.8,12.1,18.4,7.2,10.6,60.9,30.3 
17,37.4,21.5,3.4,6.2,10.1,8.0,17.9,17.8,11.1,9.3,48.9,13.0 
18,32.0,14.0,4.8,9.1,10.7,8.8,27.1,17.3,11.8,10.6,69.2,9.6 
19,11.7,7.5,10.2,12.3,11.7,15.4,17.6,14.7,11.5,15.2,96.5,20.7 
20,15.3,7.4,10.4,7.7,12.2,13.0,15.0,15.2,17.6,14.7,77.3,38.2 
21,18.7,10.9,18.8,9.5,8.2,12.1,11.7,20.1,16.2,14.0,41.8,51.7 
22,17.3,10.4,2.7,11.0,12.4,14.2,11.5,18.5,15.5,15.3,16.8,53.3 
23,26.7,5.8,7.1,9.9,11.9,10.1,13.3,20.8,16.8,19.3,12.7,46.6 
24,32.1,10.2,8.2,11.1,9.8,9.8,14.4,35.1,10.4,19.5,14.4,46.9 
25,14.0,14.4,4.0,12.6,6.9,13.2,16.8,33.9,12.8,19.0,24.3,12.7 
26,23.2,10.3,6.5,12.7,7.4,18.4,20.5,35.0,19.8,23.5,31.8,10.1 
27,28.0,6.7,9.6,13.3,10.3,11.8,21.6,32.1,18.6,23.3,41.5,19.0 
28,34.3,13.0,11.7,9.9,10.1,13.3,26.1,13.8,16.0,23.0,34.1,18.8 
29,44.4,,13.7,9.0,13.4,11.0,29.9,10.3,11.6,13.1,3.7,22.4 
30,51.9,,16.9,6.9,11.8,10.9,33.6,14.3,8.5,6.0,6.5,28.1 
31,56.7,,15.3,,11.2,,38.0,16.0,,8.8,,37.2
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:49:36
  
